ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781
2	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511
3	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535
4	"AT5G65970"	NA	chr5	-	26388353	26388389	26388166	26388234	26388495	26388669
5	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914
6	"AT5G65970"	NA	chr5	-	26388864	26388914	26388353	26388669	26388993	26389082
7	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558
8	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781
9	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235
11	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003
12	"AT5G64600"	NA	chr5	+	25825529	25825623	25824996	25825420	25825727	25825795
14	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052
16	"AT5G63960"	NA	chr5	+	25602104	25602176	25601946	25602013	25602252	25602339
17	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630
18	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946
19	"AT5G63550"	NA	chr5	+	25445272	25445306	25444574	25445191	25445813	25445893
22	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039
23	"AT5G63180"	NA	chr5	-	25341451	25341590	25340913	25341333	25341953	25342700
28	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735
29	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603
30	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626
31	"AT5G62165"	NA	chr5	+	24966361	24966443	24964645	24965256	24967327	24967427
36	"AT5G61580"	NA	chr5	+	24762825	24762866	24762621	24762751	24762952	24763177
37	"AT5G61250"	NA	chr5	-	24634243	24634280	24633981	24634165	24634381	24634621
38	"AT5G61240"	NA	chr5	+	24630547	24630582	24630384	24630456	24630668	24630740
