ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	3527,3245	5,3	1616,3249	6,7	238	149	1	1.0	0.998,0.999	0.994,0.997	0.003
2	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	2	277,324	0,3	170,288	2,2	298	149	1	1.0	1.0,0.982	0.977,0.986	0.009
3	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535	3	412,422	0,1	265,397	0,0	237	149	1	1.0	1.0,0.996	1.0,1.0	-0.002
4	"AT5G65970"	NA	chr5	-	26388353	26388389	26388166	26388234	26388495	26388669	4	119,142	0,0	76,147	0,2	185	149	1	1.0	1.0,1.0	1.0,0.983	0.008
5	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	5	207,175	1,1	86,115	1,0	190	149	1	1.0	0.994,0.993	0.985,1.0	0.001
6	"AT5G65970"	NA	chr5	-	26388864	26388914	26388353	26388669	26388993	26389082	6	39,29	0,0	13,27	0,1	199	149	1	1.0	1.0,1.0	1.0,0.953	0.024
7	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	7	169,164	0,3	65,126	2,0	238	149	1	1.0	1.0,0.972	0.953,1.0	0.01
8	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	8	817,851	2,1	500,940	2,0	229	149	1	1.0	0.996,0.998	0.994,1.0	0.0
9	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235	9	781,826	2,1	444,823	0,0	230	149	1	1.0	0.996,0.998	1.0,1.0	-0.003
10	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	10	3,13	66,49	0,0	25,28	170	149	1	1.0	0.038,0.189	0.0,0.0	0.114
11	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003	11	230,221	148,143	60,128	102,155	207	149	0.025285104255	1.0	0.528,0.527	0.297,0.373	0.193
12	"AT5G64600"	NA	chr5	+	25825529	25825623	25824996	25825420	25825727	25825795	12	116,105	2,0	72,98	0,0	243	149	1	1.0	0.973,1.0	1.0,1.0	-0.014
14	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052	14	1372,1478	6,5	684,1009	7,8	269	149	1	1.0	0.992,0.994	0.982,0.986	0.009
15	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823	15	29,10	8,6	9,27	8,7	279	149	1	1.0	0.659,0.471	0.375,0.673	0.041
16	"AT5G63960"	NA	chr5	+	25602104	25602176	25601946	25602013	25602252	25602339	16	73,60	0,0	40,59	0,1	221	149	1	1.0	1.0,1.0	1.0,0.975	0.012
17	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630	17	124,116	0,0	85,112	2,0	298	149	1	1.0	1.0,1.0	0.955,1.0	0.022
18	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946	18	586,531	5,1	266,459	2,4	262	149	1	1.0	0.985,0.997	0.987,0.985	0.005
19	"AT5G63550"	NA	chr5	+	25445272	25445306	25444574	25445191	25445813	25445893	19	217,183	0,0	85,135	1,0	183	149	1	1.0	1.0,1.0	0.986,1.0	0.007
22	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039	22	383,374	0,1	152,361	1,0	297	149	1	1.0	1.0,0.995	0.987,1.0	0.004
23	"AT5G63180"	NA	chr5	-	25341451	25341590	25340913	25341333	25341953	25342700	23	259,221	0,0	190,312	1,0	288	149	1	1.0	1.0,1.0	0.99,1.0	0.005
24	"AT5G63090"	NA	chr5	-	25309799	25309929	25308571	25309302	25310678	25310973	24	0,0	4,17	2,1	1,12	279	149	1	1.0	0.0,0.0	0.516,0.043	-0.28
26	"AT5G63050"	NA	chr5	+	25293065	25293135	25292403	25292653	25293302	25293436	26	312,330	5,11	162,285	2,2	219	149	1	1.0	0.977,0.953	0.982,0.99	-0.021
28	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735	28	553,549	1,0	222,488	0,0	252	149	1	1.0	0.997,1.0	1.0,1.0	-0.002
