ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781
1	"AT5G67260"	NA	chr5	+	26838296	26838388	26837395	26837630	26839494	26839597
3	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511
4	"AT5G66190"	NA	chr5	-	26451832	26451910	26451675	26451738	26452011	26452103
5	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914
6	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558
7	"AT5G65940"	NA	chr5	-	26377519	26377580	26377323	26377422	26377814	26377936
8	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781
10	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206
11	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003
13	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052
15	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630
16	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946
22	"AT5G62820"	NA	chr5	-	25224107	25224243	25223726	25224022	25224335	25225052
24	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735
25	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603
26	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626
31	"AT5G61250"	NA	chr5	-	24634243	24634280	24633981	24634165	24634381	24634621
32	"AT5G60360"	NA	chr5	+	24281115	24281189	24280861	24280977	24281299	24281564
33	"AT5G59960"	NA	chr5	-	24143837	24143883	24143444	24143501	24144140	24144223
34	"AT5G59710"	NA	chr5	+	24058084	24058171	24057377	24057584	24058279	24058388
35	"AT5G59710"	NA	chr5	+	24060244	24060333	24059857	24059956	24060435	24060516
36	"AT5G59613"	NA	chr5	-	24016165	24016208	24015393	24015729	24016379	24016610
39	"AT5G59460"	NA	chr5	-	23977792	23977890	23977574	23977656	23978249	23978399
40	"AT5G58800"	NA	chr5	-	23746869	23746937	23746340	23746700	23747187	23747273
41	"AT5G58800"	NA	chr5	-	23746869	23746943	23746340	23746700	23747187	23747274
42	"AT5G58100"	NA	chr5	+	23510794	23510865	23510556	23510675	23511442	23511548
43	"AT5G58000"	NA	chr5	+	23478489	23478564	23478298	23478401	23478651	23478799
44	"AT5G57960"	NA	chr5	-	23465534	23465651	23465144	23465259	23465806	23465949
45	"AT5G56950"	NA	chr5	+	23034843	23034861	23034545	23034747	23035230	23035693
46	"AT5G56870"	NA	chr5	+	23005146	23005213	23004928	23005041	23005320	23005413
48	"AT5G55280"	NA	chr5	-	22422031	22422131	22421708	22421938	22422233	22422649
50	"AT5G54800"	NA	chr5	+	22263100	22263314	22262623	22262846	22263550	22263936
51	"AT5G54290"	NA	chr5	+	22051513	22051645	22051036	22051169	22051836	22051895
55	"AT5G53140"	NA	chr5	+	21551632	21551707	21551408	21551500	21551793	21552559
56	"AT5G53045"	NA	chr5	-	21509007	21509080	21508849	21508905	21509482	21509609
58	"AT5G53020"	NA	chr5	+	21499290	21499440	21498422	21498605	21499888	21500829
59	"AT5G53010"	NA	chr5	-	21490162	21490300	21489956	21490060	21490445	21490544
61	"AT5G52920"	NA	chr5	+	21466324	21466433	21466099	21466248	21466504	21466880
62	"AT5G52070"	NA	chr5	+	21162074	21162208	21161222	21161353	21163578	21163648
63	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163578	21163648
64	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163726	21163968
65	"AT5G52070"	NA	chr5	+	21163578	21163648	21161131	21161353	21163726	21163968
67	"AT5G53350"	NA	chr5	+	21645344	21645395	21645163	21645243	21645489	21645564
69	"AT5G49730"	NA	chr5	-	20203457	20203692	20202957	20203285	20203778	20203976
70	"AT5G49390"	NA	chr5	+	20027353	20027415	20026901	20026988	20027587	20027665
72	"AT5G48640"	NA	chr5	-	19725196	19725236	19724984	19725029	19725386	19725493
73	"AT5G48620"	NA	chr5	+	19716989	19717075	19716103	19716609	19717341	19718282
74	"AT5G48620"	NA	chr5	+	19716996	19717075	19716142	19716609	19717341	19718282
75	"AT5G48610"	NA	chr5	+	19712080	19712244	19711540	19711696	19712335	19712691
76	"AT5G48545"	NA	chr5	+	19677544	19677600	19676967	19677034	19677693	19677747
77	"AT5G47930"	NA	chr5	-	19407008	19407037	19406079	19406543	19407134	19407236
78	"AT5G47690"	NA	chr5	+	19322567	19322627	19322314	19322464	19322759	19322896
80	"AT5G47520"	NA	chr5	-	19278564	19278654	19278026	19278439	19278723	19278791
85	"AT5G47080"	NA	chr5	-	19125769	19125979	19125515	19125625	19126159	19126611
86	"AT5G47080"	NA	chr5	-	19125769	19125988	19125515	19125625	19126159	19126569
89	"AT5G45510"	NA	chr5	+	18445186	18448755	18444606	18444846	18449020	18449446
91	"AT5G45310"	NA	chr5	-	18360060	18360240	18359274	18359987	18360532	18360820
92	"AT5G45040"	NA	chr5	-	18176105	18176203	18175986	18176018	18176565	18176701
93	"AT5G45000"	NA	chr5	+	18166038	18166145	18165335	18165908	18166244	18166746
94	"AT5G44750"	NA	chr5	+	18057537	18057606	18057124	18057197	18057747	18057846
95	"AT5G44572"	NA	chr5	+	17969010	17969106	17968091	17968300	17969271	17970342
99	"AT5G43822"	NA	chr5	+	17621515	17621572	17621264	17621435	17621649	17621714
101	"AT5G62650"	NA	chr5	-	25154916	25154958	25154709	25154837	25155045	25155125
102	"AT5G66290"	NA	chr5	-	26479048	26479133	26478692	26478781	26479225	26479312
103	"AT5G49360"	NA	chr5	-	20015383	20015665	20013900	20014070	20016239	20016857
104	"AT5G42810"	NA	chr5	+	17168054	17168095	17167826	17167974	17168177	17168288
108	"AT5G42470"	NA	chr5	+	16983630	16983761	16983441	16983543	16983849	16983898
109	"AT5G42250"	NA	chr5	+	16895212	16895259	16894243	16894380	16895884	16896213
110	"AT5G41790"	NA	chr5	+	16726619	16726680	16725752	16726096	16727458	16727623
111	"AT5G41700"	NA	chr5	+	16676781	16676886	16676482	16676619	16677079	16677496
112	"AT5G41690"	NA	chr5	-	16674167	16674230	16674001	16674075	16674361	16674493
113	"AT5G41220"	NA	chr5	-	16496445	16496499	16496277	16496357	16496573	16496634
114	"AT5G41180"	NA	chr5	+	16484308	16484447	16483759	16484141	16484538	16484610
115	"AT5G41120"	NA	chr5	-	16458481	16458537	16458244	16458403	16458685	16458737
117	"AT5G40870"	NA	chr5	+	16376398	16376478	16376108	16376205	16376790	16376985
119	"AT5G40440"	NA	chr5	+	16183234	16183402	16182998	16183136	16183479	16183593
120	"AT5G40280"	NA	chr5	+	16102637	16102720	16102244	16102280	16102816	16102870
121	"AT5G40280"	NA	chr5	+	16103019	16103071	16102637	16102870	16103354	16103419
122	"AT5G40280"	NA	chr5	+	16103768	16103841	16103546	16103603	16103925	16104012
123	"AT5G40210"	NA	chr5	-	16074470	16074663	16074202	16074364	16075445	16075559
125	"AT5G38880"	NA	chr5	-	15566705	15566847	15566335	15566506	15567162	15567702
126	"AT5G38290"	NA	chr5	+	15303594	15303812	15303322	15303494	15303906	15303991
