ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968	0	82,80	12,12	67,26	6,5	212	169	1	1.0	0.845,0.842	0.899,0.806	-0.009
1	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	1	9,14	109,62	12,9	48,26	180	180	0.866269170762	1.0	0.076,0.184	0.2,0.257	-0.099
3	"AT5G17020"	NA	chr5	+	5597308	5597353	5597493	5597601	5597152	5597215	5597734	5597833	3	66,94	163,198	47,16	114,64	144	207	1	1.0	0.368,0.406	0.372,0.264	0.069
4	"AT5G14710"	NA	chr5	+	4746725	4746773	4746862	4746909	4746263	4746524	4747247	4747314	4	63,50	46,46	46,24	40,16	147	146	1	1.0	0.576,0.519	0.533,0.598	-0.018
6	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	6	519,538	62,38	403,177	34,21	166	117	1	1.0	0.855,0.909	0.893,0.856	0.007
7	"AT4G29940"	NA	chr4	-	14648754	14648835	14648992	14649073	14648138	14648600	14649234	14649315	7	66,69	99,58	30,28	55,31	180	180	1	1.0	0.4,0.543	0.353,0.475	0.058
8	"AT4G29940"	NA	chr4	-	14648992	14649073	14649234	14649315	14648754	14648835	14649467	14649548	8	59,60	89,90	28,15	57,32	180	180	1	1.0	0.399,0.4	0.329,0.319	0.076
9	"AT4G27650"	NA	chr4	-	13807327	13807410	13807505	13807612	13807033	13807109	13807742	13808003	9	6,7	140,157	7,4	135,55	206	182	1	1.0	0.036,0.038	0.044,0.06	-0.015
10	"AT4G27650"	NA	chr4	-	13807327	13807410	13807505	13807573	13807033	13807109	13807742	13808031	10	79,100	140,157	60,29	135,55	167	182	1	1.0	0.381,0.41	0.326,0.365	0.05
11	"AT4G23660"	NA	chr4	-	12330119	12330255	12330916	12331378	12329530	12329652	12331637	12331679	11	189,245	59,74	160,109	54,34	561	235	1	1.0	0.573,0.581	0.554,0.573	0.013
