ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	1,1	7,8	1,0	11,0	175	99	1	1.0	0.075,0.066	0.049,NA	0.022
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	112,111	233,269	52,24	178,123	202	99	1	1.0	0.191,0.168	0.125,0.087	0.073
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	54,37	232,292	39,16	170,118	201	99	1	1.0	0.103,0.059	0.102,0.063	-0.002
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	15,11	19,15	15,4	10,5	177	99	1	1.0	0.306,0.291	0.456,0.309	-0.084
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	33,38	116,116	20,7	86,44	223	99	1	1.0	0.112,0.127	0.094,0.066	0.039
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	13,23	98,115	14,7	72,37	196	99	1	1.0	0.063,0.092	0.089,0.087	-0.01
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	30,38	11,17	35,13	9,5	246	99	1	1.0	0.523,0.474	0.61,0.511	-0.062
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	24,33	7,5	23,14	0,3	191	99	0.280760778484	1.0	0.64,0.774	1.0,0.708	-0.147
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	503,417	112,107	304,121	68,54	188	99	1	1.0	0.703,0.672	0.702,0.541	0.066
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	15,1	0,1	6,2	0,1	192	99	1	1.0	1.0,0.34	1.0,0.508	-0.084
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	130,197	471,497	75,82	380,241	178	99	1	1.0	0.133,0.181	0.099,0.159	0.028
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	147,180	2896,3207	167,105	2743,1660	162	99	1	1.0	0.03,0.033	0.036,0.037	-0.005
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	49,40	68,84	19,22	44,26	205	99	1	1.0	0.258,0.187	0.173,0.29	-0.009
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	86,62	369,364	56,22	326,130	175	99	1	1.0	0.116,0.088	0.089,0.087	0.014
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	2,1	25,59	3,1	26,14	182	99	1	1.0	0.042,0.009	0.059,0.037	-0.022
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	23,27	53,58	16,11	27,18	196	99	1	1.0	0.18,0.19	0.23,0.236	-0.048
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	12,11	78,51	6,4	34,14	197	99	1	1.0	0.072,0.098	0.081,0.126	-0.019
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	153,138	12,22	96,42	8,7	222	99	1	1.0	0.85,0.737	0.843,0.728	0.008
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	2,2	77,84	1,1	36,28	201	99	1	1.0	0.013,0.012	0.013,0.017	-0.002
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	50,35	109,110	30,18	51,31	182	99	1	1.0	0.2,0.148	0.242,0.24	-0.067
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	7,8	74,65	4,8	53,21	285	99	1	1.0	0.032,0.041	0.026,0.117	-0.035
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	0,0	25,21	0,3	12,9	175	99	1	1.0	0.0,0.0	0.0,0.159	-0.08
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	37,31	164,140	31,15	101,53	407	99	1	1.0	0.052,0.051	0.069,0.064	-0.015
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	0,0	13,11	3,2	5,2	194	99	0.469819882038	1.0	0.0,0.0	0.234,0.338	-0.286
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	3,6	13,7	5,0	3,0	165	99	1	1.0	0.122,0.34	0.5,NA	-0.269
