ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
138	"AT5G53020"	NA	chr5	+	21498423	21500829	21498423	21498605	21499888	21500829
172	"AT5G48640"	NA	chr5	-	19724984	19725493	19724984	19725029	19725386	19725493
233	"AT5G40910"	NA	chr5	+	16395210	16397169	16395210	16395275	16396097	16397169
299	"AT5G26980"	NA	chr5	-	9488132	9488831	9488132	9488361	9488704	9488831
408	"AT5G16800"	NA	chr5	-	5524272	5525039	5524272	5524701	5524835	5525039
493	"AT5G18245"	NA	chr5	+	6028150	6028582	6028150	6028330	6028516	6028582
518	"AT5G07570"	NA	chr5	+	2393102	2396329	2393102	2394677	2394758	2396329
531	"AT5G06690"	NA	chr5	-	2060442	2061047	2060442	2060749	2060980	2061047
709	"AT4G32850"	NA	chr4	+	15853669	15854241	15853669	15853753	15854043	15854241
714	"AT4G32850"	NA	chr4	+	15854164	15855186	15854164	15854211	15854362	15855186
985	"AT4G16765"	NA	chr4	-	9430743	9431480	9430743	9430844	9431428	9431480
1018	"AT4G14385"	NA	chr4	-	8287347	8288148	8287347	8287430	8288078	8288148
1287	"AT3G59470"	NA	chr3	-	21979542	21980839	21979542	21980122	21980527	21980839
1339	"AT3G55850"	NA	chr3	-	20724352	20725024	20724352	20724459	20724922	20725024
1515	"AT2G05520"	NA	chr2	+	2026523	2027283	2026523	2026610	2026649	2027283
1885	"AT2G30740"	NA	chr2	+	13095650	13096492	13095650	13095700	13095848	13096492
2088	"AT5G07100"	NA	chr5	+	2204205	2205165	2204205	2204539	2204812	2205165
2093	"AT3G13970"	NA	chr3	-	4613491	4614124	4613491	4613755	4614055	4614124
2133	"AT4G17310"	NA	chr4	-	9685665	9686024	9685665	9685710	9685976	9686024
2183	"AT2G03480"	NA	chr2	+	1053007	1053574	1053007	1053169	1053270	1053574
2209	"AT1G44125"	NA	chr1	-	16783003	16786828	16783003	16783197	16786374	16786828
2210	"AT1G44125"	NA	chr1	-	16783003	16786828	16783003	16783921	16786374	16786828
2268	"AT1G09195"	NA	chr1	-	2967939	2968758	2967939	2968199	2968652	2968758
2269	"AT1G09195"	NA	chr1	-	2967939	2968758	2967939	2968254	2968652	2968758
2285	"AT5G66005"	NA	chr5	-	26398726	26399001	26398726	26398814	26398909	26399001
2447	"AT1G02960"	NA	chr1	-	667150	667641	667150	667281	667540	667641
2470	"AT5G28080"	NA	chr5	-	10091593	10092721	10091593	10091821	10092314	10092721
2528	"AT5G64760"	NA	chr5	-	25896144	25896555	25896144	25896339	25896438	25896555
2550	"AT5G40240"	NA	chr5	-	16084251	16085213	16084251	16084453	16085023	16085213
2620	"AT1G05830"	NA	chr1	+	1761083	1761817	1761083	1761228	1761554	1761817
2647	"AT5G11580"	NA	chr5	+	3719096	3719809	3719096	3719267	3719684	3719809
2652	"AT1G02010"	NA	chr1	+	351411	351819	351411	351632	351736	351819
2663	"AT1G61560"	NA	chr1	-	22708467	22709690	22708467	22709321	22709622	22709690
2667	"AT1G61560"	NA	chr1	-	22709622	22709819	22709622	22709652	22709783	22709819
2697	"AT4G38090"	NA	chr4	-	17883678	17884228	17883678	17883915	17884122	17884228
2734	"AT1G04300"	NA	chr1	-	1152878	1153345	1152878	1152947	1153233	1153345
2796	"AT2G39950"	NA	chr2	-	16678034	16679772	16678034	16678278	16679172	16679772
2830	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	628934	629321
2831	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	629287	629321
3080	"AT3G54620"	NA	chr3	-	20218483	20218789	20218483	20218536	20218713	20218789
3234	"AT3G27610"	NA	chr3	-	10227328	10227808	10227328	10227389	10227723	10227808
3244	"AT1G03470"	NA	chr1	-	867408	867733	867408	867511	867625	867733
3333	"AT3G45750"	NA	chr3	-	16796783	16797236	16796783	16796958	16797150	16797236
3348	"AT4G11900"	NA	chr4	-	7150629	7151297	7150629	7150751	7150886	7151297
3363	"AT2G17780"	NA	chr2	-	7726541	7727503	7726541	7726960	7727324	7727503
3451	"AT1G16560"	NA	chr1	+	5668572	5669039	5668572	5668709	5668944	5669039
3546	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627512	26627841	26628053
3550	"AT1G70620"	NA	chr1	+	26630246	26631104	26630246	26630303	26630700	26631104
3654	"AT1G48175"	NA	chr1	+	17790396	17791303	17790396	17791013	17791236	17791303
3665	"AT5G11950"	NA	chr5	+	3854769	3855630	3854769	3854954	3855532	3855630
3755	"AT4G37440"	NA	chr4	+	17603111	17604086	17603111	17603594	17603663	17604086
3850	"AT3G27300"	NA	chr3	-	10086114	10086488	10086114	10086310	10086411	10086488
3857	"AT1G65130"	NA	chr1	-	24196648	24197200	24196648	24196738	24197052	24197200
3905	"AT4G25434"	NA	chr4	-	13005006	13005899	13005006	13005144	13005600	13005899
3918	"AT5G06265"	NA	chr5	+	1905778	1906766	1905778	1906172	1906563	1906766
4156	"AT2G16940"	NA	chr2	-	7345694	7346177	7345694	7345776	7346107	7346177
4216	"AT3G53340"	NA	chr3	-	19775151	19775606	19775151	19775226	19775476	19775606
4267	"AT2G22260"	NA	chr2	+	9460917	9461386	9460917	9461149	9461312	9461386
4371	"AT1G80260"	NA	chr1	+	30179355	30179988	30179355	30179427	30179856	30179988
4638	"AT2G37160"	NA	chr2	+	15611441	15611720	15611441	15611552	15611627	15611720
4639	"AT2G37160"	NA	chr2	+	15611441	15611720	15611441	15611547	15611632	15611720
4762	"AT4G35300"	NA	chr4	-	16798992	16799635	16798992	16799101	16799455	16799635
4874	"AT5G65740"	NA	chr5	-	26302829	26303514	26302829	26303051	26303332	26303514
