ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
74	AT5G50240		chr5	+	20451631	20451902	20451640	20451902	20451227	20451493	74	2,6	7,6	3,2	0,0	108	99	1.24746128072e-06	0.0010811244557271	0.208,0.478	1.0,1.0	-0.657
305	AT5G16280		chr5	-	5326466	5326524	5326466	5326521	5326620	5326731	305	29,30	102,78	39,32	26,21	102	99	1.28703981741e-05	0.0068824454235999	0.216,0.272	0.593,0.597	-0.351
1564	AT1G15280		chr1	+	5253545	5253751	5253548	5253751	5253287	5253387	1564	286,233	260,242	211,112	67,43	102	99	9.37361895134e-05	0.0286431013384518	0.516,0.483	0.753,0.717	-0.235
1698	AT1G13880		chr1	+	4749834	4751212	4749837	4751212	4749591	4749747	1698	10,14	59,89	36,24	40,28	102	99	2.71737666129e-05	0.0097895743358146	0.141,0.132	0.466,0.454	-0.324
1731	AT4G03110		chr4	-	1377076	1377410	1377076	1377407	1377507	1377687	1731	171,163	99,96	195,94	29,14	102	99	2.74602365661e-05	0.0097895743358146	0.626,0.622	0.867,0.867	-0.243
1783	AT1G06833		chr1	-	12922837	12923746	12922837	12923488	12924916	12925030	1783	5,4	5,2	2,3	0,0	357	99	1.51630358447e-06	0.0010811244557271	0.217,0.357	1.0,1.0	-0.713
1851	AT3G24560		chr3	+	8964625	8964812	8964635	8964812	8964394	8964555	1851	1,3	11,13	1,4	0,0	109	99	0.0	0.0	0.076,0.173	1.0,1.0	-0.875
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
121	AT5G60022		chr5	-	24167445	24168126	24168033	24168126	24167140	24167331	121	79,84	0,2	23,11	2,6	687	99	0.000360420877653	0.012726289560938	1.0,0.858	0.624,0.209	0.513
138	AT5G11630		chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	138	108,86	19,25	25,17	40,14	164	99	7.60837465372e-05	0.0037610732038222	0.774,0.675	0.274,0.423	0.376
191	AT4G38380		chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	191	3,5	25,18	9,4	5,1	113	99	0.000786240852789	0.0253477214062192	0.095,0.196	0.612,0.778	-0.55
207	AT4G35270		chr4	-	16781473	16782054	16781811	16782054	16779903	16780980	207	19,11	3,5	7,7	0,0	437	99	0.000144722938809	0.0061321176643927	0.589,0.333	1.0,1.0	-0.539
210	AT5G37850		chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	210	153,194	224,283	34,22	245,155	132	99	2.91037849376e-08	2.6975570664038e-06	0.339,0.34	0.094,0.096	0.245
237	AT4G32330		chr4	+	15608904	15609117	15608904	15609106	15609789	15610001	237	12,13	158,188	31,25	90,37	110	99	0.00182594442624	0.047506589194981	0.064,0.059	0.237,0.378	-0.246
278	AT4G30820		chr4	+	15006647	15006964	15006647	15006702	15007072	15007211	278	22,13	6,3	2,4	0,0	361	99	9.11575571366e-05	0.0042245830385493	0.501,0.543	1.0,1.0	-0.478
345	AT4G09980		chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	345	4,1	86,95	36,20	30,12	110	99	0.0	0.0	0.04,0.009	0.519,0.6	-0.535
387	AT4G40050		chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	387	87,96	146,149	85,44	22,14	103	99	7.68954455665e-10	8.771995828855346e-08	0.364,0.382	0.788,0.751	-0.397
392	AT3G63460		chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	392	283,293	30,38	108,69	122,51	105	99	1.01230135385e-12	1.8765536346994376e-10	0.899,0.879	0.455,0.561	0.381
393	AT3G63340		chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	393	172,180	4,5	19,13	20,6	130	99	4.57430425316e-07	3.5703648460190946e-05	0.97,0.965	0.42,0.623	0.446
432	AT3G54500		chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	432	165,168	102,79	305,241	421,359	102	99	8.90165751829e-05	0.0042245830385493	0.611,0.674	0.413,0.395	0.239
486	AT4G24230		chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	486	89,72	90,99	39,17	127,97	112	99	0.000356967214331	0.012726289560938	0.466,0.391	0.213,0.134	0.255
