ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	1,1	7,8	1,0	11,0	175	99	1	1.0	0.075,0.066	0.049,NA	0.022
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	106,111	233,269	52,24	178,123	198	99	1	1.0	0.185,0.171	0.127,0.089	0.07
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	54,37	232,292	39,16	170,118	198	99	1	1.0	0.104,0.06	0.103,0.063	-0.001
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	15,11	19,15	15,4	10,5	177	99	1	1.0	0.306,0.291	0.456,0.309	-0.084
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	31,36	116,116	20,6	86,44	198	99	1	1.0	0.118,0.134	0.104,0.064	0.042
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	13,23	98,115	14,7	72,37	196	99	1	1.0	0.063,0.092	0.089,0.087	-0.01
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	28,35	11,17	32,10	9,5	198	99	1	1.0	0.56,0.507	0.64,0.5	-0.036
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	24,33	7,5	23,14	0,3	191	99	0.280760778484	1.0	0.64,0.774	1.0,0.708	-0.147
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	501,417	112,107	304,121	68,54	188	99	1	1.0	0.702,0.672	0.702,0.541	0.066
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	15,1	0,1	6,2	0,1	192	99	1	1.0	1.0,0.34	1.0,0.508	-0.084
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	130,197	471,497	75,82	380,241	178	99	1	1.0	0.133,0.181	0.099,0.159	0.028
