ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	1,1	7,8	1,0	11,0	175	99
1	112,111	233,269	52,24	178,123	202	99
2	54,37	232,292	39,16	170,118	201	99
3	15,11	19,15	15,4	10,5	177	99
4	33,38	116,116	20,7	86,44	223	99
5	13,23	98,115	14,7	72,37	196	99
6	30,38	11,17	35,13	9,5	246	99
7	24,33	7,5	23,14	0,3	191	99
8	503,417	112,107	304,121	68,54	188	99
9	15,1	0,1	6,2	0,1	192	99
10	130,197	471,497	75,82	380,241	178	99
11	147,180	2896,3207	167,105	2743,1660	162	99
12	49,40	68,84	19,22	44,26	205	99
13	86,62	369,364	56,22	326,130	175	99
14	2,1	25,59	3,1	26,14	182	99
15	23,27	53,58	16,11	27,18	196	99
16	12,11	78,51	6,4	34,14	197	99
17	153,138	12,22	96,42	8,7	222	99
18	2,2	77,84	1,1	36,28	201	99
19	50,35	109,110	30,18	51,31	182	99
20	7,8	74,65	4,8	53,21	285	99
21	0,0	25,21	0,3	12,9	175	99
22	37,31	164,140	31,15	101,53	407	99
23	0,0	13,11	3,2	5,2	194	99
24	3,6	13,7	5,0	3,0	165	99
26	77,73	65,76	72,37	62,30	237	99
27	16,6	258,298	8,6	215,103	181	99
28	15,18	0,0	14,10	0,1	191	99
29	55,54	1924,2210	22,14	1457,787	174	99
30	20,31	2003,2266	19,8	1452,795	190	99
31	4,16	158,133	10,5	144,60	187	99
32	87,104	2,2	89,91	1,3	209	99
33	13,8	31,16	66,53	9,4	269	99
34	48,73	361,439	55,42	316,165	180	99
35	18,15	53,51	8,1	41,16	227	99
36	6,1	67,71	1,0	57,23	171	99
38	1,0	0,0	1,2	1,0	188	99
39	32,33	222,221	20,6	158,86	170	99
40	144,204	19,18	155,64	25,8	177	99
42	11,6	20,14	10,9	3,6	196	99
43	9,7	11,9	10,6	3,4	172	99
44	5,1	4,4	0,0	2,1	177	99
46	3,6	4,4	0,4	0,1	366	99
48	0,2	8,4	0,0	0,1	203	99
49	55,71	372,443	18,15	314,140	201	99
50	249,257	1,3	231,96	3,2	190	99
51	7,7	0,3	7,3	0,0	217	99
52	16,10	9,11	9,4	11,2	433	99
53	0,2	4,0	4,0	0,0	203	99
55	133,126	1,0	115,64	0,0	195	99
58	19,18	20,22	16,4	17,11	197	99
59	64,55	300,405	45,38	248,131	227	99
60	37,32	174,200	45,32	115,79	197	99
61	127,72	29,37	77,272	28,13	1142	99
63	23,32	28,37	15,22	47,14	243	99
64	23,13	70,56	44,31	45,11	191	99
65	7,7	52,27	8,5	33,9	204	99
66	10,3	7,10	2,1	5,4	165	99
67	14,7	52,39	10,3	44,22	177	99
68	29,54	29,62	37,17	25,22	209	99
69	50,40	34,27	38,11	15,4	428	99
70	4,9	0,0	2,0	1,0	367	99
73	57,63	18,24	58,22	19,11	320	99
74	27,39	154,209	29,10	119,70	299	99
76	20,15	124,126	11,6	96,47	466	99
77	13,7	79,89	14,5	51,20	194	99
78	11,40	112,120	13,6	55,27	178	99
79	0,1	110,136	0,0	64,40	180	99
80	92,71	25,38	42,20	25,12	572	99
81	36,53	120,128	43,21	92,56	197	99
82	134,61	0,1	54,20	0,0	289	99
83	64,51	215,264	51,36	147,99	185	99
84	444,469	171,183	329,161	167,67	178	99
85	10,7	57,36	9,20	26,18	599	99
88	1,3	12,7	0,0	5,1	231	99
89	8,7	41,42	12,7	42,27	194	99
90	16,12	51,62	21,13	71,35	342	99
91	38,43	71,45	22,10	37,19	601	99
92	15,18	10,2	9,0	0,0	173	99
93	17,10	137,178	14,6	162,80	177	99
94	1,0	4,1	0,0	5,0	229	99
96	103,78	124,113	73,36	90,59	251	99
97	15,8	94,91	2,0	26,8	254	99
98	5,12	159,156	1,1	85,43	245	99
99	27,57	19,31	19,15	21,6	405	99
100	181,174	3359,3761	203,88	3074,1602	176	99
101	508,531	22,13	444,244	3,2	184	99
103	190,183	78,60	181,118	50,36	1707	99
104	2801,1687	28,11	1764,879	18,6	152	99
105	1042,965	218,217	750,335	131,59	189	99
106	32,24	109,133	34,27	66,46	424	99
107	28,22	2,7	30,23	6,0	385	99
109	23,7	4,7	11,7	9,3	188	99
111	131,124	161,121	115,43	120,55	208	99
112	2,1	7,15	4,0	7,8	203	99
113	25,20	23,34	20,9	27,17	178	99
114	17,20	29,46	22,13	23,19	1059	99
115	40,42	9,9	29,21	9,4	196	99
116	6,9	29,59	3,4	26,19	190	99
117	17,7	223,208	3,3	147,73	232	99
118	4,2	60,59	0,0	43,15	172	99
119	54,69	88,79	55,41	47,16	222	99
120	127,93	83,74	50,34	48,48	322	99
121	165,125	5,3	82,59	4,4	547	99
122	48,39	53,83	32,25	39,38	238	99
124	180,211	32,38	156,87	14,12	178	99
125	6,5	25,32	6,9	28,13	319	99
126	39,60	24,16	53,48	17,9	963	99
127	2,1	16,14	0,0	10,4	181	99
128	83,66	42,52	65,22	70,42	255	99
129	25,33	108,85	54,48	113,42	221	99
131	139,165	20,25	148,105	11,3	448	99
132	75,81	325,381	54,39	236,133	194	99
133	12,9	23,36	5,5	23,15	251	99
134	11,9	23,35	5,5	37,8	248	99
135	61,39	148,223	35,20	158,80	225	99
136	32,24	8,8	4,21	3,1	784	99
137	29,39	6,3	11,16	0,0	453	99
138	82,83	2,1	22,50	0,0	1382	99
139	41,52	3,0	15,18	2,0	547	99
140	6,3	12,16	0,1	12,13	183	99
143	11,37	11,11	8,11	6,2	202	99
144	34,45	12,24	30,38	9,5	1469	99
145	41,56	32,22	40,42	24,10	1617	99
146	11,11	19,20	12,6	6,5	177	99
147	2,5	37,19	1,1	27,14	177	99
148	5,9	28,20	5,1	26,7	168	99
149	4,1	11,9	23,10	7,6	233	99
150	3,2	29,29	5,4	35,11	217	99
155	8,9	127,166	8,5	114,70	174	99
157	3,7	7,12	3,0	6,2	1334	99
158	0,6	12,10	4,1	8,3	212	99
159	28,17	8,6	9,8	8,0	308	99
161	189,164	245,253	96,70	172,97	296	99
162	0,0	1,1	2,1	0,0	165	99
163	24,17	71,120	7,8	105,53	181	99
164	103,109	220,254	110,41	183,90	352	99
166	3,23	3,2	9,8	1,0	470	99
167	8,36	1,1	14,11	0,0	532	99
168	20,25	3,5	18,2	7,4	181	99
169	55,66	244,235	80,38	351,168	233	99
170	94,87	0,2	108,79	0,1	293	99
171	43,38	56,64	31,23	45,29	266	99
172	58,57	0,0	56,35	0,1	456	99
173	24,27	59,84	32,14	62,30	249	99
174	101,86	3,5	96,45	5,3	365	99
175	637,679	10,7	810,409	18,5	202	99
176	712,726	15,16	871,442	9,12	223	99
177	30,31	49,58	25,9	33,21	391	99
178	10,17	8,9	14,3	5,2	272	99
179	25,36	52,89	18,15	27,14	178	99
180	168,178	167,158	226,132	138,55	609	99
181	36,39	151,145	78,42	111,52	192	99
182	3,1	99,97	4,0	70,31	195	99
183	1,4	3,3	2,1	3,6	189	99
184	4,5	58,41	5,4	27,19	196	99
185	41,49	128,130	33,27	76,61	182	99
186	68,51	35,37	54,21	29,8	368	99
187	30,32	95,110	20,17	76,42	204	99
188	10,6	97,101	28,19	247,149	185	99
189	2,10	59,53	1,2	22,14	186	99
190	8,7	56,91	2,1	65,42	187	99
191	10,21	0,1	5,7	1,0	195	99
192	15,21	82,73	21,3	64,34	285	99
195	25,40	54,31	41,20	17,7	189	99
196	15,21	41,43	29,23	27,10	191	99
197	1,0	13,18	2,9	38,16	192	99
198	103,82	36,33	38,52	16,11	1187	99
199	60,45	21,20	17,11	6,2	189	99
200	4,5	51,87	4,2	52,36	172	99
201	74,145	6,6	63,60	1,5	183	99
204	2,5	4,3	9,6	6,1	331	99
205	0,1	4,5	5,5	5,1	174	99
207	13,14	115,119	3,0	49,28	171	99
208	9,11	104,104	2,5	107,39	201	99
210	3,3	30,68	1,1	21,11	186	99
211	21,30	52,51	10,8	27,12	197	99
212	3,3	12,20	4,2	7,3	189	99
213	4,11	5,17	7,5	2,1	168	99
215	16,9	7,10	7,5	5,2	233	99
216	32,28	297,286	36,16	235,117	290	99
217	13,11	132,113	6,2	70,36	283	99
218	18,20	215,241	21,4	180,66	196	99
219	381,387	93,82	295,117	65,33	168	99
221	35,30	770,743	24,10	563,338	203	99
222	37,49	22,32	16,6	14,4	284	99
223	15,10	55,68	4,6	30,23	224	99
224	83,133	3898,4269	75,39	3506,1856	292	99
225	9,7	1,0	3,5	2,1	230	99
226	9,19	2,1	2,1	4,0	306	99
227	4,10	81,97	3,1	51,22	173	99
228	9,9	56,59	4,2	39,25	214	99
229	5,9	54,64	4,4	27,16	187	99
230	12,16	26,54	10,7	30,21	361	99
231	28,22	17,31	11,15	23,12	187	99
232	63,78	5,6	53,28	3,2	360	99
233	605,657	1,2	547,271	0,0	921	99
235	124,142	13,20	140,61	25,10	195	99
236	252,243	16,10	261,146	11,2	168	99
237	64,66	791,768	55,31	604,295	226	99
238	1,1	17,15	0,0	6,7	186	99
239	0,6	4,3	3,9	4,1	185	99
240	13,14	437,434	84,28	241,121	428	99
241	12,8	55,35	12,1	34,18	209	99
242	21,18	43,45	25,20	35,16	168	99
243	6,5	19,25	7,7	18,9	185	99
244	8,3	28,25	7,6	14,8	186	99
245	27,22	0,1	23,16	0,0	221	99
246	9,10	52,60	8,3	37,17	195	99
247	4,2	52,78	2,3	50,21	192	99
248	34,28	1,0	24,22	0,0	230	99
249	9,6	31,21	2,2	11,10	194	99
251	2,0	2,3	0,0	3,1	165	99
252	6,6	9,24	9,5	10,5	175	99
253	78,81	8,2	52,21	3,2	568	99
254	48,61	1,0	39,15	0,0	204	99
258	95,98	157,168	78,45	119,80	345	99
259	28,28	28,23	16,8	16,11	179	99
261	30,40	1,0	20,14	3,1	680	99
262	34,40	22,16	20,11	25,16	708	99
263	16,11	33,28	3,5	28,19	185	99
264	28,36	17,15	8,6	19,14	218	99
265	190,232	163,175	144,117	69,51	948	99
266	103,124	26,41	75,63	39,24	513	99
267	45,49	14,10	29,25	6,9	251	99
268	240,296	40,44	146,100	34,27	193	99
269	4,2	125,143	3,1	132,47	188	99
270	1,3	24,23	2,0	24,9	377	99
273	0,0	16,16	1,0	21,11	180	99
274	16,25	54,61	9,6	44,27	185	99
275	6,5	69,65	7,0	58,32	179	99
276	4,4	41,50	2,4	24,20	205	99
277	17,28	47,51	20,12	30,9	257	99
278	57,70	106,187	67,44	57,38	173	99
279	42,46	139,174	26,18	101,41	388	99
280	0,3	12,9	0,0	6,0	188	99
281	11,21	11,14	20,6	5,5	193	99
282	33,34	0,3	35,32	3,0	405	99
284	23,56	6,3	46,16	2,1	623	99
285	66,59	80,92	48,18	110,65	183	99
286	3,2	9,5	4,0	9,2	696	99
287	0,1	1,0	1,0	0,0	193	99
288	0,1	6,2	1,0	3,0	196	99
289	5,7	126,161	1,2	114,44	190	99
290	29,58	59,89	30,22	60,50	217	99
291	36,21	5,7	16,11	6,5	199	99
292	41,25	38,19	37,17	20,4	175	99
293	34,28	89,98	29,30	43,15	183	99
294	46,41	75,76	25,23	24,19	193	99
295	8,5	2,2	14,8	1,1	262	99
296	7,3	0,1	13,7	0,0	244	99
297	1,3	4,3	6,1	13,4	202	99
298	50,40	34,40	18,19	24,27	183	99
299	217,224	1,1	199,117	0,0	442	99
300	16,26	30,36	21,6	39,17	377	99
301	41,33	118,116	24,15	84,39	187	99
302	1,2	66,94	5,0	76,38	190	99
303	3,3	58,89	8,2	58,36	168	99
304	32,26	63,86	28,22	60,25	289	99
305	6,7	26,19	2,0	4,6	183	99
306	0,16	25,29	2,0	36,7	203	99
307	49,54	7,12	28,17	11,5	501	99
308	30,35	138,129	19,14	47,34	479	99
309	7,6	18,17	3,2	14,11	183	99
312	44,38	5,5	27,3	7,1	239	99
313	76,58	2,7	54,31	1,1	257	99
315	101,84	1,0	22,11	3,0	1889	99
316	11,10	2,5	2,2	0,0	206	99
318	130,141	275,253	84,63	161,65	164	99
319	33,27	103,106	23,5	128,52	240	99
320	289,256	42,46	245,130	35,27	673	99
321	173,153	1,1	127,89	2,1	325	99
322	2,1	0,2	2,1	0,1	212	99
323	0,1	17,11	0,0	17,5	174	99
324	62,39	1,2	49,24	2,0	184	99
326	3,1	4,4	4,0	2,0	197	99
327	41,41	59,67	34,15	47,34	210	99
329	7,9	55,70	3,2	55,31	182	99
330	1,0	10,7	0,0	9,8	171	99
331	37,59	95,100	20,23	55,29	402	99
332	13,10	38,77	2,5	68,33	183	99
333	6,10	199,230	18,9	172,126	183	99
334	1,1	2,5	1,2	10,2	179	99
335	6,14	17,20	11,3	18,2	167	99
