ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
16	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466693	25467087
55	"AT5G53020"	NA	chr5	+	21499888	21500829	21499966	21500829	21499416	21499440
61	"AT5G52070"	NA	chr5	+	21163578	21163968	21163726	21163968	21161131	21161353
73	"AT5G50240"	NA	chr5	+	20451631	20451902	20451640	20451902	20451532	20451544
78	"AT5G48640"	NA	chr5	-	19724984	19725236	19724984	19725029	19725386	19725493
81	"AT5G48545"	NA	chr5	+	19677544	19677747	19677693	19677747	19676967	19677034
92	"AT5G46250"	NA	chr5	+	18757246	18757315	18757250	18757315	18757110	18757158
104	"AT5G41700"	NA	chr5	+	16676482	16676619	16676491	16676619	16676053	16676141
112	"AT5G40280"	NA	chr5	+	16102637	16102870	16102816	16102870	16102244	16102280
126	"AT5G37340"	NA	chr5	-	14789165	14789236	14789165	14789219	14789342	14789409
170	"AT5G23080"	NA	chr5	-	7746183	7746258	7746183	7746255	7746432	7746519
182	"AT5G57300"	NA	chr5	-	23210517	23210660	23210517	23210654	23210874	23211002
207	"AT5G15540"	NA	chr5	-	5055961	5056217	5055961	5056209	5056550	5056646
275	"AT5G06440"	NA	chr5	-	1965756	1965856	1965756	1965849	1965951	1966041
278	"AT5G05310"	NA	chr5	+	1572220	1572322	1572225	1572322	1572080	1572149
301	"AT5G01470"	NA	chr5	+	192295	192769	192301	192769	192128	192227
312	"AT4G39140"	NA	chr4	-	18230996	18231378	18230996	18231301	18231906	18232020
348	"AT4G34090"	NA	chr4	-	16328397	16328493	16328397	16328479	16328564	16328663
349	"AT4G34090"	NA	chr4	-	16328397	16328493	16328397	16328479	16328568	16328663
350	"AT4G33770"	NA	chr4	-	16194666	16195038	16194666	16194787	16195121	16195203
358	"AT4G32850"	NA	chr4	+	15854043	15854241	15854164	15854241	15853669	15853753
386	"AT4G28680"	NA	chr4	+	14157728	14158001	14157877	14158001	14157417	14157474
387	"AT5G64460"	NA	chr5	-	25775044	25775115	25775044	25775106	25775394	25775429
402	"AT4G26300"	NA	chr4	-	13312195	13312270	13312195	13312266	13313019	13313109
440	"AT4G22540"	NA	chr4	-	11863760	11864126	11863760	11864123	11865712	11866475
444	"AT4G21760"	NA	chr4	+	11563298	11563401	11563332	11563401	11562967	11563227
473	"AT4G19670"	NA	chr4	-	10700919	10701424	10700919	10701365	10701503	10702174
522	"AT4G14385"	NA	chr4	-	8287347	8287544	8287347	8287430	8288078	8288148
524	"AT4G13850"	NA	chr4	+	8021985	8022221	8022021	8022221	8021885	8021970
548	"AT4G34600"	NA	chr4	+	16529639	16530228	16529838	16530228	16529057	16529364
551	"AT4G11410"	NA	chr4	-	6945404	6945866	6945404	6945451	6945965	6946044
555	"AT4G10430"	NA	chr4	-	6454874	6455374	6454874	6455241	6455796	6455883
587	"AT4G04880"	NA	chr4	-	2466005	2466382	2466005	2466082	2466452	2466512
593	"AT4G03230"	NA	chr4	-	1420535	1420891	1420535	1420879	1420958	1421444
596	"AT4G03005"	NA	chr4	+	10268565	10269143	10268882	10269143	10268157	10268272
597	"AT4G03005"	NA	chr4	+	10268616	10269143	10268882	10269143	10268157	10268272
609	"AT5G10490"	NA	chr5	-	3303927	3304104	3303927	3303981	3304532	3304759
640	"AT3G60286"	NA	chr3	-	22281722	22281990	22281722	22281987	22282179	22282255
652	"AT3G59470"	NA	chr3	-	21979542	21980132	21979542	21980122	21980527	21980839
718	"AT3G51270"	NA	chr3	+	19033801	19033934	19033805	19033934	19033614	19033696
729	"AT4G05210"	NA	chr4	+	2683401	2683617	2683406	2683617	2682612	2683017
740	"AT3G48870"	NA	chr3	-	18125374	18126024	18125374	18125958	18126367	18126664
757	"AT3G46210"	NA	chr3	-	16978383	16978502	16978383	16978499	16978851	16978892
772	"AT2G05520"	NA	chr2	+	2026670	2027117	2026712	2027117	2026523	2026628
773	"AT2G05520"	NA	chr2	+	2026670	2027117	2026733	2027117	2026523	2026628
774	"AT2G05520"	NA	chr2	+	2026712	2027117	2026733	2027117	2026523	2026628
776	"AT4G24230"	NA	chr4	-	12566630	12567144	12566630	12567138	12567237	12567362
792	"AT2G01460"	NA	chr2	+	211064	211190	211092	211190	210916	210971
795	"AT5G45472"	NA	chr5	+	18426081	18429122	18427334	18429122	18425891	18426001
796	"AT5G45472"	NA	chr5	+	18426127	18429122	18427334	18429122	18425891	18426001
797	"AT4G39460"	NA	chr4	-	18357852	18357929	18357852	18357925	18358055	18358138
855	"AT1G73177"	NA	chr1	-	27516571	27516782	27516571	27516777	27517140	27517194
863	"AT1G70830"	NA	chr1	-	26710004	26710283	26710004	26710244	26710817	26711053
873	"AT1G68890"	NA	chr1	+	25899314	25899395	25899326	25899395	25899195	25899208
920	"AT1G63690"	NA	chr1	+	23621394	23621537	23621398	23621537	23621164	23621257
929	"AT2G04270"	NA	chr2	+	1475568	1475781	1475604	1475781	1475325	1475413
936	"AT1G50260"	NA	chr1	-	18619551	18619757	18619551	18619653	18620330	18620572
951	"AT4G31570"	NA	chr4	+	15298134	15303824	15298145	15303824	15297330	15297997
963	"AT1G59750"	NA	chr1	+	21983071	21983541	21983080	21983541	21982823	21982989
969	"AT4G33050"	NA	chr4	-	15945246	15945661	15945246	15945477	15945749	15945838
971	"AT1G09060"	NA	chr1	-	2924648	2925264	2924648	2925248	2925711	2925826
992	"AT1G55140"	NA	chr1	-	20572713	20572816	20572713	20572814	20573014	20573067
994	"AT1G56340"	NA	chr1	-	21090162	21090282	21090162	21090272	21090490	21090538
1042	"AT4G17310"	NA	chr4	-	9685185	9685710	9685185	9685454	9686443	9686616
1044	"AT4G17310"	NA	chr4	-	9685185	9686024	9685185	9685710	9686443	9686616
1057	"AT2G03480"	NA	chr2	+	1053270	1053574	1053313	1053574	1053007	1053169
1107	"AT1G09195"	NA	chr1	-	2967939	2968536	2967939	2968199	2968652	2968758
1113	"AT5G66005"	NA	chr5	-	26398726	26398817	26398726	26398814	26398909	26399001
1115	"AT1G79280"	NA	chr1	-	29826789	29826888	29826789	29826869	29826952	29827087
1122	"AT1G05180"	NA	chr1	-	1501166	1501330	1501166	1501190	1501424	1501597
1194	"AT1G02960"	NA	chr1	-	667150	667437	667150	667281	667540	667641
1195	"AT1G02960"	NA	chr1	-	667150	667464	667150	667281	667540	667641
1216	"AT5G66160"	NA	chr5	+	26446606	26447433	26446800	26447433	26445795	26446185
1237	"AT3G11880"	NA	chr3	+	3752976	3753421	3753194	3753421	3752770	3752903
1256	"AT1G23230"	NA	chr1	+	8246510	8246780	8246562	8246780	8246060	8246303
1266	"AT1G22430"	NA	chr1	+	7920827	7920892	7920832	7920892	7920422	7920498
1274	"AT1G20020"	NA	chr1	+	6943581	6943715	6943584	6943715	6943227	6943483
1305	"AT1G42540"	NA	chr1	+	15975631	15976151	15975744	15976151	15975261	15975539
1330	"AT2G12646"	NA	chr2	-	5168541	5168787	5168541	5168778	5169019	5169303
1341	"AT2G32690"	NA	chr2	-	13863716	13864136	13863716	13864112	13864166	13864596
1352	"AT1G78040"	NA	chr1	+	29345656	29346158	29345982	29346158	29344538	29345240
1361	"AT1G01920"	NA	chr1	+	317552	317642	317560	317642	317293	317439
1367	"AT1G02840"	NA	chr1	+	628934	629321	629287	629321	628776	628856
1370	"AT5G49840"	NA	chr5	+	20256623	20256674	20256627	20256674	20256330	20256410
1379	"AT1G36070"	NA	chr1	-	13470095	13470394	13470095	13470266	13470509	13470936
1386	"AT4G06701"	NA	chr4	-	3939857	3939923	3939857	3939920	3940022	3940160
1451	"AT2G21385"	NA	chr2	+	9149884	9150197	9150111	9150197	9149627	9149797
1460	"AT3G28130"	NA	chr3	+	10468076	10468463	10468314	10468463	10467731	10467978
1462	"AT4G11670"	NA	chr4	-	7047882	7048263	7047882	7047975	7048350	7048536
1469	"AT3G54620"	NA	chr3	-	20218483	20218609	20218483	20218536	20218713	20218789
1481	"AT3G05670"	NA	chr3	+	1653532	1655342	1653712	1655342	1653263	1653389
1501	"AT5G53486"	NA	chr5	+	21722228	21722293	21722234	21722293	21721956	21722013
1514	"AT2G11000"	NA	chr2	-	4344896	4345169	4344896	4345129	4345760	4345841
1531	"AT3G27610"	NA	chr3	-	10227328	10227986	10227328	10227389	10228062	10228264
1538	"AT1G03470"	NA	chr1	-	867408	867520	867408	867511	867625	867733
1542	"AT1G77890"	NA	chr1	+	29293400	29293478	29293433	29293478	29293206	29293272
1565	"AT1G11880"	NA	chr1	-	4009577	4009670	4009577	4009648	4009798	4009904
1569	"AT2G01830"	NA	chr2	-	366886	367436	366886	367431	367553	367977
1570	"AT2G01830"	NA	chr2	-	366886	367436	366886	367431	367584	367696
1592	"AT1G48550"	NA	chr1	-	17951770	17951855	17951770	17951839	17951943	17952033
1603	"AT1G55250"	NA	chr1	+	20610177	20610249	20610181	20610249	20609536	20609697
1609	"AT2G22980"	NA	chr2	+	9782047	9782742	9782628	9782742	9781165	9781237
1632	"AT4G38270"	NA	chr4	+	17939441	17939582	17939445	17939582	17939038	17939168
1633	"AT4G38270"	NA	chr4	+	17939441	17939582	17939445	17939582	17939038	17939176
1645	"AT1G16810"	NA	chr1	+	5756139	5756297	5756142	5756297	5755587	5755819
1652	"AT1G17350"	NA	chr1	+	5942347	5942442	5942380	5942442	5941749	5941842
1657	"AT3G15395"	NA	chr3	+	5200969	5201089	5200993	5201089	5200850	5200880
1658	"AT3G15395"	NA	chr3	+	5200969	5201089	5201004	5201089	5200850	5200880
1659	"AT3G15395"	NA	chr3	+	5200993	5201089	5201004	5201089	5200850	5200880
1672	"AT1G70620"	NA	chr1	+	26627774	26628053	26627841	26628053	26627195	26627512
1675	"AT1G70620"	NA	chr1	+	26630504	26631104	26630700	26631104	26630246	26630303
1683	"AT2G02148"	NA	chr2	-	549139	549322	549139	549318	549519	549616
1690	"AT1G63260"	NA	chr1	-	23466709	23467306	23466709	23467040	23467625	23467693
1691	"AT1G63260"	NA	chr1	-	23466759	23467536	23466759	23467306	23467625	23467693
1710	"AT5G20580"	NA	chr5	-	6962000	6962109	6962000	6962105	6962218	6962306
1718	"AT1G48175"	NA	chr1	+	17791088	17791303	17791236	17791303	17790396	17791013
1739	"AT5G40540"	NA	chr5	+	16238183	16238610	16238414	16238610	16236980	16237760
1741	"AT1G26180"	NA	chr1	+	9055917	9056124	9056052	9056124	9055719	9055763
1743	"AT5G22860"	NA	chr5	-	7639075	7639990	7639075	7639653	7640969	7641125
1767	"AT1G12350"	NA	chr1	+	4198561	4198999	4198862	4198999	4198365	4198485
1794	"AT1G35530"	NA	chr1	+	13096096	13096154	13096101	13096154	13095890	13095958
1797	"AT1G31070"	NA	chr1	+	11087668	11087918	11087803	11087918	11087439	11087583
1824	"AT3G59330"	NA	chr3	-	21927857	21927914	21927857	21927909	21928035	21928499
1828	"AT1G05710"	NA	chr1	+	1716558	1716735	1716690	1716735	1716418	1716484
1835	"AT5G06265"	NA	chr5	+	1906563	1906766	1906566	1906766	1905778	1906172
1853	"AT2G28550"	NA	chr2	-	12226641	12227265	12226641	12226861	12227347	12227435
1866	"AT1G45191"	NA	chr1	+	17118463	17118551	17118491	17118551	17118336	17118350
1873	"AT2G30910"	NA	chr2	+	13155495	13155601	13155519	13155601	13155355	13155398
1898	"AT5G48150"	NA	chr5	-	19523031	19524083	19523031	19524072	19524502	19524788
1908	"AT5G03500"	NA	chr5	-	877525	877686	877525	877666	877798	878116
1949	"AT2G17410"	NA	chr2	+	7562896	7562979	7562912	7562979	7562762	7562829
1950	"AT3G18850"	NA	chr3	-	6500286	6500713	6500286	6500398	6500932	6500978
1991	"AT2G22260"	NA	chr2	+	9461304	9461386	9461312	9461386	9460917	9461149
2020	"AT1G19350"	NA	chr1	+	6688774	6689104	6688833	6689104	6688462	6688644
2026	"AT3G03100"	NA	chr3	-	705821	705931	705821	705927	706210	706302
2029	"AT5G51120"	NA	chr5	+	20780386	20780454	20780395	20780454	20780014	20780117
2031	"AT5G67030"	NA	chr5	-	26754109	26754198	26754109	26754189	26754280	26754335
2039	"AT1G80260"	NA	chr1	+	30179602	30179988	30179856	30179988	30179355	30179427
2053	"AT1G63480"	NA	chr1	-	23541240	23541674	23541240	23541669	23542008	23542198
2068	"AT4G24190"	NA	chr4	-	12555562	12555680	12555562	12555676	12555784	12556058
2108	"AT2G32390"	NA	chr2	-	13749020	13749582	13749020	13749430	13749691	13749969
2116	"AT1G23950"	NA	chr1	-	8470351	8470602	8470351	8470512	8470698	8470897
2137	"AT4G03415"	NA	chr4	-	1505246	1505692	1505246	1505524	1505833	1506460
2144	"AT2G35510"	NA	chr2	-	14917352	14917967	14917352	14917432	14918092	14919308
2154	"AT2G36360"	NA	chr2	-	15246646	15246762	15246646	15246743	15246849	15246886
2161	"AT2G37160"	NA	chr2	+	15611627	15611720	15611632	15611720	15611441	15611547
2217	"AT4G35300"	NA	chr4	-	16798992	16799167	16798992	16799101	16799455	16799635
2230	"AT2G43930"	NA	chr2	+	18194067	18194325	18194220	18194325	18193804	18193982
2250	"AT1G80790"	NA	chr1	+	30362081	30362530	30362314	30362530	30361757	30361985
2258	"AT5G65740"	NA	chr5	-	26302829	26303051	26302829	26302904	26303332	26303514
2260	"AT5G65740"	NA	chr5	-	26302829	26303246	26302829	26303051	26303332	26303514
2265	"AT3G01500"	NA	chr3	-	194723	195337	194723	194891	195405	195511
2288	"AT1G79830"	NA	chr1	-	30027568	30028118	30027568	30027975	30028196	30028271
2294	"AT3G03010"	NA	chr3	-	679249	679529	679249	679319	679629	679689
2296	"AT4G02120"	NA	chr4	+	942473	942672	942609	942672	942202	942265
2297	"AT4G02120"	NA	chr4	+	943578	943787	943706	943787	943410	943496
2299	"AT3G03350"	NA	chr3	+	793375	793452	793413	793452	792927	793117
2303	"AT5G20680"	NA	chr5	+	6998778	6998998	6998899	6998998	6998102	6998350
2317	"AT2G06025"	NA	chr2	+	2350016	2350539	2350201	2350539	2348913	2348977
2335	"AT1G79650"	NA	chr1	-	29972821	29972931	29972821	29972919	29973360	29973426
2342	"AT4G33625"	NA	chr4	-	16153264	16153833	16153264	16153345	16154027	16154068
2354	"AT1G26440"	NA	chr1	-	9144994	9145195	9144994	9145114	9145412	9145696
2355	"AT1G26440"	NA	chr1	-	9144994	9145340	9144994	9145114	9145412	9145696
2356	"AT1G26440"	NA	chr1	-	9144994	9145340	9144994	9145195	9145412	9145696
2373	"AT1G79790"	NA	chr1	-	30017371	30017632	30017371	30017442	30017712	30017764
