ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
8	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515745	25516081
12	"AT5G62480"	NA	chr5	-	25089239	25089626	25089373	25089626	25088526	25089170
23	"AT5G59710"	NA	chr5	+	24057377	24058171	24057377	24057584	24058279	24058388
28	"AT5G57960"	NA	chr5	-	23465534	23465949	23465806	23465949	23465144	23465259
50	"AT5G48640"	NA	chr5	-	19725196	19725493	19725386	19725493	19724984	19725029
52	"AT5G48545"	NA	chr5	+	19676967	19677600	19676967	19677034	19677693	19677747
57	"AT5G47455"	NA	chr5	+	19251077	19251251	19251077	19251196	19251934	19252379
60	"AT5G46250"	NA	chr5	+	18757110	18757162	18757110	18757158	18757250	18757315
67	"AT5G41700"	NA	chr5	+	16676053	16676141	16676053	16676135	16676482	16676619
68	"AT5G41690"	NA	chr5	-	16674167	16674493	16674361	16674493	16674001	16674075
74	"AT5G37340"	NA	chr5	-	14789310	14789409	14789342	14789409	14789165	14789219
85	"AT5G26980"	NA	chr5	-	9488445	9488831	9488704	9488831	9488132	9488361
95	"AT5G22760"	NA	chr5	+	7575478	7576070	7575478	7575948	7576174	7576657
111	"AT5G17300"	NA	chr5	-	5691550	5691810	5691698	5691810	5691073	5691388
113	"AT5G16800"	NA	chr5	-	5524810	5525039	5524835	5525039	5524272	5524701
116	"AT5G15540"	NA	chr5	-	5056536	5056646	5056550	5056646	5055961	5056209
120	"AT5G14060"	NA	chr5	+	4538342	4538664	4538342	4538465	4538746	4538809
145	"AT5G06690"	NA	chr5	-	2060871	2061047	2060980	2061047	2060442	2060749
147	"AT5G06440"	NA	chr5	-	1965923	1966041	1965951	1966041	1965756	1965849
150	"AT5G05310"	NA	chr5	+	1572080	1572149	1572080	1572144	1572220	1572322
164	"AT5G01470"	NA	chr5	+	192128	192227	192128	192215	192301	192769
205	"AT4G34090"	NA	chr4	-	16328564	16328663	16328568	16328663	16328397	16328479
206	"AT4G34090"	NA	chr4	-	16328564	16328663	16328568	16328663	16328397	16328493
207	"AT4G33520"	NA	chr4	+	16125440	16125525	16125440	16125521	16125625	16126150
212	"AT4G32850"	NA	chr4	+	15853669	15853960	15853669	15853753	15854043	15854241
226	"AT4G31650"	NA	chr4	+	15331877	15332352	15331877	15332327	15332438	15332563
236	"AT5G64460"	NA	chr5	-	25775305	25775568	25775482	25775568	25775044	25775106
265	"AT4G30820"	NA	chr4	+	15006647	15007858	15006647	15007675	15007999	15008065
269	"AT4G21760"	NA	chr4	+	11562967	11563227	11562967	11563223	11563298	11563401
277	"AT4G19670"	NA	chr4	-	10701503	10702174	10701833	10702174	10700919	10701365
297	"AT5G42690"	NA	chr5	-	17119402	17119892	17119597	17119892	17119030	17119114
310	"AT4G14385"	NA	chr4	-	8287347	8288148	8288078	8288148	8286811	8287279
311	"AT4G14385"	NA	chr4	-	8287378	8288148	8288078	8288148	8286811	8287279
312	"AT4G14385"	NA	chr4	-	8287516	8288148	8288078	8288148	8287347	8287430
313	"AT4G13850"	NA	chr4	+	8021885	8021970	8021885	8021934	8022021	8022221
324	"AT4G10770"	NA	chr4	-	6631550	6631877	6631722	6631877	6630595	6630865
325	"AT4G10430"	NA	chr4	-	6455374	6455883	6455796	6455883	6454812	6455241
347	"AT4G03200"	NA	chr4	+	1408158	1408858	1408158	1408589	1409307	1409386
373	"AT3G62750"	NA	chr3	+	23214746	23214944	23214746	23214796	23215039	23215111
395	"AT3G57410"	NA	chr3	-	21250819	21251121	21250981	21251121	21249753	21249858
402	"AT3G55850"	NA	chr3	-	20724648	20725024	20724922	20725024	20724352	20724459
411	"AT3G53610"	NA	chr3	-	19878191	19878792	19878389	19878792	19877690	19877763
426	"AT3G51640"	NA	chr3	+	19153733	19155769	19153733	19153944	19155975	19156934
431	"AT3G49645"	NA	chr3	-	18404365	18404987	18404702	18404987	18404201	18404269
432	"AT3G49500"	NA	chr3	-	18350490	18353673	18353466	18353673	18348980	18350068
453	"AT2G05520"	NA	chr2	+	2026523	2026628	2026523	2026610	2026670	2027117
454	"AT2G05520"	NA	chr2	+	2026523	2026628	2026523	2026610	2026712	2027117
456	"AT2G05520"	NA	chr2	+	2026523	2026649	2026523	2026628	2026712	2027117
457	"AT2G05520"	NA	chr2	+	2026523	2026649	2026523	2026628	2026733	2027117
458	"AT4G24230"	NA	chr4	-	12567237	12567362	12567250	12567362	12566630	12567138
459	"AT4G24230"	NA	chr4	-	12567237	12567362	12567250	12567362	12566943	12567132
481	"AT2G01460"	NA	chr2	+	210916	210975	210916	210971	211092	211190
483	"AT2G01260"	NA	chr2	-	136169	136851	136622	136851	135995	136087
485	"AT5G45472"	NA	chr5	+	18425891	18427252	18425891	18426001	18427334	18429122
488	"AT4G39460"	NA	chr4	-	18358051	18358138	18358055	18358138	18357852	18357925
489	"AT4G13020"	NA	chr4	+	7606381	7606490	7606381	7606427	7606601	7606835
495	"AT1G79700"	NA	chr1	-	29993079	29993404	29993321	29993404	29992637	29992726
515	"AT4G37970"	NA	chr4	+	17851392	17851845	17851392	17851616	17851936	17852256
522	"AT1G73177"	NA	chr1	-	27516926	27517194	27517140	27517194	27516571	27516777
529	"AT5G51100"	NA	chr5	-	20775166	20775484	20775446	20775484	20774635	20774824
534	"AT1G70830"	NA	chr1	-	26710772	26711053	26710817	26711053	26710004	26710283
568	"AT1G63690"	NA	chr1	+	23621164	23621261	23621164	23621257	23621398	23621537
570	"AT2G04270"	NA	chr2	+	1475325	1475429	1475325	1475413	1475604	1475781
578	"AT3G18140"	NA	chr3	-	6213068	6213311	6213228	6213311	6212929	6212989
591	"AT4G31570"	NA	chr4	+	15297330	15297997	15297330	15297993	15298145	15303824
597	"AT2G05510"	NA	chr2	+	2016225	2016321	2016225	2016288	2016390	2016749
