ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781
2	"AT5G66410"	NA	chr5	+	26521011	26521073	26520860	26520933	26521171	26521269
3	"AT5G66040"	NA	chr5	+	26410731	26410805	26410343	26410645	26410868	26410993
4	"AT5G65970"	NA	chr5	-	26388864	26388914	26388740	26388781	26388993	26389082
5	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781
7	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003
9	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052
13	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039
15	"AT5G63090"	NA	chr5	-	25309870	25309929	25308571	25309302	25310674	25311019
19	"AT5G62610"	NA	chr5	-	25133480	25133549	25133331	25133409	25133630	25133696
20	"AT5G62600"	NA	chr5	-	25124828	25124903	25124685	25124740	25124983	25125063
21	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735
22	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603
23	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626
28	"AT5G60990"	NA	chr5	-	24546844	24546933	24546328	24546744	24547013	24547125
29	"AT5G59840"	NA	chr5	-	24108197	24108263	24108011	24108109	24108499	24108600
30	"AT5G59710"	NA	chr5	+	24058084	24058171	24057377	24057584	24058279	24058388
33	"AT5G59300"	NA	chr5	-	23920031	23920109	23919867	23919945	23920272	23920373
34	"AT5G58710"	NA	chr5	+	23718642	23718714	23718440	23718519	23718838	23719021
35	"AT5G58160"	NA	chr5	+	23538044	23538126	23537908	23537959	23538199	23538294
36	"AT5G58110"	NA	chr5	+	23515839	23515909	23515674	23515755	23516115	23516204
37	"AT5G58000"	NA	chr5	+	23478489	23478564	23478298	23478401	23478651	23478799
38	"AT5G57960"	NA	chr5	-	23465534	23465651	23465144	23465259	23465806	23465949
39	"AT5G57390"	NA	chr5	-	23254579	23254653	23254427	23254478	23254743	23254832
40	"AT5G56950"	NA	chr5	+	23034843	23034861	23034545	23034747	23035230	23035693
41	"AT5G56870"	NA	chr5	+	23005146	23005213	23004928	23005041	23005320	23005413
43	"AT5G55470"	NA	chr5	-	22471683	22471730	22471407	22471602	22471828	22471888
48	"AT5G53050"	NA	chr5	-	21512347	21512443	21511912	21511966	21512643	21512744
51	"AT5G53010"	NA	chr5	-	21494982	21495052	21494804	21494875	21495320	21495410
52	"AT5G52210"	NA	chr5	+	21206378	21206440	21206195	21206304	21206530	21206634
53	"AT5G52070"	NA	chr5	+	21162074	21162208	21161222	21161353	21163578	21163648
54	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163578	21163648
55	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163726	21163968
56	"AT5G52070"	NA	chr5	+	21163578	21163648	21161131	21161353	21163726	21163968
58	"AT5G50780"	NA	chr5	+	20652460	20652559	20652118	20652247	20652652	20652754
60	"AT5G49730"	NA	chr5	-	20203457	20203692	20202957	20203285	20203778	20203976
62	"AT5G48730"	NA	chr5	+	19763773	19764180	19763109	19763556	19764421	19765272
63	"AT5G48640"	NA	chr5	-	19725196	19725236	19724984	19725029	19725386	19725493
64	"AT5G48545"	NA	chr5	+	19677544	19677600	19676967	19677034	19677693	19677747
66	"AT5G47540"	NA	chr5	-	19284478	19284553	19284280	19284374	19284658	19284777
67	"AT5G47520"	NA	chr5	-	19278564	19278654	19278026	19278439	19278723	19278791
72	"AT5G46240"	NA	chr5	-	18746011	18746227	18745771	18745927	18746382	18747406
75	"AT5G45680"	NA	chr5	+	18531501	18531562	18531325	18531418	18531905	18531974
76	"AT5G45510"	NA	chr5	+	18445186	18448755	18444606	18444846	18449020	18449446
78	"AT5G44740"	NA	chr5	-	18049726	18049850	18049419	18049533	18050050	18050170
79	"AT5G44572"	NA	chr5	+	17969010	17969106	17968091	17968300	17969271	17970342
81	"AT5G44450"	NA	chr5	-	17915118	17915229	17914922	17915024	17915319	17915378
84	"AT5G43822"	NA	chr5	+	17621515	17621572	17621264	17621435	17621649	17621714
86	"AT5G42820"	NA	chr5	-	17170409	17171302	17169282	17169759	17171579	17171704
89	"AT5G42670"	NA	chr5	+	17110371	17110423	17109963	17110238	17110499	17110761
91	"AT5G41850"	NA	chr5	-	16757322	16757458	16757159	16757235	16757538	16757600
92	"AT5G41690"	NA	chr5	-	16674167	16674230	16674001	16674075	16674361	16674493
95	"AT5G40280"	NA	chr5	+	16102637	16102720	16102244	16102280	16102816	16102870
97	"AT5G38720"	NA	chr5	-	15509192	15509321	15508969	15509067	15509630	15509741
98	"AT5G38410"	NA	chr5	-	15377895	15378045	15376987	15377740	15378135	15378416
99	"AT5G38410"	NA	chr5	-	15377910	15378045	15377172	15377740	15378135	15378416
100	"AT5G38290"	NA	chr5	+	15303594	15303812	15303322	15303494	15303906	15303991
101	"AT5G38290"	NA	chr5	+	15303906	15303991	15303322	15303494	15304082	15304150
109	"AT5G35400"	NA	chr5	-	13601894	13602000	13601608	13601793	13602172	13602269
110	"AT5G54200"	NA	chr5	-	21995308	21995399	21994885	21995043	21995636	21997326
112	"AT5G43750"	NA	chr5	-	17580477	17580536	17579866	17580330	17580615	17580678
115	"AT5G27950"	NA	chr5	+	9986489	9986527	9986134	9986353	9986646	9986774
117	"AT5G27730"	NA	chr5	+	9821985	9822052	9821811	9821903	9822142	9822224
118	"AT5G27120"	NA	chr5	+	9542498	9542996	9542210	9542411	9543096	9543231
119	"AT5G26980"	NA	chr5	-	9489095	9489161	9488922	9489003	9489278	9489353
121	"AT5G26280"	NA	chr5	+	9209964	9210131	9209591	9209871	9210239	9210572
123	"AT5G26180"	NA	chr5	+	9149763	9149822	9149072	9149691	9149901	9149952
129	"AT5G24760"	NA	chr5	-	8495726	8495788	8495500	8495596	8495854	8495930
131	"AT5G24620"	NA	chr5	+	8430338	8430431	8430003	8430069	8431047	8431227
137	"AT5G23870"	NA	chr5	-	8047266	8047327	8047137	8047197	8047405	8047530
138	"AT5G23610"	NA	chr5	-	7958861	7958919	7958678	7958762	7959004	7959385
141	"AT5G23080"	NA	chr5	-	7746432	7746519	7746183	7746255	7746603	7746679
142	"AT5G23050"	NA	chr5	-	7732890	7732985	7732406	7732623	7733197	7733418
143	"AT5G22760"	NA	chr5	+	7576041	7576070	7575478	7575948	7576174	7576657
145	"AT5G22510"	NA	chr5	-	7476873	7477492	7476522	7476688	7477823	7478192
146	"AT5G22510"	NA	chr5	-	7476873	7477534	7476522	7476688	7477823	7478335
147	"AT5G22500"	NA	chr5	+	7473435	7473563	7472803	7473073	7473756	7474125
149	"AT5G54110"	NA	chr5	+	21959051	21959133	21958820	21958891	21959239	21959361
150	"AT5G22120"	NA	chr5	-	7336223	7336306	7336074	7336137	7336435	7337018
152	"AT5G22000"	NA	chr5	+	7278249	7278312	7277886	7277933	7278414	7278523
154	"AT5G21930"	NA	chr5	+	7246262	7246368	7245976	7246086	7246569	7246636
155	"AT5G21090"	NA	chr5	+	7166389	7166461	7166051	7166195	7166577	7166649
156	"AT5G57300"	NA	chr5	-	23209415	23209487	23209216	23209325	23209584	23209729
161	"AT5G20080"	NA	chr5	+	6784722	6784774	6784559	6784630	6785108	6785186
165	"AT5G18620"	NA	chr5	-	6198228	6198263	6198036	6198113	6198353	6198542
167	"AT5G17570"	NA	chr5	+	5794034	5794253	5793806	5793960	5794323	5794441
168	"AT5G17300"	NA	chr5	-	5691550	5691612	5691073	5691388	5691698	5691810
170	"AT5G17170"	NA	chr5	+	5650434	5650516	5649886	5650053	5650623	5650692
172	"AT5G19050"	NA	chr5	+	6369996	6370073	6369003	6369582	6370207	6370313
173	"AT5G17010"	NA	chr5	-	5591720	5591809	5591329	5591408	5592281	5592332
174	"AT5G17010"	NA	chr5	-	5591720	5591818	5591329	5591408	5592281	5592446
175	"AT5G16870"	NA	chr5	-	5547395	5547422	5546810	5547024	5547589	5547659
176	"AT5G16840"	NA	chr5	+	5537023	5537093	5536754	5536864	5537316	5537391
177	"AT5G16840"	NA	chr5	+	5537026	5537093	5536754	5536864	5537316	5537391
178	"AT5G16680"	NA	chr5	-	5472953	5473012	5471883	5472726	5473264	5473592
181	"AT5G15610"	NA	chr5	+	5081674	5081744	5081489	5081587	5081830	5082288
183	"AT5G14710"	NA	chr5	+	4746862	4746909	4746725	4746773	4747247	4747314
185	"AT5G27620"	NA	chr5	+	9773382	9773424	9773044	9773113	9773607	9773685
186	"AT5G14270"	NA	chr5	+	4607282	4607349	4606930	4606992	4607424	4607508
187	"AT5G14060"	NA	chr5	+	4537774	4537891	4537607	4537703	4537972	4538092
188	"AT5G14060"	NA	chr5	+	4538547	4538664	4538342	4538465	4538746	4538809
189	"AT5G13980"	NA	chr5	+	4513925	4514025	4513841	4513889	4514091	4514425
190	"AT5G13980"	NA	chr5	+	4513956	4514025	4513841	4513889	4514091	4514415
193	"AT5G13260"	NA	chr5	+	4244406	4244456	4244261	4244324	4244548	4244576
196	"AT5G12130"	NA	chr5	+	3920831	3920888	3920656	3920737	3920980	3921062
197	"AT5G10940"	NA	chr5	-	3453071	3453179	3452866	3452995	3453289	3453424
198	"AT5G10820"	NA	chr5	-	3422294	3422399	3421920	3422091	3422506	3423299
203	"AT5G10278"	NA	chr5	+	3231085	3231314	3229957	3230055	3232302	3232475
207	"AT5G18245"	NA	chr5	+	6028516	6028582	6028150	6028330	6028828	6029182
208	"AT5G18245"	NA	chr5	+	6031138	6031209	6030789	6030881	6032777	6033302
209	"AT5G18245"	NA	chr5	+	6031179	6031209	6030789	6030881	6032777	6033231
210	"AT5G45600"	NA	chr5	+	18488291	18488374	18487797	18488163	18488750	18488972
211	"AT5G45600"	NA	chr5	+	18488294	18488374	18487949	18488163	18488750	18488972
212	"AT5G18940"	NA	chr5	+	6327325	6327391	6327118	6327178	6327477	6327576
214	"AT5G08500"	NA	chr5	+	2749540	2749578	2749311	2749415	2749946	2750182
215	"AT5G53860"	NA	chr5	+	21866132	21866231	21865931	21865996	21866432	21866565
221	"AT5G53940"	NA	chr5	-	21897887	21897931	21897471	21897580	21898493	21898631
222	"AT5G07660"	NA	chr5	+	2425688	2425763	2425471	2425547	2425875	2425980
