ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	0,2	4,0	0,0	4,7	225	149	1	1.0	0.0,1.0	0.0,0.0	0.5
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	10,13	92,102	9,26	116,81	252	149	1	1.0	0.06,0.07	0.044,0.16	-0.037
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	13,14	119,137	19,24	100,138	251	149	1	1.0	0.061,0.057	0.101,0.094	-0.039
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	25,20	20,9	28,27	11,8	227	149	0.555566863149	1.0	0.451,0.593	0.626,0.689	-0.135
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	6,14	52,43	3,4	47,35	273	149	1	1.0	0.059,0.151	0.034,0.059	0.058
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	2,4	36,30	3,4	38,46	246	149	1	1.0	0.033,0.075	0.046,0.05	0.006
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	13,19	2,0	7,20	0,0	296	149	1	1.0	0.766,1.0	1.0,1.0	-0.117
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	14,19	0,0	24,12	0,5	241	149	1	1.0	1.0,1.0	1.0,0.597	0.202
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	140,119	50,53	183,174	37,117	238	149	1	1.0	0.637,0.584	0.756,0.482	-0.008
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	35,24	178,174	38,48	252,277	228	149	1	1.0	0.114,0.083	0.09,0.102	0.003
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	81,77	1421,1500	113,149	1761,1798	212	149	1	1.0	0.039,0.035	0.043,0.055	-0.012
