ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	"AT5G65770"	NA	chr5	+	26312838	26313190	26312838	26313109	26313231	26313315	3	0,0	41,51	2,2	64,65	230	149	1	1.0	0.0,0.0	0.02,0.02	-0.02
8	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515745	25516081	8	11,2	0,0	11,38	6,0	184	149	1	1.0	1.0,1.0	0.598,1.0	0.201
9	"AT5G63680"	NA	chr5	+	25490064	25490375	25490064	25490165	25490474	25490764	9	0,0	35,27	15,0	54,55	359	149	1	1.0	0.0,0.0	0.103,0.0	-0.051
12	"AT5G62480"	NA	chr5	-	25089239	25089626	25089373	25089626	25088526	25089170	12	36,55	8,0	57,62	0,0	283	149	1	1.0	0.703,1.0	1.0,1.0	-0.149
13	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967840	24967882	13	6,10	4,2	16,14	2,5	458	149	0.80124064774	1.0	0.328,0.619	0.722,0.477	-0.126
14	"AT5G61960"	NA	chr5	-	24884059	24884174	24884152	24884174	24883405	24883955	14	4,16	11,2	2,4	0,0	242	149	0.0160333474897	0.2819578679974386	0.183,0.831	1.0,1.0	-0.493
15	"AT5G61960"	NA	chr5	-	24883691	24883955	24883907	24883955	24883550	24883573	15	2,2	11,2	1,2	0,0	365	149	8.31557045444e-13	3.412155743138547e-10	0.069,0.29	1.0,1.0	-0.821
19	"AT5G61330"	NA	chr5	-	24660319	24661241	24660904	24661241	24660022	24660120	19	13,22	38,29	24,17	18,45	734	149	1	1.0	0.065,0.133	0.213,0.071	-0.043
20	"AT5G60120"	NA	chr5	+	24209970	24210095	24209970	24210074	24210295	24210409	20	64,57	16,4	93,47	0,12	170	149	1	1.0	0.778,0.926	1.0,0.774	-0.035
21	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210074	24210295	24210409	21	12,16	16,4	23,6	0,12	236	149	0.521424179627	1.0	0.321,0.716	1.0,0.24	-0.102
22	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210095	24210295	24210409	22	2,0	54,41	0,0	70,41	215	149	1	1.0	0.025,0.0	0.0,0.0	0.013
23	"AT5G59710"	NA	chr5	+	24057377	24058171	24057377	24057584	24058279	24058388	23	63,42	0,5	47,53	0,0	736	149	0.864215431413	1.0	1.0,0.63	1.0,1.0	-0.185
26	"AT5G59480"	NA	chr5	-	23981278	23981590	23981422	23981590	23981095	23981174	26	4,0	35,74	0,0	93,137	293	149	1	1.0	0.055,0.0	0.0,0.0	0.028
28	"AT5G57960"	NA	chr5	-	23465534	23465949	23465806	23465949	23465144	23465259	28	125,83	0,2	87,73	0,0	421	149	1	1.0	1.0,0.936	1.0,1.0	-0.032
29	"AT5G57870"	NA	chr5	+	23440763	23440871	23440763	23440859	23440961	23441171	29	403,357	4,2	387,473	0,0	161	149	1	1.0	0.989,0.994	1.0,1.0	-0.008
30	"AT5G57270"	NA	chr5	-	23203317	23203375	23203347	23203375	23202745	23203152	30	6,0	9,8	2,0	5,10	179	149	0.93216882807	1.0	0.357,0.0	0.25,0.0	0.053
31	"AT5G57060"	NA	chr5	+	23090077	23090496	23090077	23090286	23090626	23090675	31	0,4	16,19	0,6	29,16	359	149	1	1.0	0.0,0.08	0.0,0.135	-0.028
32	"AT5G57060"	NA	chr5	+	23090626	23090714	23090626	23090675	23091000	23091108	32	0,0	46,47	6,2	70,32	188	149	1	1.0	0.0,0.0	0.064,0.047	-0.056
33	"AT5G56240"	NA	chr5	-	22764253	22764587	22764412	22764587	22763414	22763649	33	0,4	18,9	4,2	39,13	308	149	1	1.0	0.0,0.177	0.047,0.069	0.03
34	"AT5G55910"	NA	chr5	-	22641862	22642414	22642108	22642414	22640999	22641745	34	0,2	15,27	2,0	47,31	395	149	1	1.0	0.0,0.027	0.016,0.0	0.005
35	"AT5G55520"	NA	chr5	-	22489451	22489505	22489463	22489505	22488593	22489364	35	5,1	44,41	0,4	21,38	161	149	1	1.0	0.095,0.022	0.0,0.089	0.014
36	"AT5G55100"	NA	chr5	-	22363849	22364235	22364074	22364235	22362891	22363626	36	51,36	2,0	54,38	8,14	374	149	0.00065568067081	0.025223215805222184	0.91,1.0	0.729,0.52	0.331
37	"AT5G54750"	NA	chr5	+	22242403	22242540	22242403	22242501	22242750	22242850	37	0,2	160,115	1,0	109,109	188	149	1	1.0	0.0,0.014	0.007,0.0	0.004
38	"AT5G54670"	NA	chr5	+	22209402	22209691	22209402	22209572	22209852	22210106	38	17,6	8,0	35,25	2,0	268	149	0.21496682602	1.0	0.542,1.0	0.907,1.0	-0.182
39	"AT5G54440"	NA	chr5	+	22106311	22106498	22106311	22106486	22106910	22107212	39	109,70	8,8	91,91	3,0	161	149	1	1.0	0.927,0.89	0.966,1.0	-0.074
41	"AT5G53550"	NA	chr5	+	21755250	21755725	21755250	21755558	21755823	21755903	41	1,0	13,32	0,2	9,41	316	149	1	1.0	0.035,0.0	0.0,0.022	0.007
42	"AT5G53180"	NA	chr5	-	21569970	21570072	21569998	21570072	21569515	21569611	42	0,8	68,57	4,0	75,64	177	149	1	1.0	0.0,0.106	0.043,0.0	0.032
43	"AT5G53180"	NA	chr5	-	21570833	21571253	21571043	21571253	21570165	21570228	43	11,25	55,67	42,39	62,76	359	149	1	1.0	0.077,0.134	0.219,0.176	-0.092
44	"AT5G53050"	NA	chr5	-	21511417	21511543	21511425	21511543	21510837	21510925	44	2,2	115,57	0,0	98,123	157	149	1	1.0	0.016,0.032	0.0,0.0	0.024
46	"AT5G51200"	NA	chr5	+	20808646	20808790	20808646	20808772	20809043	20809160	46	44,23	2,0	44,66	0,0	167	149	1	1.0	0.952,1.0	1.0,1.0	-0.024
48	"AT5G50665"	NA	chr5	+	20613454	20613907	20613454	20613835	20614197	20614300	48	0,1	0,3	2,1	3,0	221	149	1	1.0	NA,0.183	0.31,1.0	-0.472
49	"AT5G50020"	NA	chr5	+	20352841	20353141	20352841	20353120	20353329	20353563	49	57,34	0,0	59,88	0,2	170	149	1	1.0	1.0,1.0	1.0,0.975	0.012
