ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
0	674,902,1036,3598,5217,4290,3606,4885,4562,2183,2101,1295,1328	1,2,1,8,6,5,7,6,12,5,8,0,0	834,792,704,3489,2386,3125,4454,4805,1592,1927,2034,1833,2330,1785,1961	2,5,0,11,8,6,3,8,2,5,1,7,5,4,4	238	149	1
1	300,352,525,1803,2728,2326,1833,2686,2342,855,906,970,881	0,0,0,0,0,0,0,0,0,0,0,0,0	399,397,342,1767,1225,1483,2460,2643,776,882,877,741,937,922,1160	0,0,0,2,0,0,0,0,0,0,0,0,0,0,0	279	149	1
2	318,384,572,2256,3489,2934,2330,3394,2958,1161,1245,898,845	0,1,0,0,0,0,0,0,0,0,0,0,0	431,437,365,2212,1576,1950,3129,3297,966,1135,1133,986,1254,996,1147	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	179	149	1
3	1,2,0,0,0,2,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,0,2,0,2,0,0,0,0,0,0,0,0,0	241	149	1
4	5,18,17,70,74,44,68,48,47,48,36,20,16	2,0,4,0,0,0,0,0,2,0,0,0,0	67,74,58,56,22,26,96,79,19,32,50,45,54,23,18	2,0,0,1,0,0,3,0,0,2,2,1,2,0,0	215	149	1
5	81,102,138,301,524,420,337,583,434,70,101,72,68	0,1,0,1,0,2,4,6,2,1,0,0,0	147,112,88,489,323,406,485,533,192,98,88,76,138,80,90	0,1,0,7,3,1,1,6,0,4,0,0,1,0,0	346	149	1
6	158,256,245,444,656,528,407,675,479,277,336,178,214	0,0,1,0,0,0,1,1,0,1,4,0,0	574,537,471,495,411,425,761,616,182,237,295,277,396,182,186	0,4,0,0,0,0,0,0,0,0,0,0,0,0,0	237	149	1
7	174,254,265,308,422,492,355,439,416,141,134,166,230	0,0,0,0,0,0,0,0,0,0,0,0,0	258,250,239,325,339,293,462,449,166,147,154,125,185,224,291	0,0,0,0,0,0,0,0,0,1,0,0,0,0,2	211	149	1
8	33,72,76,195,301,247,222,336,283,82,92,61,63	0,0,0,0,0,0,0,0,0,0,0,0,0	56,57,54,290,156,203,270,274,112,77,87,89,121,54,80	0,1,0,0,0,0,0,0,0,0,0,0,2,0,0	364	149	1
9	416,538,631,1234,2090,1619,1492,2151,1660,345,400,381,422	0,0,0,0,0,0,0,0,0,0,0,0,0	413,429,383,1295,1028,1084,1499,1829,624,312,307,329,370,520,540	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	234	149	1
10	13857,20775,20354,7823,12452,9163,8220,10646,9782,6945,7209,7983,7599	0,0,0,0,0,1,0,0,0,0,0,0,0	17200,18946,15617,10092,7189,8906,13014,13687,4236,7003,6833,6188,7656,8892,10286	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	227	149	1
11	445,637,684,675,990,752,554,1002,816,278,348,396,300	0,0,0,0,0,0,0,0,0,0,0,0,0	650,545,503,678,568,623,724,907,293,283,315,309,404,415,482	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0	235	149	1
12	1901,2437,2872,7989,12741,10276,9587,14176,10893,2831,3210,2865,2902	0,0,0,0,0,0,0,0,0,0,0,0,0	2406,2169,2048,13759,9510,9750,8620,15220,5851,3459,3358,4593,5315,3631,3729	0,0,0,0,0,1,0,0,0,0,0,0,0,0,2	223	149	1
13	1727,2593,2862,9168,14983,12343,10976,17131,13352,5217,5754,2906,2986	0,0,0,0,0,0,0,0,0,0,0,0,0	2473,2500,2123,15625,11213,11427,10976,18370,6901,6499,6318,8410,9476,3584,3784	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0	274	149	1
14	7,11,12,61,80,98,63,118,100,30,28,20,27	0,0,0,0,0,0,0,0,0,0,0,0,0	16,13,7,79,48,63,105,119,33,50,46,31,58,15,22	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	217	149	1
15	6,21,12,147,188,208,120,204,239,40,31,26,10	0,0,0,0,0,0,4,0,0,2,0,0,0	23,12,16,138,118,124,195,207,70,67,64,62,76,18,8	0,0,0,0,0,0,0,2,0,1,0,0,2,0,0	185	149	1
16	26,18,17,167,305,237,166,257,184,84,103,37,45	0,0,0,6,1,0,0,2,0,0,0,0,0	23,20,22,193,124,158,236,192,66,103,78,129,117,35,41	0,0,0,2,1,3,2,0,1,0,2,2,2,0,0	190	149	1
