ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	1157,1775,1383,1162,1699,1477	3,1,1,2,0,2	1108,780,1013,1414,1641,529	3,4,1,1,1,0	238	149	1	1.0	0.996,0.999,0.999,0.997,1.0,0.998	0.996,0.992,0.998,0.999,0.999,1.0	0.001
1	"AT5G67590"	NA	chr5	+	26958651	26958781	26957914	26958231	26958962	26958992	1	604,982,730,637,908,743	0,0,0,0,0,0	533,399,522,834,834,266	2,0,0,0,0,0	279	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.993,1.0,1.0,1.0,1.0,1.0	0.001
2	"AT5G67260"	NA	chr5	+	26838296	26838388	26837395	26837630	26839494	26839597	2	0,0,1,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,1,0,0,0	241	149	1	1.0	NA,NA,1.0,NA,NA,NA	NA,NA,0.0,NA,NA,NA	1.0
3	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989	3	21,29,16,24,17,22	0,0,0,0,0,1	19,8,8,39,24,5	1,0,0,2,0,0	215	149	1	1.0	1.0,1.0,1.0,1.0,1.0,0.938	0.929,1.0,1.0,0.931,1.0,1.0	0.013
4	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	4	102,174,154,129,201,146	1,0,2,2,5,0	168,112,123,155,198,70	6,2,0,1,2,0	346	149	1	1.0	0.978,1.0,0.971,0.965,0.945,1.0	0.923,0.96,1.0,0.985,0.977,1.0	0.002
5	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535	5	144,204,153,130,231,162	0,0,0,1,0,0	182,129,151,267,201,67	0,0,0,0,0,0	237	149	1	1.0	1.0,1.0,1.0,0.988,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
6	"AT5G65970"	NA	chr5	-	26388166	26388234	26388014	26388075	26388495	26388669	6	20,29,32,21,46,27	0,0,0,0,0,0	25,16,25,38,35,12	1,0,0,0,0,0	217	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.945,1.0,1.0,1.0,1.0,1.0	0.009
7	"AT5G65970"	NA	chr5	-	26388353	26388389	26388166	26388234	26388495	26388669	7	52,61,60,34,81,86	0,0,0,2,0,0	33,34,37,75,54,23	0,0,0,0,1,0	185	149	1	1.0	1.0,1.0,1.0,0.932,1.0,1.0	1.0,1.0,1.0,1.0,0.978,1.0	-0.008
8	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	8	52,97,89,50,88,69	2,0,0,0,1,0	60,26,54,72,67,17	1,0,0,0,0,0	190	149	1	1.0	0.953,1.0,1.0,1.0,0.986,1.0	0.979,1.0,1.0,1.0,1.0,1.0	-0.007
9	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	9	55,93,49,48,82,80	0,0,0,0,1,0	50,28,39,56,87,25	0,0,0,0,0,0	238	149	1	1.0	1.0,1.0,1.0,1.0,0.981,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.003
