ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
33	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516219	25516918
139	"AT5G53020"	NA	chr5	+	21498423	21500829	21498423	21498605	21499888	21500829
173	"AT5G48640"	NA	chr5	-	19724984	19725493	19724984	19725029	19725386	19725493
234	"AT5G40910"	NA	chr5	+	16395210	16397169	16395210	16395275	16396097	16397169
269	"AT5G37370"	NA	chr5	-	14814767	14816046	14814767	14814848	14815937	14816046
301	"AT5G26980"	NA	chr5	-	9488132	9488831	9488132	9488361	9488704	9488831
410	"AT5G16800"	NA	chr5	-	5524272	5525039	5524272	5524701	5524835	5525039
495	"AT5G18245"	NA	chr5	+	6028150	6028582	6028150	6028330	6028516	6028582
520	"AT5G07570"	NA	chr5	+	2393102	2396329	2393102	2394677	2394758	2396329
533	"AT5G06690"	NA	chr5	-	2060442	2061047	2060442	2060749	2060980	2061047
711	"AT4G32850"	NA	chr4	+	15853669	15854241	15853669	15853753	15854043	15854241
822	"AT4G24590"	NA	chr4	+	12697216	12697842	12697216	12697377	12697733	12697842
840	"AT4G30820"	NA	chr4	+	15006493	15007211	15006493	15006557	15007106	15007211
931	"AT4G19670"	NA	chr4	-	10700919	10702174	10700919	10701365	10701503	10702174
989	"AT4G16765"	NA	chr4	-	9430743	9431480	9430743	9430844	9431428	9431480
1022	"AT4G14385"	NA	chr4	-	8287347	8288148	8287347	8287430	8288078	8288148
1169	"AT4G03230"	NA	chr4	-	1421540	1422953	1421540	1422335	1422631	1422953
1292	"AT3G59470"	NA	chr3	-	21979542	21980839	21979542	21980122	21980527	21980839
1344	"AT3G55850"	NA	chr3	-	20724352	20725024	20724352	20724459	20724922	20725024
1520	"AT2G05520"	NA	chr2	+	2026523	2027283	2026523	2026610	2026649	2027283
1798	"AT1G26890"	NA	chr1	+	9317588	9318869	9317588	9318473	9318731	9318869
1891	"AT2G30740"	NA	chr2	+	13095650	13096492	13095650	13095700	13095848	13096492
2094	"AT5G07100"	NA	chr5	+	2204205	2205165	2204205	2204539	2204812	2205165
2099	"AT3G13970"	NA	chr3	-	4613491	4614124	4613491	4613755	4614055	4614124
2117	"AT1G54440"	NA	chr1	+	20326797	20327518	20326797	20326875	20327359	20327518
2189	"AT2G03480"	NA	chr2	+	1053007	1053574	1053007	1053169	1053270	1053574
2215	"AT1G44125"	NA	chr1	-	16783003	16786828	16783003	16783197	16786374	16786828
2216	"AT1G44125"	NA	chr1	-	16783003	16786828	16783003	16783921	16786374	16786828
2272	"AT1G09195"	NA	chr1	-	2967939	2968536	2967939	2968199	2968474	2968536
2275	"AT1G09195"	NA	chr1	-	2967939	2968758	2967939	2968199	2968652	2968758
2291	"AT5G66005"	NA	chr5	-	26398726	26399001	26398726	26398814	26398909	26399001
2309	"AT2G20815"	NA	chr2	+	8959254	8960923	8959254	8960041	8960760	8960923
2454	"AT1G02960"	NA	chr1	-	667150	667641	667150	667281	667540	667641
2477	"AT5G28080"	NA	chr5	-	10091593	10092721	10091593	10091821	10092314	10092721
2535	"AT5G64760"	NA	chr5	-	25896144	25896555	25896144	25896339	25896438	25896555
2557	"AT5G40240"	NA	chr5	-	16084251	16085213	16084251	16084453	16085023	16085213
2593	"AT1G22430"	NA	chr1	+	7920827	7921386	7920827	7920892	7921224	7921386
2628	"AT1G05830"	NA	chr1	+	1761083	1761817	1761083	1761228	1761554	1761817
2655	"AT5G11580"	NA	chr5	+	3719096	3719809	3719096	3719267	3719684	3719809
2660	"AT1G02010"	NA	chr1	+	351411	351819	351411	351632	351736	351819
2671	"AT1G61560"	NA	chr1	-	22708467	22709690	22708467	22709321	22709622	22709690
2675	"AT1G61560"	NA	chr1	-	22709622	22709819	22709622	22709652	22709783	22709819
2705	"AT4G38090"	NA	chr4	-	17883678	17884228	17883678	17883915	17884122	17884228
2742	"AT1G04300"	NA	chr1	-	1152878	1153345	1152878	1152947	1153233	1153345
2804	"AT2G39950"	NA	chr2	-	16678034	16679772	16678034	16678278	16679172	16679772
2835	"AT3G26680"	NA	chr3	+	9803418	9804282	9803418	9803549	9803607	9804282
2839	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	628934	629321
2840	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	629287	629321
3089	"AT3G54620"	NA	chr3	-	20218483	20218789	20218483	20218536	20218713	20218789
3237	"AT1G05870"	NA	chr1	-	1771384	1772533	1771384	1771954	1772355	1772533
3244	"AT3G27610"	NA	chr3	-	10227328	10227808	10227328	10227389	10227723	10227808
3254	"AT1G03470"	NA	chr1	-	867408	867733	867408	867511	867625	867733
3343	"AT3G45750"	NA	chr3	-	16796783	16797236	16796783	16796958	16797150	16797236
3358	"AT4G11900"	NA	chr4	-	7150629	7151297	7150629	7150751	7150886	7151297
3373	"AT2G17780"	NA	chr2	-	7726541	7727503	7726541	7726960	7727324	7727503
3387	"AT1G13650"	NA	chr1	-	4681010	4682382	4681010	4681492	4682065	4682382
3462	"AT1G16560"	NA	chr1	+	5668572	5669039	5668572	5668709	5668944	5669039
3557	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627540	26627774	26628053
3558	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627512	26627841	26628053
3562	"AT1G70620"	NA	chr1	+	26630246	26631104	26630246	26630303	26630700	26631104
3666	"AT1G48175"	NA	chr1	+	17790396	17791303	17790396	17791013	17791236	17791303
3674	"AT1G72130"	NA	chr1	+	27137432	27138259	27137432	27137606	27137735	27138259
3678	"AT5G11950"	NA	chr5	+	3854769	3855630	3854769	3854954	3855532	3855630
3768	"AT4G37440"	NA	chr4	+	17603111	17604086	17603111	17603594	17603663	17604086
3778	"AT1G51270"	NA	chr1	+	19010411	19011272	19010411	19010618	19010884	19011272
3864	"AT3G27300"	NA	chr3	-	10086114	10086488	10086114	10086310	10086411	10086488
3930	"AT5G06265"	NA	chr5	+	1905778	1906766	1905778	1906172	1906563	1906766
3980	"AT5G09175"	NA	chr5	-	25617178	25618113	25617178	25617729	25617987	25618113
4169	"AT2G16940"	NA	chr2	-	7345694	7346177	7345694	7345776	7346107	7346177
4179	"AT3G18850"	NA	chr3	-	6500286	6500978	6500286	6500713	6500932	6500978
