ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	1,5,1,1,6,2	11,10,8,12,13,3	0,0,0,0,0,0	14,4,4,2,2,4	225	149	1	1.0	0.057,0.249,0.076,0.052,0.234,0.306	0.0,0.0,0.0,0.0,0.0,0.0	0.162
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	49,69,69,37,63,55	115,178,161,113,162,167	33,30,24,78,56,20	151,144,108,198,192,86	252	149	1	1.0	0.201,0.186,0.202,0.162,0.187,0.163	0.114,0.11,0.116,0.189,0.147,0.121	0.051
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	12,27,39,29,23,20	156,243,225,150,225,236	37,24,22,32,43,10	162,162,127,204,237,98	251	149	1	1.0	0.044,0.062,0.093,0.103,0.057,0.048	0.119,0.081,0.093,0.085,0.097,0.057	-0.021
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	5,6,2,5,1,6	21,30,8,18,18,12	4,6,6,7,1,3	6,5,4,34,22,4	227	149	1	1.0	0.135,0.116,0.141,0.154,0.035,0.247	0.304,0.441,0.496,0.119,0.029,0.33	-0.149
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	12,32,24,19,21,27	97,102,88,85,105,78	12,14,18,30,19,6	73,73,72,79,102,32	273	149	1	1.0	0.063,0.146,0.13,0.109,0.098,0.159	0.082,0.095,0.12,0.172,0.092,0.093	0.009
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	14,12,12,4,5,13	62,115,76,70,94,80	5,2,6,13,10,11	59,58,54,68,66,21	246	149	1	1.0	0.12,0.059,0.087,0.033,0.031,0.09	0.049,0.02,0.063,0.104,0.084,0.241	-0.023
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	3,15,20,14,11,18	5,2,6,8,5,8	14,11,20,25,12,7	6,2,3,11,8,2	296	149	1	1.0	0.232,0.791,0.627,0.468,0.525,0.531	0.54,0.735,0.77,0.534,0.43,0.638	-0.079
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	19,12,13,21,16,20	4,2,5,0,4,2	17,7,10,13,16,11	0,1,0,4,3,2	241	149	1	1.0	0.746,0.788,0.616,1.0,0.712,0.861	1.0,0.812,1.0,0.668,0.767,0.773	-0.05
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	230,366,293,254,347,228	61,72,57,50,53,53	216,159,186,192,243,85	41,47,36,55,67,31	238	149	1	1.0	0.702,0.761,0.763,0.761,0.804,0.729	0.767,0.679,0.764,0.686,0.694,0.632	0.05
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	5,7,4,2,5,0	0,0,0,0,0,0	2,4,3,8,7,1	0,2,0,1,1,0	242	149	1	1.0	1.0,1.0,1.0,1.0,1.0,NA	1.0,0.552,1.0,0.831,0.812,1.0	0.134
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	77,104,77,65,130,117	237,342,308,249,344,326	83,46,50,84,94,54	295,226,247,324,344,158	228	149	1	1.0	0.175,0.166,0.14,0.146,0.198,0.19	0.155,0.117,0.117,0.145,0.152,0.183	0.024
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	105,143,84,117,201,119	1575,2667,2116,1952,2993,2314	179,118,107,112,164,99	2866,2000,1985,1808,3194,1283	212	149	1	1.0	0.045,0.036,0.027,0.04,0.045,0.035	0.042,0.04,0.037,0.042,0.035,0.051	-0.003
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	22,36,25,20,32,22	48,44,59,37,55,61	25,22,18,27,31,12	27,25,44,48,56,16	255	149	1	1.0	0.211,0.323,0.198,0.24,0.254,0.174	0.351,0.34,0.193,0.247,0.244,0.305	-0.047
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	50,78,45,53,65,42	164,273,206,143,267,197	41,32,38,75,62,22	195,187,190,232,287,110	225	149	1	1.0	0.168,0.159,0.126,0.197,0.139,0.124	0.122,0.102,0.117,0.176,0.125,0.117	0.026
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	0,6,0,3,4,4	31,41,24,24,29,30	2,2,3,3,5,1	19,22,16,27,28,11	232	149	1	1.0	0.0,0.086,0.0,0.074,0.081,0.079	0.063,0.055,0.107,0.067,0.103,0.055	-0.022
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	14,21,15,5,13,14	36,46,45,34,36,53	9,5,8,18,19,7	20,18,21,32,36,7	246	149	1	1.0	0.191,0.217,0.168,0.082,0.179,0.138	0.214,0.144,0.187,0.254,0.242,0.377	-0.074
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	7,2,8,8,4,5	29,53,51,35,36,40	0,3,2,8,5,3	27,16,20,38,48,11	247	149	1	1.0	0.127,0.022,0.086,0.121,0.063,0.07	0.0,0.102,0.057,0.113,0.059,0.141	0.003
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	73,114,83,76,126,96	23,12,22,18,21,18	75,51,68,121,97,33	11,12,18,25,17,9	272	149	1	1.0	0.635,0.839,0.674,0.698,0.767,0.745	0.789,0.7,0.674,0.726,0.758,0.668	0.007
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	0,0,1,0,0,0	29,52,58,30,55,57	0,0,1,6,0,0	30,27,27,30,45,18	251	149	1	1.0	0.0,0.0,0.01,0.0,0.0,0.0	0.0,0.0,0.022,0.106,0.0,0.0	-0.02
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	19,35,34,30,47,31	49,66,90,71,78,83	26,17,22,46,37,10	49,32,55,68,78,16	232	149	1	1.0	0.199,0.254,0.195,0.213,0.279,0.193	0.254,0.254,0.204,0.303,0.234,0.286	-0.034
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	6,1,6,2,6,6	30,40,40,29,40,45	4,2,3,5,21,4	55,30,20,38,51,16	298	149	1	1.0	0.091,0.012,0.07,0.033,0.07,0.062	0.035,0.032,0.07,0.062,0.171,0.111	-0.024
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	1,0,0,0,3,1	17,18,20,11,14,15	1,0,0,1,1,0	15,9,6,19,10,14	225	149	1	1.0	0.037,0.0,0.0,0.0,0.124,0.042	0.042,0.0,0.0,0.034,0.062,0.0	0.011
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	5,17,10,8,7,13	86,144,127,95,123,116	11,2,3,14,21,6	97,67,78,95,135,34	298	149	1	1.0	0.028,0.056,0.038,0.04,0.028,0.053	0.054,0.015,0.019,0.069,0.072,0.081	-0.011
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	5,2,2,1,6,0	2,12,14,3,7,6	2,1,1,2,1,0	2,4,1,6,4,0	244	149	1	1.0	0.604,0.092,0.08,0.169,0.344,0.0	0.379,0.132,0.379,0.169,0.132,NA	-0.023
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	1,1,2,5,8,1	8,9,9,5,5,4	2,2,2,9,6,1	5,5,1,13,8,1	215	149	0.90865769495	1.0	0.08,0.071,0.133,0.409,0.526,0.148	0.217,0.217,0.581,0.324,0.342,0.409	-0.12
26	"AT5G64360"	NA	chr5	-	25736244	25736890	25736244	25736550	25736688	25736890	26	49,87,43,61,74,46	46,66,56,39,61,58	49,31,35,50,74,34	42,35,41,50,58,22	287	149	1	1.0	0.356,0.406,0.285,0.448,0.386,0.292	0.377,0.315,0.307,0.342,0.398,0.445	-0.002
27	"AT5G64330"	NA	chr5	+	25727802	25728563	25727802	25727872	25727954	25728563	27	2,1,5,2,0,4	172,284,288,221,293,271	3,5,1,6,12,3	239,187,190,294,330,98	231	149	1	1.0	0.007,0.002,0.011,0.006,0.0,0.009	0.008,0.017,0.003,0.013,0.023,0.019	-0.008
28	"AT5G64170"	NA	chr5	-	25672465	25673005	25672465	25672718	25672810	25673005	28	6,5,7,5,11,8	0,0,0,0,0,0	12,14,13,17,25,5	5,0,0,0,1,0	241	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.597,1.0,1.0,1.0,0.939,1.0	0.077
29	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665104	25665167	29	29,31,39,12,46,30	1196,2036,1574,1427,2089,1935	22,23,13,18,28,15	1475,1022,1159,1624,2033,655	224	149	1	1.0	0.016,0.01,0.016,0.006,0.014,0.01	0.01,0.015,0.007,0.007,0.009,0.015	0.001
30	"AT5G64130"	NA	chr5	-	25665104	25665372	25665104	25665167	25665258	25665372	30	28,39,39,32,66,53	997,1622,1300,1166,1761,1572	34,19,25,29,78,12	1164,812,911,1314,1646,515	240	149	1	1.0	0.017,0.015,0.018,0.017,0.023,0.021	0.018,0.014,0.017,0.014,0.029,0.014	0.001
31	"AT5G63870"	NA	chr5	-	25561704	25562434	25561704	25561851	25561939	25562434	31	3,5,7,9,7,4	88,114,97,81,153,118	7,3,6,4,8,0	104,82,88,127,128,41	237	149	1	1.0	0.021,0.027,0.043,0.065,0.028,0.021	0.041,0.022,0.041,0.019,0.038,0.0	0.007
32	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516184	25516918	32	39,81,72,57,92,73	0,1,2,0,0,1	62,37,54,79,103,48	5,0,2,6,0,1	259	149	1	1.0	1.0,0.979,0.954,1.0,1.0,0.977	0.877,1.0,0.94,0.883,1.0,0.965	0.041
33	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516219	25516918	33	70,114,108,77,130,97	0,1,0,0,0,0	89,63,82,118,148,60	0,0,0,0,0,1	294	149	1	1.0	1.0,0.983,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.968	0.003
34	"AT5G63700"	NA	chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	34	5,3,5,4,6,1	15,16,15,11,26,14	32,26,32,49,40,31	4,10,13,9,13,5	298	149	0	0.0	0.143,0.086,0.143,0.154,0.103,0.034	0.8,0.565,0.552,0.731,0.606,0.756	-0.558
35	"AT5G63620"	NA	chr5	-	25466693	25467087	25466693	25466864	25466945	25467087	35	33,39,29,36,38,41	205,304,230,215,339,258	43,34,39,64,66,32	248,190,217,296,319,100	230	149	1	1.0	0.094,0.077,0.076,0.098,0.068,0.093	0.101,0.104,0.104,0.123,0.118,0.172	-0.036
