ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
0	2401,3247	4,3	3015,3250	3,7	238	149	1	1.0
1	51,31	0,0	65,45	2,0	215	149	1	1.0
2	229,389	4,3	340,381	1,2	346	149	1	1.0
3	263,423	0,1	514,397	0,0	237	149	1	1.0
4	73,142	2,0	127,147	0,2	185	149	1	1.0
5	110,175	0,1	161,115	2,0	190	149	1	1.0
6	15,29	0,0	26,27	0,1	199	149	1	1.0
7	100,164	1,3	96,126	0,0	238	149	1	1.0
8	632,851	1,1	805,941	3,0	229	149	1	1.0
9	555,826	0,1	738,823	0,0	230	149	1	1.0
10	5,13	45,49	0,0	58,28	170	149	0.511125331195	1.0
11	974,1514	2,0	955,1347	0,0	213	149	1	1.0
12	149,221	81,143	93,128	149,155	207	149	0.00640425796046	1.0
13	126,152	0,0	144,159	2,0	286	149	1	1.0
15	905,1478	9,5	885,1010	10,8	269	149	1	1.0
16	9,10	8,6	17,27	14,7	279	149	0.90344697117	1.0
17	44,60	0,0	58,59	0,1	221	149	1	1.0
18	1535,2231	0,0	2018,2089	1,0	3005	149	1	1.0
19	359,534	3,1	445,459	1,4	262	149	1	1.0
22	267,376	0,1	324,362	0,0	297	149	1	1.0
23	0,0	7,17	0,1	3,12	279	149	1	1.0
25	222,330	3,11	371,285	2,2	219	149	1	1.0
27	143,166	0,0	187,194	1,0	224	149	1	1.0
28	359,549	0,0	385,488	2,0	252	149	1	1.0
29	71,99	0,2	48,101	0,5	202	149	1	1.0
30	71,103	0,2	55,105	0,5	205	149	1	1.0
31	4,12	0,3	0,3	0,0	231	149	1	1.0
32	11,21	0,3	0,3	0,0	211	149	1	1.0
33	6,25	0,1	1,4	0,1	191	149	1	1.0
34	8,9	2,0	6,8	0,0	413	149	1	1.0
35	16,12	2,0	19,21	0,0	197	149	1	1.0
36	220,362	1,0	240,270	0,0	211	149	1	1.0
37	51,82	2,4	45,66	0,0	186	149	1	1.0
38	396,530	1,0	411,604	0,0	294	149	1	1.0
39	313,434	1,0	292,403	0,0	211	149	1	1.0
40	611,999	0,0	837,952	0,2	204	149	1	1.0
41	549,962	2,1	710,976	0,0	195	149	1	1.0
42	254,307	0,1	306,404	4,1	196	149	1	1.0
43	86,101	0,0	122,125	1,0	217	149	1	1.0
44	160,161	6,4	166,163	2,2	236	149	1	1.0
45	206,260	2,1	246,183	2,2	238	149	1	1.0
46	4850,6433	1,2	5827,6901	0,0	192	149	1	1.0
47	3,5	86,115	12,6	89,130	178	149	1	1.0
48	6,10	86,115	13,21	89,130	182	149	1	1.0
49	510,591	0,3	264,364	0,0	217	149	1	1.0
50	284,327	0,3	158,242	0,0	223	149	1	1.0
51	3140,3856	0,1	3460,3880	0,0	783	149	1	1.0
52	497,637	0,1	657,646	0,1	220	149	1	1.0
53	370,464	0,1	523,547	0,0	253	149	1	1.0
54	247,369	1,1	124,104	0,0	266	149	1	1.0
55	87,137	1,0	119,76	0,0	316	149	1	1.0
56	20,15	1,0	48,9	0,0	223	149	1	1.0
57	751,1110	1,3	1100,1059	1,3	167	149	1	1.0
58	6346,11603	25,49	4974,7806	28,31	216	149	1	1.0
59	4,9	405,594	12,12	455,422	295	149	1	1.0
60	539,857	0,1	609,766	0,0	314	149	1	1.0
61	90,133	0,2	93,76	0,0	223	149	1	1.0
62	7,2	2014,3224	11,9	1892,2607	214	149	1	1.0
63	1108,1245	0,0	1090,1160	0,2	363	149	1	1.0
64	63498,80424	1,0	52850,67987	0,0	638	149	1	1.0
65	561,712	1,1	716,728	0,0	247	149	1	1.0
66	222,237	1,1	305,268	0,0	286	149	1	1.0
67	1140,1486	0,0	1331,1994	4,1	281	149	1	1.0
68	652,938	0,0	848,1243	1,1	181	149	1	1.0
69	193,274	0,0	390,427	1,0	255	149	1	1.0
70	375,460	0,0	372,389	1,0	194	149	1	1.0
71	153,191	1,0	144,180	0,0	222	149	1	1.0
72	270,445	0,1	322,345	0,0	224	149	1	1.0
73	163,294	2,0	226,198	0,1	188	149	1	1.0
74	198,259	49,78	172,240	87,100	492	149	0.548379957446	1.0
75	42,78	151,200	52,75	205,160	207	149	1	1.0
76	27,63	151,200	69,69	205,160	210	149	1	1.0
77	68,108	0,1	120,80	0,0	300	149	1	1.0
78	387,493	2,0	444,533	1,0	245	149	1	1.0
79	177,344	1,0	235,322	0,0	222	149	1	1.0
80	18,19	9,2	10,23	13,6	299	149	0.534461424024	1.0
81	20,17	0,0	11,25	3,2	299	149	0.464058357005	1.0
82	92,92	0,0	72,102	2,0	287	149	1	1.0
84	89,106	0,1	98,79	2,0	219	149	1	1.0
85	3266,4730	0,0	4912,5282	0,2	258	149	1	1.0
86	85,99	12,7	64,86	7,1	262	149	1	1.0
87	66,74	52,73	32,40	48,68	219	149	0.436308075103	1.0
88	215,332	0,2	255,249	0,0	539	149	1	1.0
89	234,357	0,2	269,290	0,0	391	149	1	1.0
90	823,1213	0,0	809,1034	0,1	220	149	1	1.0
91	127,186	0,0	198,200	0,1	203	149	1	1.0
92	126,166	0,1	140,174	0,3	225	149	1	1.0
93	164,223	0,0	187,243	0,1	248	149	1	1.0
94	260,307	1,0	352,295	0,0	399	149	1	1.0
95	42,37	5,14	45,49	11,10	197	149	1	1.0
96	175,496	0,6	341,448	3,11	384	149	1	1.0
97	12,23	0,2	15,8	1,1	211	149	1	1.0
98	8,9	0,0	8,5	0,2	227	149	1	1.0
100	332,391	0,0	468,456	2,4	294	149	1	1.0
101	118,163	0,5	166,150	0,2	189	149	1	1.0
102	5,11	0,0	14,9	1,0	235	149	1	1.0
103	4,9	0,0	13,8	1,0	228	149	1	1.0
104	133,155	2,3	120,192	0,0	313	149	1	1.0
105	42,48	1,0	64,32	0,0	280	149	1	1.0
106	291,428	0,0	553,593	0,1	205	149	1	1.0
107	206,349	8,9	324,359	20,25	205	149	1	1.0
108	107,159	0,2	129,156	0,0	220	149	1	1.0
109	882,983	1,0	238,426	0,0	234	149	1	1.0
110	305,406	0,0	343,379	2,1	245	149	1	1.0
111	1602,2319	0,0	1683,1910	0,1	1086	149	1	1.0
113	3324,4224	1,0	3816,4924	0,0	236	149	1	1.0
114	290,456	0,1	591,642	0,0	224	149	1	1.0
115	206,317	1,1	292,253	2,7	239	149	1	1.0
116	76,124	2,0	91,118	0,0	217	149	1	1.0
117	356,240	0,0	420,500	0,3	339	149	1	1.0
118	43,40	8,13	56,49	23,21	196	149	0.838002347953	1.0
119	46,47	31,13	67,64	31,15	196	149	1	1.0
120	13,16	31,13	32,21	31,15	194	149	0.75831480467	1.0
121	20,25	19,31	34,30	34,46	194	149	1	1.0
122	101,135	0,0	145,142	2,0	209	149	1	1.0
123	306,447	1,1	324,437	1,0	359	149	1	1.0
124	435,620	1,1	439,629	1,0	368	149	1	1.0
125	114,163	0,0	128,169	2,0	294	149	1	1.0
128	18980,26540	2,0	22397,21925	0,1	3718	149	1	1.0
130	107,147	4,8	178,219	1,2	329	149	1	1.0
131	501,619	0,4	282,420	0,0	247	149	1	1.0
132	1441,3067	93,155	1890,3277	48,61	245	149	1	1.0
133	3,6	2,7	1,3	3,5	238	149	0.540635791168	1.0
134	193,293	0,1	252,276	0,0	404	149	1	1.0
135	95,88	17,30	104,116	3,9	210	149	0.0225565256559	1.0
137	84,129	1,1	103,102	0,0	206	149	1	1.0
138	2,1	23,29	3,1	16,12	226	149	1	1.0
139	217,262	1,0	254,294	10,7	191	149	1	1.0
140	136,221	0,2	175,216	0,0	261	149	1	1.0
141	292,427	0,1	337,411	0,1	234	149	1	1.0
142	17008,23608	5,4	19123,25537	3,1	431	149	1	1.0
143	6795,9444	1,1	7687,9046	0,0	1042	149	1	1.0
144	61,117	0,2	117,117	0,0	190	149	1	1.0
145	1,11	60,86	9,11	68,62	230	149	1	1.0
146	29,69	6,9	36,59	13,14	230	149	0.765995207916	1.0
147	490,667	0,0	557,431	7,1	191	149	1	1.0
148	266,363	0,0	308,416	0,1	280	149	1	1.0
149	363,483	2,0	240,461	6,16	196	149	1	1.0
150	278,494	0,3	214,356	0,0	225	149	1	1.0
151	55,80	1,0	87,128	0,0	285	149	1	1.0
152	212,292	1,0	279,220	0,0	210	149	1	1.0
153	5,4	3,10	0,5	6,2	212	149	0.811474069261	1.0
154	28,28	0,3	38,38	4,1	214	149	1	1.0
155	17,28	0,1	27,26	3,0	214	149	1	1.0
156	438,506	0,1	679,499	3,0	912	149	1	1.0
157	480,573	0,1	750,555	3,0	940	149	1	1.0
158	382,457	0,1	606,432	3,0	614	149	1	1.0
159	149,243	0,3	161,139	0,0	233	149	1	1.0
160	289,379	54,51	407,329	44,73	190	149	1	1.0
161	97,160	0,2	100,126	0,3	232	149	1	1.0
162	105,154	3,7	119,127	5,12	263	149	1	1.0
163	388,457	1,0	453,458	0,0	221	149	1	1.0
164	752,1070	0,2	1022,1104	0,0	239	149	1	1.0
165	323,413	1,0	425,321	0,0	291	149	1	1.0
166	195,259	0,0	265,214	0,2	278	149	1	1.0
167	784,1030	0,0	914,892	0,2	203	149	1	1.0
168	71244,84603	0,0	118973,132752	3,0	299	149	1	1.0
169	133364,159606	0,0	226254,244058	3,0	284	149	1	1.0
170	279,455	9,11	432,493	4,2	367	149	1	1.0
171	87,112	0,2	91,133	0,0	234	149	1	1.0
173	1,3	2953,4327	1,0	3689,4898	194	149	1	1.0
174	145,190	0,0	173,193	0,2	204	149	1	1.0
175	4,6	30,39	6,8	9,29	220	149	0.94165741451	1.0
176	0,3	10,11	8,3	18,20	220	149	0.891846130274	1.0
177	18,67	30,39	41,39	9,29	192	149	0.424138624133	1.0
178	18,20	10,11	18,7	18,20	192	149	0.115391198245	1.0
179	819,1052	0,0	957,1013	0,1	173	149	1	1.0
180	281,411	0,1	117,273	0,0	226	149	1	1.0
181	359,617	0,6	185,415	0,5	268	149	1	1.0
182	205,410	16,34	131,207	9,21	195	149	1	1.0
183	765,1134	0,1	966,1074	0,0	370	149	1	1.0
184	763,1052	1,0	1172,1356	0,0	209	149	1	1.0
185	350,578	0,0	378,379	1,0	228	149	1	1.0
186	311,466	0,0	346,270	0,2	242	149	1	1.0
188	73,59	0,3	42,26	1,0	295	149	1	1.0
189	28,56	0,1	46,24	0,0	255	149	1	1.0
190	104,111	1,2	171,172	5,1	240	149	1	1.0
192	366,532	3,4	726,840	5,6	208	149	1	1.0
193	0,1	163,291	0,0	233,282	268	149	1	1.0
194	496,782	0,1	848,825	0,0	291	149	1	1.0
195	6200,8898	0,0	10294,9870	0,4	320	149	1	1.0
196	3860,6071	3,7	4020,5607	4,5	206	149	1	1.0
197	6,16	2659,4269	7,20	2851,3973	222	149	1	1.0
198	350,494	0,3	549,592	1,5	187	149	1	1.0
199	17,25	201,298	2,7	263,274	243	149	1	1.0
200	148,210	1,1	178,237	0,0	216	149	1	1.0
201	3002,4024	1,0	4556,4979	0,0	233	149	1	1.0
202	27,50	0,0	32,65	0,1	215	149	1	1.0
203	234,324	0,2	268,271	0,0	210	149	1	1.0
204	836,1488	0,2	844,1232	0,0	225	149	1	1.0
205	1218,2174	0,0	1287,1790	0,1	264	149	1	1.0
206	0,8	0,0	5,8	2,0	215	149	1	1.0
209	99,111	2,4	143,107	3,4	208	149	1	1.0
210	5,2	3,2	0,0	3,3	290	149	0.0256344083152	1.0
211	0,0	48,45	1,0	45,27	207	149	1	1.0
