5	18967803	18967823	18967717	AT5G46740	-	0.337	0.323		
5	17843415	17843433	17843307	AT5G44290	-	0.214	0.145		
4	6249105	6249116	6248662	AT4G09980	-	-0.39	-0.388		
4	18561989	18561993	18561884	AT4G40050	-	-0.383	-0.405	-0.442	
3	23442678	23442690	23442601	AT3G63480	-	-0.626	-0.494		
3	23434944	23434950	23434825	AT3G63460	-	0.347	0.423	0.259	
3	23392348	23392379	23392246	AT3G63340	-	0.395	0.448		
3	20178158	20178161	20178064	AT3G54500	-	0.166	0.238		
5	13525621	13525642	13525279	AT5G35330	-	0.258	0.218		
2	520977	520981	520660	AT2G02080	-	-0.545	-0.484		
1	26565291	26565318	26565161	AT1G70490	-	-0.752	-0.539		
1	26565302	26565318	26565161	AT1G70490	-	-0.654	-0.65		
1	27594495	27594499	27594166	AT1G73390	-	0.4	0.377	0.44	
3	21114162	21114207	21114059	AT3G57050	-	0.208	0.194		
3	2326719	2326725	2326220	AT3G07300	-	-0.391	-0.34		
1	8571	8594	8464	AT1G01020	-	0.455	0.356		
1	1804952	1804963	1804882	AT1G05950	-	0.345	0.294		
2	18058045	18058057	18057937	AT2G43490	-	0.381	0.415		
2	16186905	16186916	16186823	AT2G38710	-	0.882	0.7		
3	3611724	3611729	3611402	AT3G11470	-	0.474	0.299		
3	7006706	7006734	7006635	AT3G20070	-	0.312	0.409		
4	18315838	18315860	18316263	AT4G39390	+	-0.337	-0.206		
5	15065479	15065512	15065605	AT5G37850	+	0.267	0.188		
4	693500	693515	693613	AT4G01600	+	0.162	0.492		
1	29792210	29792228	29792309	AT1G79190	+	-0.403	-0.652	-0.236	
1	29597210	29597235	29597316	AT1G78690	+	-0.48	-0.321		
2	1679886	1679909	1680015	AT2G04790	+	0.256	0.349	0.597	
1	29815873	29816510	29816607	AT1G79270	+	-0.478	-0.329		
1	29815873	29816515	29816607	AT1G79270	+	-0.519	-0.381		
1	29816510	29816515	29816607	AT1G79270	+	-0.556	-0.403		
1	25866864	25866882	25866962	AT1G68820	+	-0.197	-0.16		
2	1646031	1646066	1646155	AT2G04690	+	-0.219	-0.168	-0.568	
1	25375712	25375726	25375804	AT1G67700	+	-0.267	-0.281	-0.296	
1	8246298	8246303	8246563	AT1G23230	+	-0.269	-0.441		
5	4876966	4876984	4877139	AT5G15070	+	-0.373	-0.507		
3	6748904	6748909	6748991	AT3G19460	+	0.308	0.292	0.316	
4	7183002	7183006	7183225	AT4G11970	+	-0.386	-0.336		
1	26622786	26622797	26622941	AT1G70610	+	-0.189	-0.356		
1	29293272	29293278	29293401	AT1G77890	+	0.486	0.57	0.438	0.708
1	6550669	6550681	6550763	AT1G18950	+	-0.635	-0.533	-0.335	-0.46
4	8614273	8614344	8614693	AT4G15090	+	-0.454	-0.309		
4	9638820	9638824	9638926	AT4G17150	+	-0.288	-0.205	-0.742	
2	950208	950231	950309	AT2G03140	+	-0.491	-0.366	-0.389	
2	14929401	14929477	14929890	AT2G35550	+	-0.48	-0.466	-0.225	
2	18062595	18062599	18062694	AT2G43500	+	0.395	0.592		
3	4638932	4638938	4639007	AT3G14010	+	0.702	0.693	0.517	0.361
3	7423328	7423334	7423408	AT3G21175	+	0.227	0.278	0.738	
2	11821607	11821652	11820884	AT2G27730	-	-0.331	-0.581		
1	1513825	1513831	1513744	AT1G05230	-	0.385	0.69		
1	29597190	29597235	29597316	AT1G78690	+	-0.281	-0.445		
1	17462224	17462227	17462309	AT1G47550	+	0.14	0.595		
1	18511962	18511998	18512090	AT1G49980	+	-0.311	-0.408		
1	10134536	10134621	10134686	AT1G29040	+	-0.154	-0.499		
2	15421484	15421504	15421584	AT2G36792	+	0.386	0.339		
1	6550669	6550681	6550769	AT1G18950	+	-0.528	-0.309		
3	1539728	1539763	1540550	AT3G05380	+	0.374	0.707		
