1	10134536	10134621	10134685	AT1G29040	+
1	1513824	1513830	1513744	AT1G05230	-
1	1584581	1584588	1584680	AT1G05400	+
1	17462224	17462227	17462308	AT1G47550	+
1	1804951	1804962	1804882	AT1G05950	-
1	18511962	18511998	18512089	AT1G49980	+
1	22046226	22046241	22046501	AT1G59890	+
1	2379729	2379798	2380103	AT1G07700	+
1	25375712	25375726	25375803	AT1G67700	+
1	25540793	25541435	25540430	AT1G68140	-
1	25866864	25866882	25866961	AT1G68820	+
1	26565290	26565317	26565161	AT1G70490	-
1	26565301	26565317	26565161	AT1G70490	-
1	26622786	26622797	26622940	AT1G70610	+
1	27594494	27594498	27594166	AT1G73390	-
1	29293272	29293278	29293400	AT1G77890	+
1	29597190	29597235	29597315	AT1G78690	+
1	29597210	29597235	29597315	AT1G78690	+
1	29792210	29792228	29792308	AT1G79190	+
1	29815873	29816510	29816606	AT1G79270	+
1	29815873	29816515	29816606	AT1G79270	+
1	29816510	29816515	29816606	AT1G79270	+
1	30181053	30181077	30181231	AT1G80270	+
1	5668709	5668739	5668918	AT1G16560	+
1	6550669	6550681	6550762	AT1G18950	+
1	6550669	6550681	6550768	AT1G18950	+
1	6952305	6952308	6952224	AT1G20060	-
1	6952652	6952655	6952571	AT1G20060	-
1	813581	813604	813928	AT1G03310	+
1	8182205	8182217	8182128	AT1G23080	-
1	8246298	8246303	8246562	AT1G23230	+
1	8570	8593	8464	AT1G01020	-
2	11821606	11821651	11820884	AT2G27730	-
2	12988669	12988673	12988582	AT2G30480	-
2	14929401	14929477	14929889	AT2G35550	+
2	15421484	15421504	15421583	AT2G36792	+
2	16186904	16186915	16186823	AT2G38710	-
2	1646031	1646066	1646154	AT2G04690	+
2	16571179	16571190	16571066	AT2G39730	-
2	1679886	1679909	1680014	AT2G04790	+
2	18058044	18058056	18057937	AT2G43490	-
2	18062595	18062599	18062693	AT2G43500	+
2	182004	182016	181847	AT2G01420	-
2	19002161	19002230	19002321	AT2G46270	+
2	520976	520980	520660	AT2G02080	-
2	7341210	7341247	7341488	AT2G16930	+
2	950208	950231	950308	AT2G03140	+
3	1539728	1539763	1540549	AT3G05380	+
3	20178157	20178160	20178064	AT3G54500	-
3	21114161	21114206	21114059	AT3G57050	-
3	2326718	2326724	2326220	AT3G07300	-
3	23392347	23392378	23392246	AT3G63340	-
3	23434943	23434949	23434825	AT3G63460	-
3	23442677	23442689	23442601	AT3G63480	-
3	3611723	3611728	3611402	AT3G11470	-
3	4638932	4638938	4639006	AT3G14010	+
3	6748904	6748909	6748990	AT3G19460	+
3	7006705	7006733	7006635	AT3G20070	-
3	7423328	7423334	7423407	AT3G21175	+
4	18315838	18315860	18316262	AT4G39390	+
4	18561988	18561992	18561884	AT4G40050	-
4	6249104	6249115	6248662	AT4G09980	-
4	693500	693515	693612	AT4G01600	+
4	7183002	7183006	7183224	AT4G11970	+
4	8552747	8552769	8552923	AT4G14965	+
4	8614273	8614344	8614692	AT4G15090	+
4	9638820	9638824	9638925	AT4G17150	+
4	9785983	9785995	9785903	AT4G17570	-
5	13525620	13525641	13525279	AT5G35330	-
5	15065479	15065512	15065604	AT5G37850	+
5	17699285	17699345	17699457	AT5G43990	+
5	17843414	17843432	17843307	AT5G44290	-
5	18056573	18056585	18056667	AT5G44750	+
5	18967802	18967822	18967717	AT5G46740	-
5	3740877	3740942	3741503	AT5G11630	+
5	4876966	4876984	4877138	AT5G15070	+
