ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	"AT5G65970"	NA	chr5	-	26388353	26388669	26388495	26388669	26388166	26388234	3	57,55	2,0	81,71,75,116	1,0,0,2	291	149	1	1.0	0.936,1.0	0.976,1.0,1.0,0.967	-0.018
5	"AT5G65440"	NA	chr5	+	26151421	26151806	26151421	26151747	26151996	26152050	5	2,4	0,0	4,0,1,4	1,0,2,0	208	149	1	1.0	1.0,1.0	0.741,NA,0.264,1.0	0.332
8	"AT5G63960"	NA	chr5	+	25601114	25601303	25601114	25601252	25601462	25601540	8	0,0	18,11	0,2,0,0	13,11,22,22	200	149	1	1.0	0.0,0.0	0.0,0.119,0.0,0.0	-0.03
9	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515745	25516081	9	5,13	2,0	13,17,13,19	4,0,1,1	184	149	1	1.0	0.669,1.0	0.725,1.0,0.913,0.939	-0.06
10	"AT5G63680"	NA	chr5	+	25490064	25490375	25490064	25490165	25490474	25490764	10	0,2	55,70	4,2,2,2	38,38,66,88	298	149	1	1.0	0.0,0.014	0.05,0.026,0.015,0.011	-0.018
11	"AT5G63090"	NA	chr5	-	25309799	25309929	25309870	25309929	25308571	25309302	11	0,1	1,0	2,0,5,0	3,0,1,0	220	149	1	1.0	0.0,1.0	0.311,NA,0.772,NA	-0.041
13	"AT5G62480"	NA	chr5	-	25089239	25089626	25089373	25089626	25088526	25089170	13	75,73	3,4	83,60,94,119	2,0,1,2	283	149	1	1.0	0.929,0.906	0.956,1.0,0.98,0.969	-0.059
14	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967840	24967882	14	16,12	1,7	2,7,2,3	0,2,2,0	298	149	0.107649939702	1.0	0.889,0.462	1.0,0.636,0.333,1.0	-0.067
15	"AT5G61960"	NA	chr5	-	24884059	24884174	24884152	24884174	24883405	24883955	15	2,0	1,0	0,1,4,2	4,0,0,3	242	149	1	1.0	0.552,NA	0.0,1.0,1.0,0.291	-0.021
16	"AT5G61960"	NA	chr5	-	24883691	24883955	24883907	24883955	24883550	24883573	16	0,0	1,0	0,0,1,1	3,1,3,3	298	149	1	1.0	0.0,NA	0.0,0.0,0.143,0.143	-0.071
18	"AT5G61960"	NA	chr5	-	24883872	24884174	24883907	24884174	24883550	24883573	18	0,0	1,0	0,0,1,1	3,1,3,3	184	149	1	1.0	0.0,NA	0.0,0.0,0.213,0.213	-0.106
19	"AT5G61540"	NA	chr5	+	24745459	24745631	24745459	24745625	24745717	24746276	19	19,15	1,0	28,30,14,24	0,0,0,0	155	149	1	1.0	0.948,1.0	1.0,1.0,1.0,1.0	-0.026
20	"AT5G61330"	NA	chr5	-	24660319	24661241	24660904	24661241	24660022	24660120	20	3,2	73,45	0,0,3,1	42,57,63,91	298	149	1	1.0	0.02,0.022	0.0,0.0,0.023,0.005	0.014
21	"AT5G60120"	NA	chr5	+	24209970	24210095	24209970	24210074	24210295	24210409	21	192,209	21,19	189,178,233,260	28,24,43,56	170	149	1	1.0	0.889,0.906	0.855,0.867,0.826,0.803	0.06
22	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210074	24210295	24210409	22	38,54	21,19	52,49,40,53	28,24,43,56	236	149	0.577959308653	1.0	0.533,0.642	0.54,0.563,0.37,0.374	0.126
23	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210095	24210295	24210409	23	3,3	157,158	7,5,0,13	144,134,193,220	215	149	1	1.0	0.013,0.013	0.033,0.025,0.0,0.039	-0.011
24	"AT5G59610"	NA	chr5	+	24014317	24014350	24014317	24014346	24014483	24014578	24	4,7	1,0	16,7,3,12	1,1,5,5	153	149	0.231216956608	1.0	0.796,1.0	0.94,0.872,0.369,0.7	0.178
25	"AT5G59480"	NA	chr5	-	23980392	23980480	23980395	23980480	23980020	23980299	25	99,136	0,1	111,117,129,166	0,3,0,0	152	149	1	1.0	1.0,0.993	1.0,0.975,1.0,1.0	0.003
26	"AT5G59480"	NA	chr5	-	23981278	23981590	23981422	23981590	23981095	23981174	26	1,0	47,45	0,4,0,0	71,44,43,74	293	149	1	1.0	0.011,0.0	0.0,0.044,0.0,0.0	-0.005
28	"AT5G57870"	NA	chr5	+	23440763	23440871	23440763	23440859	23440961	23441171	28	311,314	1,4	231,242,378,430	0,0,0,0	161	149	1	1.0	0.997,0.986	1.0,1.0,1.0,1.0	-0.008
29	"AT5G57270"	NA	chr5	-	23203317	23203375	23203347	23203375	23202745	23203152	29	14,12	26,22	6,3,4,2	34,31,31,67	179	149	0.00467273194493	0.087780607251185	0.309,0.312	0.128,0.075,0.097,0.024	0.229
30	"AT5G57060"	NA	chr5	+	23090077	23090496	23090077	23090286	23090626	23090675	30	1,0	153,108	2,0,2,0	79,97,105,109	298	149	1	1.0	0.003,0.0	0.012,0.0,0.009,0.0	-0.004
31	"AT5G57060"	NA	chr5	+	23090626	23090714	23090626	23090675	23091000	23091108	31	12,14	156,115	14,12,6,20	79,102,114,102	188	149	1	1.0	0.057,0.088	0.123,0.085,0.04,0.135	-0.023
32	"AT5G56240"	NA	chr5	-	22764253	22764587	22764412	22764587	22763414	22763649	32	0,0	15,23	2,7,2,1	24,15,21,14	298	149	1	1.0	0.0,0.0	0.04,0.189,0.045,0.034	-0.077
33	"AT5G55910"	NA	chr5	-	22641862	22642414	22642108	22642414	22640999	22641745	33	2,2	93,107	2,4,5,4	69,86,94,107	298	149	1	1.0	0.011,0.009	0.014,0.023,0.026,0.018	-0.01
