ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G62575"	NA	chr5	+	25117686	25117755	25118053	25118156	25117413	25117601	25118494	25118892	0	25,25	186,162	13,21,19,43	163,182,182,204	218	252	1	1.0	0.134,0.151	0.084,0.118,0.108,0.196	0.016
1	"AT5G62575"	NA	chr5	+	25117689	25117755	25118053	25118156	25117487	25117601	25118494	25118735	1	8,7	186,162	7,13,8,15	163,182,182,204	215	252	1	1.0	0.048,0.048	0.048,0.077,0.049,0.079	-0.015
2	"AT5G54750"	NA	chr5	+	22242063	22242136	22242403	22242501	22241477	22241585	22242750	22242850	2	11,11	207,160	9,6,7,8	185,180,209,266	222	247	1	1.0	0.056,0.071	0.051,0.036,0.036,0.032	0.025
3	"AT5G54750"	NA	chr5	+	22242063	22242136	22242403	22242540	22241480	22241585	22242750	22242850	3	11,11	3,2	9,6,7,8	2,1,0,1	222	286	1	1.0	0.825,0.876	0.853,0.885,1.0,0.912	-0.062
4	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	4	0,0	64,50	1,0,0,4	31,37,52,54	283	391	1	1.0	0.0,0.0	0.043,0.0,0.0,0.093	-0.034
5	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968	5	17,25	2,3	10,9,22,16	1,5,3,4	262	219	1	1.0	0.877,0.874	0.893,0.601,0.86,0.77	0.094
6	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163968	21161131	21161353	21164079	21164196	6	2,3	65,49	3,0,6,4	28,37,53,56	262	539	1	1.0	0.06,0.112	0.181,0.0,0.189,0.128	-0.039
7	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	7	2,3	64,50	3,0,6,4	31,37,52,54	262	391	1	1.0	0.045,0.082	0.126,0.0,0.147,0.1	-0.03
8	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	8	18,11	65,77	22,15,16,12	93,68,66,88	230	230	1	1.0	0.217,0.125	0.191,0.181,0.195,0.12	-0.001
10	"AT5G27950"	NA	chr5	+	9986489	9986527	9986646	9986774	9986134	9986353	9986851	9988018	10	18,25	116,77	37,23,33,49	128,142,156,162	187	277	1	1.0	0.187,0.325	0.3,0.194,0.239,0.309	-0.005
11	"AT5G23050"	NA	chr5	-	7732406	7732623	7732890	7732985	7732008	7732308	7733197	7733418	11	239,261	299,286	283,308,345,405	318,329,327,511	244	366	1	1.0	0.545,0.578	0.572,0.584,0.613,0.543	-0.016
