ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
138	"AT5G53020"	NA	chr5	+	21498423	21500829	21498423	21498605	21499888	21500829
172	"AT5G48640"	NA	chr5	-	19724984	19725493	19724984	19725029	19725386	19725493
233	"AT5G40910"	NA	chr5	+	16395210	16397169	16395210	16395275	16396097	16397169
299	"AT5G26980"	NA	chr5	-	9488132	9488831	9488132	9488361	9488704	9488831
374	"AT5G20360"	NA	chr5	-	6882361	6884630	6882361	6884285	6884345	6884630
409	"AT5G16800"	NA	chr5	-	5524272	5525039	5524272	5524701	5524835	5525039
494	"AT5G18245"	NA	chr5	+	6028150	6028582	6028150	6028330	6028516	6028582
498	"AT5G18245"	NA	chr5	+	6029601	6030596	6029601	6029684	6030356	6030596
532	"AT5G06690"	NA	chr5	-	2060442	2061047	2060442	2060749	2060980	2061047
710	"AT4G32850"	NA	chr4	+	15853669	15854241	15853669	15853753	15854043	15854241
715	"AT4G32850"	NA	chr4	+	15854164	15855186	15854164	15854211	15854362	15855186
768	"AT4G28680"	NA	chr4	+	14157417	14158001	14157417	14157474	14157877	14158001
930	"AT4G19670"	NA	chr4	-	10700919	10702174	10700919	10701365	10701503	10702174
988	"AT4G16765"	NA	chr4	-	9430743	9431480	9430743	9430844	9431428	9431480
1021	"AT4G14385"	NA	chr4	-	8287347	8288148	8287347	8287430	8288078	8288148
1239	"AT3G62750"	NA	chr3	+	23215853	23216355	23215853	23216083	23216267	23216355
1291	"AT3G59470"	NA	chr3	-	21979542	21980839	21979542	21980122	21980527	21980839
1343	"AT3G55850"	NA	chr3	-	20724352	20725024	20724352	20724459	20724922	20725024
1361	"AT3G54740"	NA	chr3	+	20262336	20264115	20262336	20262679	20263036	20264115
1421	"AT3G51360"	NA	chr3	-	19064538	19064948	19064538	19064610	19064851	19064948
1521	"AT2G05520"	NA	chr2	+	2026523	2027283	2026523	2026610	2026649	2027283
1855	"AT1G63855"	NA	chr1	-	23699834	23700331	23699834	23699919	23700280	23700331
2000	"AT1G56220"	NA	chr1	+	21043703	21044998	21043703	21043893	21044356	21044998
2095	"AT5G07100"	NA	chr5	+	2204205	2205165	2204205	2204539	2204812	2205165
2100	"AT3G13970"	NA	chr3	-	4613491	4614124	4613491	4613755	4614055	4614124
2118	"AT1G54440"	NA	chr1	+	20326797	20327518	20326797	20326875	20327359	20327518
2141	"AT4G17310"	NA	chr4	-	9685665	9686024	9685665	9685710	9685976	9686024
2191	"AT2G03480"	NA	chr2	+	1053007	1053574	1053007	1053169	1053270	1053574
2217	"AT1G44125"	NA	chr1	-	16783003	16786828	16783003	16783197	16786374	16786828
2218	"AT1G44125"	NA	chr1	-	16783003	16786828	16783003	16783921	16786374	16786828
2276	"AT1G09195"	NA	chr1	-	2967939	2968758	2967939	2968199	2968652	2968758
2292	"AT5G66005"	NA	chr5	-	26398726	26399001	26398726	26398814	26398909	26399001
2370	"AT4G08170"	NA	chr4	-	5164947	5166371	5164947	5165068	5166289	5166371
2455	"AT1G02960"	NA	chr1	-	667150	667641	667150	667281	667540	667641
2478	"AT5G28080"	NA	chr5	-	10091593	10092721	10091593	10091821	10092314	10092721
2592	"AT1G22430"	NA	chr1	+	7920827	7921386	7920827	7920892	7921224	7921386
2627	"AT1G05830"	NA	chr1	+	1761083	1761817	1761083	1761228	1761554	1761817
2645	"AT1G06630"	NA	chr1	+	2027605	2027962	2027605	2027805	2027929	2027962
2655	"AT5G11580"	NA	chr5	+	3719096	3719809	3719096	3719267	3719684	3719809
2738	"AT1G04300"	NA	chr1	-	1152878	1153345	1152878	1152947	1153233	1153345
2833	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	628934	629321
2834	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	629287	629321
2902	"AT2G16990"	NA	chr2	+	7387364	7387976	7387364	7387443	7387690	7387976
3084	"AT3G54620"	NA	chr3	-	20218483	20218789	20218483	20218536	20218713	20218789
3238	"AT3G27610"	NA	chr3	-	10227328	10227808	10227328	10227389	10227723	10227808
3248	"AT1G03470"	NA	chr1	-	867408	867733	867408	867511	867625	867733
3265	"AT1G20696"	NA	chr1	+	7180673	7181069	7180673	7180754	7180989	7181069
3338	"AT3G45750"	NA	chr3	-	16796783	16797236	16796783	16796958	16797150	16797236
3367	"AT2G17780"	NA	chr2	-	7726541	7727503	7726541	7726960	7727324	7727503
3381	"AT1G13650"	NA	chr1	-	4681010	4682382	4681010	4681492	4682065	4682382
3456	"AT1G16560"	NA	chr1	+	5668572	5669039	5668572	5668709	5668944	5669039
3551	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627512	26627841	26628053
3555	"AT1G70620"	NA	chr1	+	26630246	26631104	26630246	26630303	26630700	26631104
3659	"AT1G48175"	NA	chr1	+	17790396	17791303	17790396	17791013	17791236	17791303
3839	"AT1G66940"	NA	chr1	-	24973464	24973819	24973464	24973491	24973729	24973819
3854	"AT3G27300"	NA	chr3	-	10086114	10086488	10086114	10086310	10086411	10086488
3920	"AT5G06265"	NA	chr5	+	1905778	1906766	1905778	1906172	1906563	1906766
4158	"AT2G16940"	NA	chr2	-	7345694	7346177	7345694	7345776	7346107	7346177
4190	"AT2G42380"	NA	chr2	-	17647573	17647905	17647573	17647687	17647814	17647905
4194	"AT1G65040"	NA	chr1	-	24162832	24163379	24162832	24162882	24163236	24163379
4206	"AT4G01510"	NA	chr4	+	643688	644400	643688	643755	644083	644400
4221	"AT3G53340"	NA	chr3	-	19775151	19775606	19775151	19775226	19775476	19775606
4272	"AT2G22260"	NA	chr2	+	9460917	9461386	9460917	9461149	9461312	9461386
