ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	32,16	12,9	17,16,13,27	16,29,20,53	232	149
1	42,36	0,0	19,32,32,44	2,2,1,2	293	149
2	18,12	110,116	10,10,17,6	118,114,95,113	178	149
3	242,277	21,12	233,241,233,310	17,17,7,25	158	149
4	200,243	8,11	184,161,163,209	11,3,2,5	155	149
7	15,31	0,1	21,22,19,52	0,0,0,0	152	149
8	128,134	0,1	100,98,127,152	0,1,0,1	159	149
10	178,189	1,0	145,193,227,214	0,1,0,0	153	149
11	29,29	1,2	16,25,10,18	5,3,0,0	182	149
13	20,22	92,114	8,13,8,13	93,84,105,120	160	149
14	2,1	55,70	1,6,2,6	38,38,66,88	310	149
15	363,377	0,2	438,395,317,474	3,3,4,1	154	149
16	231,316	3,1	313,305,268,346	3,6,0,4	156	149
17	8,11	31,35	4,15,11,3	51,47,29,76	152	149
18	71,97	14,12	84,99,55,119	14,23,15,13	157	149
20	133,110	8,14	117,146,118,148	2,1,7,5	167	149
21	82,87	1,3	98,84,94,131	1,2,1,4	152	149
22	5,5	2,5	0,2,1,2	1,1,7,6	161	149
23	12,17	1,7	5,4,0,4	0,2,2,0	295	149
24	2982,3139	409,454	2746,2817,2611,3087	776,698,671,763	155	149
25	12,9	24,23	7,4,7,4	8,12,6,10	158	149
26	11,9	52,50	18,7,16,11	62,90,58,83	161	149
27	7,7	38,37	3,13,9,11	43,48,39,40	170	149
28	28,16	11,13	9,15,11,40	20,30,38,65	347	149
29	29,20	93,92	12,19,15,45	72,55,78,82	359	149
30	12,17	93,92	23,34,42,70	72,55,78,82	161	149
32	0,3	102,89	2,2,2,6	95,103,124,116	332	149
33	24,25	19,29	21,36,41,32	39,42,33,49	156	149
35	63,49	6,3	41,53,93,90	4,5,6,4	152	149
36	8,6	19,16	16,6,6,14	43,37,33,35	186	149
37	54,71	4,0	65,80,67,74	1,2,2,0	152	149
38	10,6	1,8	7,4,1,5	1,1,8,8	169	149
42	33,51	294,276	40,64,49,73	296,332,265,262	236	149
43	97,103	7,8	40,50,36,47	10,4,9,7	180	149
44	1,0	5,6	0,1,0,1	10,20,19,7	159	149
45	4,2	31,23	3,4,4,6	35,25,29,62	164	149
46	0,0	13,12	0,0,1,0	15,6,14,18	166	149
47	6,12	19,18	8,4,6,6	24,39,27,12	167	149
48	32,59	4,1	27,31,41,62	6,2,5,1	458	149
49	17,35	4,1	9,15,14,50	6,2,5,1	499	149
50	3,1	15,25	1,1,3,12	19,17,27,20	190	149
51	12,13	0,0	10,9,22,37	0,0,1,0	152	149
53	6,16	8,14	11,10,10,13	4,6,7,19	152	149
54	33,29	2,2	28,35,41,38	0,1,0,0	747	149
55	8,5	0,0	6,6,10,9	0,4,0,0	243	149
56	8,6	0,0	4,19,5,9	1,0,1,0	227	149
57	4,11	12,32	12,16,14,10	12,17,13,31	152	149
60	34,22	12,10	23,14,3,12	7,11,19,8	152	149
61	1177,1287	0,1	1183,1212,1293,1602	1,1,1,3	154	149
62	5,1	4,2	0,1,1,4	3,1,0,0	297	149
63	11,9	15,22	2,1,10,7	9,9,16,12	297	149
67	117,105	0,3	121,106,89,116	4,1,3,1	164	149
69	176,206	31,23	190,182,230,285	36,22,24,64	152	149
70	14,17	0,2	10,18,14,25	0,1,0,6	210	149
71	63,86	0,0	93,122,39,61	0,0,0,1	397	149
74	4,8	8,7	1,2,7,3	3,6,16,15	158	149
75	1,4	1,0	0,2,3,2	1,0,3,1	158	149
76	11,23	2,3	26,39,31,19	4,3,1,6	152	149
77	0,5	3,0	4,5,3,5	2,2,0,2	211	149
78	4,7	0,1	15,18,7,24	0,3,0,1	170	149
79	6,9	1,2	2,6,7,4	9,3,8,3	234	149
80	110,116	2,5	127,130,113,174	0,0,0,4	356	149
81	18,22	4,1	28,38,39,42	3,3,1,10	170	149
83	197,216	6,5	221,262,195,268	21,22,28,19	298	149
84	9,6	34,47	14,11,17,22	18,28,28,31	152	149
85	4,5	55,75	9,6,0,11	61,68,76,71	165	149
86	220,239	57,62	202,194,239,239	27,22,26,47	152	149
87	228,205	113,101	208,200,167,189	85,66,64,68	152	149
89	64,65	4,10	65,70,68,101	10,6,4,7	164	149
90	2,2	147,151	1,1,3,2	40,59,105,123	317	149
91	0,7	1,4	2,4,2,0	7,1,0,0	182	149
92	6,13	40,45	6,7,4,11	44,39,31,86	158	149
93	5,4	44,35	7,6,0,5	34,27,34,34	167	149
94	450,430	0,2	387,407,464,535	0,0,0,0	153	149
95	99,98	301,319	74,57,101,95	237,260,325,363	232	149
97	44,29	10,2	42,33,40,77	6,0,2,1	230	149
98	9,18	90,112	6,7,2,7	104,139,120,149	163	149
99	24,14	2,0	27,33,39,36	0,3,2,0	164	149
100	54,60	31,38	29,28,78,65	28,32,32,40	156	149
101	129,163	4,0	198,156,147,247	2,0,1,4	288	149
102	6,3	137,140	2,2,1,0	147,162,134,193	182	149
103	170,182	12,5	127,157,166,248	9,8,7,6	161	149
105	142,161	1,2	125,108,110,151	0,0,8,1	172	149
106	28,50	2660,2647	30,25,47,49	2616,2536,2698,3605	158	149
107	1,8	2,0	2,0,4,13	1,0,2,0	164	149
108	10,0	4,5	0,0,1,0	8,8,26,20	165	149
109	251,324	1,0	273,314,336,489	0,0,5,0	710	149
110	3,6	13,15	6,7,4,10	22,19,19,26	152	149
111	13,18	0,0	13,13,11,19	3,1,0,0	184	149
113	11,10	12,5	9,10,6,14	12,8,12,12	158	149
114	43,46	0,0	38,30,59,61	0,0,1,0	184	149
115	73,39	1,0	43,51,67,57	1,0,0,0	328	149
116	77,49	0,0	82,56,60,70	1,0,0,0	161	149
117	6,9	0,0	0,11,9,12	1,0,0,0	181	149
118	66,81	2,2	53,61,95,83	1,0,0,2	222	149
119	5,5	34,46	10,12,8,9	47,51,45,86	170	149
120	14,3	502,484	13,15,4,9	516,580,457,602	185	149
121	54072,55954	96,142	56289,51809,42691,52957	131,100,71,110	170	149
122	1,6	0,0	1,1,10,7	0,0,4,0	206	149
124	10,5	2,11	7,5,5,13	15,10,6,7	758	149
125	19,17	2,11	18,16,5,29	15,10,6,7	801	149
127	21,28	12,16	21,30,30,31	18,20,18,26	353	149
128	33,35	34,46	52,50,49,57	16,30,38,39	411	149
129	5,5	0,1	8,12,1,5	1,3,2,4	166	149
130	20,20	458,530	9,10,12,25	435,511,566,614	330	149
132	13,20	2,0	33,25,67,51	1,1,6,2	484	149
133	55,39	426,496	46,35,36,45	454,391,408,548	168	149
134	6,3	0,1	7,6,3,5	0,0,0,0	195	149
135	28,49	11,12	47,39,49,64	24,27,37,38	154	149
136	2,0	66,63	0,4,4,2	60,51,51,72	318	149
138	0,0	2,5	10,8,3,8	1,0,2,6	152	149
139	382,386	0,1	365,347,390,508	0,0,0,1	177	149
140	4,3	0,1	1,5,12,8	0,3,0,0	154	149
141	1,0	27,30	0,2,0,4	19,31,25,34	161	149
142	19,8	138,185	16,9,7,8	173,133,161,188	321	149
144	20,19	3,1	16,23,34,33	6,5,3,0	152	149
145	6,0	186,175	2,0,2,4	176,179,160,231	197	149
146	63,67	38,36	95,110,87,106	67,36,53,56	209	149
147	1965,2137	2,0	1936,1996,2505,3041	9,5,0,4	218	149
148	166,152	17,13	99,90,86,139	12,10,14,6	171	149
149	9,20	0,0	18,39,28,39	1,0,0,0	163	149
150	14,18	9,6	19,37,22,32	4,13,4,6	158	149
151	26,15	10,11	30,35,24,36	19,24,24,33	157	149
153	30,23	0,0	11,34,37,33	0,1,0,0	437	149
155	3,5	1,0	4,2,0,9	0,0,0,3	161	149
157	90,121	24,51	88,71,121,140	38,25,19,26	582	149
158	8,5	62,63	10,9,2,3	51,52,54,51	179	149
159	16,22	0,1	18,8,16,13	0,1,0,0	158	149
160	3,1	48,67	0,2,0,6	77,76,76,88	415	149
161	0,3	0,0	1,0,0,1	0,2,0,0	179	149
164	2,3	1,3	5,1,6,7	1,1,1,1	164	149
165	3,11	0,0	6,0,7,6	1,0,0,0	162	149
166	4,2	47,61	8,8,4,7	46,53,46,62	161	149
167	28,21	3,0	17,21,21,55	2,2,0,6	210	149
168	237,253	12,12	337,338,390,459	12,17,14,21	188	149
169	2,5	36,37	7,11,8,7	21,29,32,40	166	149
171	36,34	162,174	21,22,26,33	111,107,141,150	152	149
172	5,0	30,30	0,3,0,0	23,43,33,37	298	149
173	23,46	1,0	31,27,30,33	0,0,1,0	156	149
174	113,126	15,19	67,90,137,171	8,9,16,24	283	149
175	87,80	10,5	77,70,87,65	3,0,2,9	152	149
176	5,4	47,37	3,6,7,10	71,37,45,77	190	149
178	20,17	1,1	21,12,29,19	0,3,0,0	152	149
179	22,44	0,0	26,31,31,35	1,0,1,0	161	149
180	74,44	2,4	48,46,70,101	1,3,2,2	343	149
181	4,6	2,1	7,9,6,6	5,1,3,2	171	149
182	1142,1299	26,26	1033,1014,1054,1442	17,18,26,32	152	149
185	131,155	47,35	139,154,137,186	49,35,31,47	164	149
187	5,12	31,12	6,3,20,7	16,20,11,27	209	149
188	580,653	0,0	561,536,455,535	2,0,0,0	152	149
190	54,66	0,0	60,59,74,66	2,0,0,2	152	149
191	7,1	6,0	2,5,12,10	0,0,0,0	155	149
192	1,0	0,1	0,5,0,0	2,3,2,1	178	149
193	0,6	0,0	3,9,4,8	0,1,1,0	179	149
194	30,46	1,0	25,34,35,40	0,0,0,0	155	149
195	2,1	28,34	2,3,0,1	29,26,39,55	176	149
196	8,10	29,13	6,4,13,10	23,11,30,26	159	149
197	1,0	25,25	1,0,4,4	29,27,46,30	182	149
198	213,237	2,1	144,150,162,211	14,19,5,10	161	149
200	93,56	27,27	85,60,49,55	19,12,14,15	163	149
201	13,9	103,97	9,3,3,4	101,69,81,84	168	149
202	17,23	188,206	29,30,27,44	132,151,219,285	340	149
204	41,42	0,4	32,24,30,42	5,8,0,8	202	149
205	4,3	1,2	7,2,2,11	0,0,0,0	152	149
206	7,12	1,0	11,11,10,23	2,0,0,4	155	149
207	10,1	405,390	8,4,7,10	402,354,324,475	303	149
208	16,4	9,16	11,17,5,5	11,14,14,24	163	149
