ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
16	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466693	25467087
54	"AT5G53020"	NA	chr5	+	21499290	21500829	21499888	21500829	21498423	21498605
56	"AT5G53020"	NA	chr5	+	21499888	21500829	21499966	21500829	21499416	21499440
62	"AT5G52070"	NA	chr5	+	21163578	21163968	21163726	21163968	21161131	21161353
71	"AT5G50915"	NA	chr5	-	20710102	20710838	20710102	20710590	20710956	20711067
75	"AT5G50240"	NA	chr5	+	20451631	20451902	20451640	20451902	20451532	20451544
80	"AT5G48640"	NA	chr5	-	19724984	19725236	19724984	19725029	19725386	19725493
83	"AT5G48545"	NA	chr5	+	19677544	19677747	19677693	19677747	19676967	19677034
94	"AT5G46250"	NA	chr5	+	18757246	18757315	18757250	18757315	18757110	18757158
106	"AT5G41700"	NA	chr5	+	16676482	16676619	16676491	16676619	16676053	16676141
109	"AT5G40910"	NA	chr5	+	16395536	16397169	16396097	16397169	16395210	16395275
115	"AT5G40280"	NA	chr5	+	16102637	16102870	16102816	16102870	16102244	16102280
129	"AT5G37340"	NA	chr5	-	14789165	14789236	14789165	14789219	14789342	14789409
134	"AT5G36002"	NA	chr5	-	14141794	14142755	14141794	14142709	14142871	14143254
149	"AT5G47900"	NA	chr5	+	19392882	19392964	19392896	19392964	19392658	19392796
156	"AT5G25570"	NA	chr5	+	8902570	8902660	8902608	8902660	8901989	8902047
161	"AT5G24760"	NA	chr5	-	8496988	8497155	8496988	8497125	8497266	8497419
165	"AT5G24350"	NA	chr5	+	8304631	8305566	8304644	8305566	8303289	8304256
178	"AT5G23080"	NA	chr5	-	7746183	7746258	7746183	7746255	7746432	7746519
190	"AT5G20720"	NA	chr5	+	7015009	7015188	7015012	7015188	7014668	7014894
191	"AT5G57300"	NA	chr5	-	23210517	23210660	23210517	23210654	23210874	23211002
193	"AT5G20360"	NA	chr5	-	6882361	6884315	6882361	6884285	6884345	6884630
206	"AT5G28020"	NA	chr5	-	10028127	10028185	10028127	10028179	10028485	10028525
210	"AT5G17170"	NA	chr5	+	5650623	5650692	5650628	5650692	5650434	5650520
219	"AT5G62790"	NA	chr5	-	25216209	25216335	25216209	25216330	25216416	25216484
220	"AT5G14850"	NA	chr5	-	4801896	4802188	4801896	4802183	4802299	4802469
227	"AT5G14180"	NA	chr5	-	4571323	4571933	4571323	4571764	4572185	4572226
234	"AT5G13410"	NA	chr5	-	4300206	4300427	4300206	4300262	4300774	4300825
244	"AT5G12290"	NA	chr5	-	3976383	3976578	3976383	3976574	3976699	3976865
245	"AT5G12290"	NA	chr5	-	3976383	3976578	3976383	3976574	3976703	3976865
261	"AT5G18245"	NA	chr5	+	6029821	6030596	6030356	6030596	6029601	6029684
266	"AT5G08535"	NA	chr5	+	2762441	2762940	2762709	2762940	2762028	2762261
292	"AT5G06690"	NA	chr5	-	2060442	2061047	2060442	2060749	2061135	2061210
293	"AT5G06690"	NA	chr5	-	2060871	2061047	2060871	2060889	2061135	2061210
294	"AT5G06690"	NA	chr5	-	2060442	2061047	2060442	2060749	2061582	2062081
297	"AT5G06440"	NA	chr5	-	1965756	1965856	1965756	1965849	1965951	1966041
300	"AT5G05310"	NA	chr5	+	1572220	1572322	1572225	1572322	1572080	1572149
302	"AT5G04620"	NA	chr5	+	1329297	1329695	1329626	1329695	1328959	1329093
312	"AT5G03345"	NA	chr5	+	814369	814422	814373	814422	814003	814268
325	"AT5G01470"	NA	chr5	+	192295	192769	192301	192769	192128	192227
329	"AT5G01010"	NA	chr5	-	1278	1646	1278	1459	1744	1780
337	"AT4G39140"	NA	chr4	-	18230996	18231378	18230996	18231301	18231906	18232020
340	"AT4G38470"	NA	chr4	+	18003112	18003374	18003239	18003374	18002935	18003016
356	"AT5G14780"	NA	chr5	+	4777602	4777933	4777733	4777933	4776732	4777129
358	"AT5G14780"	NA	chr5	+	4777733	4777933	4777758	4777933	4776732	4777129
