ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	"AT5G65970"	NA	chr5	-	26388353	26388669	26388495	26388669	26388166	26388234	3	161,157	0,0	89,157	0,2	291	149	1	1.0	1.0,1.0	1.0,0.976	0.012
4	"AT5G65770"	NA	chr5	+	26312838	26313190	26312838	26313109	26313231	26313315	4	1,3	180,233	5,0	132,171	230	149	1	1.0	0.004,0.008	0.024,0.0	-0.006
5	"AT5G65440"	NA	chr5	+	26151421	26151806	26151421	26151747	26151996	26152050	5	0,5	1,5	5,10	2,7	208	149	0.354502387386	1.0	0.0,0.417	0.642,0.506	-0.366
8	"AT5G63960"	NA	chr5	+	25601114	25601303	25601114	25601252	25601462	25601540	8	3,2	24,28	0,0	7,21	200	149	1	1.0	0.085,0.051	0.0,0.0	0.068
9	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515745	25516081	9	69,127	18,20	77,109	8,21	184	149	1	1.0	0.756,0.837	0.886,0.808	-0.05
10	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515877	25516074	10	62,101	1,0	60,78	0,0	184	149	1	1.0	0.98,1.0	1.0,1.0	-0.01
11	"AT5G63680"	NA	chr5	+	25490064	25490375	25490064	25490165	25490474	25490764	11	1,0	234,257	6,10	132,208	298	149	1	1.0	0.002,0.0	0.022,0.023	-0.021
12	"AT5G63620"	NA	chr5	-	25466686	25466864	25466693	25466864	25466127	25466571	12	8,3	707,1039	1,1	630,1036	156	149	1	1.0	0.011,0.003	0.002,0.001	0.005
15	"AT5G62480"	NA	chr5	-	25089239	25089626	25089373	25089626	25088526	25089170	15	231,342	0,2	239,358	0,5	283	149	1	1.0	1.0,0.989	1.0,0.974	0.007
16	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967840	24967882	16	15,15	2,1	0,4	0,1	298	149	1	1.0	0.789,0.882	NA,0.667	0.168
17	"AT5G61960"	NA	chr5	-	24884059	24884174	24884152	24884174	24883405	24883955	17	7,6	15,11	1,11	7,9	242	149	1	1.0	0.223,0.251	0.081,0.429	-0.018
18	"AT5G61960"	NA	chr5	-	24883691	24883955	24883907	24883955	24883550	24883573	18	5,7	10,16	4,11	10,23	298	149	1	1.0	0.2,0.179	0.167,0.193	0.01
20	"AT5G61960"	NA	chr5	-	24883872	24884174	24883907	24884174	24883550	24883573	20	1,2	10,16	0,6	10,23	184	149	1	1.0	0.075,0.092	0.0,0.174	-0.004
21	"AT5G61540"	NA	chr5	+	24745459	24745631	24745459	24745625	24745717	24746276	21	63,43	2,0	28,64	0,1	155	149	1	1.0	0.968,1.0	1.0,0.984	-0.008
22	"AT5G61330"	NA	chr5	-	24660319	24661241	24660904	24661241	24660022	24660120	22	5,7	74,63	2,5	43,87	298	149	1	1.0	0.033,0.053	0.023,0.028	0.017
23	"AT5G60120"	NA	chr5	+	24209970	24210095	24209970	24210074	24210295	24210409	23	188,271	28,17	185,234	27,57	170	149	1	1.0	0.855,0.933	0.857,0.783	0.074
24	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210074	24210295	24210409	24	21,26	28,17	23,48	27,57	236	149	1	1.0	0.321,0.491	0.35,0.347	0.058
25	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210095	24210295	24210409	25	4,0	171,245	5,13	167,199	215	149	1	1.0	0.016,0.0	0.02,0.043	-0.024
