ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
213	AT5G18420		chr5	-	6105904	6105989	6105904	6105986	6106199	6106341	213	81,104	85,149	16,44	84,186	152	149	4.86723043208e-05	0.0158115457179284	0.483,0.406	0.157,0.188	0.272
1132	AT4G17310		chr4	-	9685185	9685710	9685185	9685454	9686443	9686616	1132	27,43	29,31	41,51	6,2	405	149	3.58874900763e-06	0.0020402038108376	0.255,0.338	0.715,0.904	-0.513
1133	AT4G17310		chr4	-	9685185	9686024	9685185	9685454	9686443	9686616	1133	82,135	29,31	88,111	6,2	719	149	6.60703283921e-05	0.0187804908454544	0.369,0.474	0.752,0.92	-0.415
1159	AT1G44780		chr1	+	16911209	16911289	16911212	16911289	16910814	16911132	1159	50,40	13,23	22,20	39,45	152	149	0.000136055104224	0.0309389307005376	0.79,0.63	0.356,0.303	0.38
1258	AT2G43465		chr2	-	18048523	18048642	18048523	18048626	18048709	18048797	1258	9,20	14,9	13,28	1,1	165	149	0.000160956793192	0.0332741588835098	0.367,0.667	0.922,0.962	-0.425
1443	AT3G04630		chr3	+	1259566	1259661	1259569	1259661	1259226	1259461	1443	102,139	138,128	107,216	38,74	152	149	8.90736482885e-05	0.0225059418008943	0.42,0.516	0.734,0.741	-0.27
1598	AT1G15280		chr1	+	5253545	5253751	5253548	5253751	5253287	5253387	1598	344,298	326,356	298,492	67,179	152	149	1.03380527472e-08	1.17543659735664e-05	0.508,0.451	0.813,0.729	-0.291
1628	AT5G36930		chr5	-	14571428	14571933	14571428	14571909	14572404	14572449	1628	0,7	21,30	8,15	5,8	173	149	1.65123741264e-05	0.0075098277526867	0.0,0.167	0.579,0.618	-0.515
1737	AT1G13880		chr1	+	4749834	4751212	4749837	4751212	4749591	4749747	1737	17,29	94,151	67,82	70,137	152	149	0.000244946327951	0.042846765366198	0.151,0.158	0.484,0.37	-0.272
1768	AT3G10480		chr3	+	3265472	3265658	3265475	3265658	3265103	3265381	1768	178,194	29,40	97,157	61,97	152	149	0.000228334769311	0.042846765366198	0.857,0.826	0.609,0.613	0.23
1770	AT4G03110		chr4	-	1377076	1377410	1377076	1377407	1377507	1377687	1770	245,288	147,162	308,390	37,71	152	149	5.93577442976e-07	0.0004499317017758	0.62,0.635	0.891,0.843	-0.24
2281	AT2G32700		chr2	+	13870116	13870261	13870122	13870261	13869710	13869938	2281	310,366	312,316	128,132	268,379	155	149	3.91999397287e-05	0.0148567771571773	0.489,0.527	0.315,0.251	0.225
2322	AT2G36360		chr2	-	15246646	15246762	15246646	15246743	15246849	15246886	2322	0,0	5,6	1,4	0,0	168	149	1.23016485887e-10	2.79739488907038e-07	0.0,0.0	1.0,1.0	-1.0
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
66	AT5G44750		chr5	+	18056513	18056585	18056513	18056573	18056667	18056754	66	19,34	16,20	0,10	16,46	161	149	6.5150066012e-06	0.0002616025727558	0.524,0.611	0.0,0.167	0.484
68	AT5G44290		chr5	-	17843414	17843806	17843432	17843806	17842764	17843307	68	53,97	196,336	7,15	177,312	167	149	0.00110885408738	0.0234657500113118	0.194,0.205	0.034,0.041	0.162
93	AT5G27630		chr5	+	9779718	9779904	9779718	9779844	9780007	9780154	93	13,5	8,9	16,17	1,1	209	149	0.000116533550989	0.0033180280154322	0.537,0.284	0.919,0.924	-0.511
146	AT5G11630		chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	146	129,113	30,31	29,59	65,97	214	149	2.8865798640299994e-14	4.52038406707098e-12	0.75,0.717	0.237,0.298	0.466
160	AT5G37690		chr5	-	14975877	14976229	14975901	14976229	14975446	14975574	160	140,220	44,98	32,58	61,97	173	149	1.00353738652e-08	6.548081447043001e-07	0.733,0.659	0.311,0.34	0.37
169	AT5G05080		chr5	-	1500325	1500784	1500419	1500784	1499969	1500083	169	7,6	1,0	2,4	4,3	243	149	0.000144467208139	0.0039690464551872	0.811,1.0	0.235,0.45	0.563
173	AT5G04690		chr5	-	1351593	1352085	1351635	1352085	1351350	1351503	173	4,3	0,0	2,4	2,4	191	149	0.00166333916551	0.0342735412261665	1.0,1.0	0.438,0.438	0.562
201	AT4G38380		chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	201	13,23	34,30	13,30	3,6	163	149	1.72855237156e-05	0.0006152075031506	0.259,0.412	0.798,0.82	-0.473
220	AT5G37850		chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	220	121,195	282,352	41,80	281,572	182	149	0.000209462570539	0.0055596336519334	0.26,0.312	0.107,0.103	0.181
231	AT4G33520		chr4	+	16125440	16125525	16125440	16125521	16125625	16126150	231	6,13	0,0	2,4	3,4	153	149	0.0010430556324	0.022375686579978	1.0,1.0	0.394,0.493	0.556
235	AT4G32900		chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	235	66,63	174,191	87,135	93,117	157	149	0.000109745034827	0.0032426551799826	0.265,0.238	0.47,0.523	-0.245
359	AT4G09980		chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	359	3,8	128,110	43,37	43,75	160	149	9.34842023792e-08	5.4220837379936e-06	0.021,0.063	0.482,0.315	-0.356
403	AT4G40050		chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	403	129,158	186,212	118,197	32,55	153	149	1.3526957332e-12	1.6294780909163076e-10	0.403,0.421	0.782,0.777	-0.368
408	AT3G63460		chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	408	405,390	48,59	133,210	173,277	155	149	0.0	0.0	0.89,0.864	0.425,0.422	0.454
409	AT3G63340		chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	409	236,219	8,13	26,46	19,42	180	149	2.9976021664899997e-15	5.215827769692599e-13	0.961,0.933	0.531,0.476	0.444
451	AT3G54500		chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	451	239,279	137,135	424,679	530,983	152	149	3.18653615972e-05	0.001061726728962	0.631,0.67	0.44,0.404	0.229
492	AT5G43990		chr5	+	17699083	17699345	17699083	17699285	17699457	17700575	492	10,5	6,5	6,19	0,0	209	149	2.65338713829e-05	0.0009233787241249	0.543,0.416	1.0,1.0	-0.52
509	AT4G24230		chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	509	64,97	143,236	27,49	221,390	162	149	0.00260875562011	0.0498208695255153	0.292,0.274	0.101,0.104	0.181
511	AT5G35330		chr5	-	13525620	13525834	13525641	13525834	13524824	13525279	511	72,121	134,173	32,59	160,312	170	149	0.00043809317942	0.0100890282201723	0.32,0.38	0.149,0.142	0.204
528	AT2G02080		chr2	-	520976	521205	520980	521205	520263	520660	528	6,12	194,209	65,99	62,89	153	149	0.0	0.0	0.029,0.053	0.505,0.52	-0.471
556	AT1G79190		chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	556	8,10	40,39	20,39	8,10	167	149	1.79676939993e-10	1.5631893779391e-08	0.151,0.186	0.69,0.777	-0.565
560	AT1G78690		chr1	+	29596982	29597235	29596982	29597190	29597315	29597446	560	21,28	23,28	21,48	6,8	194	149	0.00038957097402	0.0093852181316888	0.412,0.434	0.729,0.822	-0.352
561	AT1G78690		chr1	+	29596982	29597235	29596982	29597210	29597315	29597446	561	12,6	51,45	12,27	12,33	174	149	0.00240518945644	0.0473393096123062	0.168,0.102	0.461,0.412	-0.301
566	AT2G04790		chr2	+	1679306	1679909	1679306	1679886	1680014	1680176	566	16,33	15,35	3,6	54,100	172	149	6.07102257355e-10	4.527248261990143e-08	0.48,0.45	0.046,0.049	0.417
569	AT1G79270		chr1	+	29815505	29816515	29815505	29816510	29816606	29816677	569	8,17	24,7	27,28	2,2	154	149	0.00230486386676	0.04627457455572	0.244,0.701	0.929,0.931	-0.458
594	AT1G70490		chr1	-	26565290	26565849	26565317	26565849	26565004	26565161	594	2,5	3,4	5,3	0,1	176	149	0.00137487613208	0.0287074136378304	0.361,0.514	1.0,0.717	-0.421
595	AT1G70490		chr1	-	26565301	26565849	26565317	26565849	26565004	26565161	595	1,2	3,4	7,8	0,1	165	149	1.35735468926e-05	0.0005060993912812	0.231,0.311	1.0,0.878	-0.668
682	AT1G55500		chr1	+	20722145	20722308	20722145	20722292	20722393	20722856	682	15,14	297,238	45,64	126,241	165	149	0.00245335499129	0.0474315298316066	0.044,0.05	0.244,0.193	-0.171
684	AT1G73390		chr1	-	27594494	27594551	27594498	27594551	27593901	27594166	684	44,36	20,11	8,24	22,53	153	149	2.85660772492e-06	0.000124262436034	0.682,0.761	0.262,0.306	0.438
686	AT1G47550		chr1	+	17462053	17462227	17462053	17462224	17462308	17462388	686	52,82	227,298	13,9	277,364	152	149	0.000350618877721	0.008715383531922	0.183,0.212	0.044,0.024	0.164
