ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	2,7	9,30	0,0	11,7	225	149	0.670753779376	1.0	0.128,0.134	0.0,0.0	0.131
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	139,134	289,313	47,139	229,415	252	149	1	1.0	0.221,0.202	0.108,0.165	0.075
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	71,42	389,484	50,97	262,520	251	149	1	1.0	0.098,0.049	0.102,0.1	-0.027
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	7,6	26,26	16,6	12,40	227	149	1	1.0	0.15,0.132	0.467,0.09	-0.138
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	42,42	168,166	27,36	121,221	273	149	1	1.0	0.12,0.121	0.109,0.082	0.025
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	20,14	135,179	14,31	94,145	246	149	1	1.0	0.082,0.045	0.083,0.115	-0.036
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	26,22	11,14	39,19	8,19	296	149	1	1.0	0.543,0.442	0.71,0.335	-0.03
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	25,21	10,8	18,36	2,8	241	149	0.413535874819	1.0	0.607,0.619	0.848,0.736	-0.179
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	560,666	133,138	330,491	67,132	238	149	1	1.0	0.725,0.751	0.755,0.7	0.01
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	17,12	0,0	7,16	1,2	242	149	0.416131144562	1.0	1.0,1.0	0.812,0.831	0.178
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	158,253	631,754	111,174	530,717	228	149	1	1.0	0.141,0.18	0.12,0.137	0.032
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	213,358	4334,5982	223,361	4047,6533	212	149	1	1.0	0.033,0.04	0.037,0.037	-0.0
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	53,52	100,109	31,58	72,118	255	149	1	1.0	0.236,0.218	0.201,0.223	0.015
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	103,120	421,513	74,137	391,612	225	149	1	1.0	0.139,0.134	0.111,0.129	0.017
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	1,9	52,42	0,10	33,64	232	149	1	1.0	0.012,0.121	0.0,0.091	0.021
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	27,26	81,78	16,41	48,78	246	149	1	1.0	0.168,0.168	0.168,0.241	-0.037
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	10,10	109,75	8,13	53,92	247	149	1	1.0	0.052,0.074	0.083,0.079	-0.018
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	174,234	40,48	104,208	27,44	272	149	1	1.0	0.704,0.728	0.678,0.721	0.016
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	2,0	102,107	1,1	50,87	251	149	1	1.0	0.012,0.0	0.012,0.007	-0.003
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	57,83	177,167	45,76	105,139	232	149	1	1.0	0.171,0.242	0.216,0.26	-0.031
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	10,9	86,95	8,28	54,109	335	149	1	1.0	0.049,0.04	0.062,0.103	-0.038
