ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67540"	NA	chr5	-	26945172	26945782	26945172	26945699	26946015	26946377	0	36,46	37,45	13,40	35,47	232	149	0.840134693214	1.0	0.385,0.396	0.193,0.353	0.117
2	"AT5G66850"	NA	chr5	-	26695567	26696171	26695567	26696142	26696300	26696380	2	11,8	128,196	3,13	93,176	178	149	1	1.0	0.067,0.033	0.026,0.058	0.008
3	"AT5G66720"	NA	chr5	-	26639669	26639979	26639669	26639970	26640048	26640545	3	517,593	36,49	374,540	17,37	158	149	1	1.0	0.931,0.919	0.954,0.932	-0.018
4	"AT5G66240"	NA	chr5	+	26467906	26467956	26467912	26467956	26467723	26467808	4	544,755	16,44	390,645	29,32	155	149	1	1.0	0.97,0.943	0.928,0.951	0.017
6	"AT5G66060"	NA	chr5	+	26420112	26420210	26420118	26420210	26419763	26419848	6	250,267	0,0	146,247	0,1	155	149	1	1.0	1.0,1.0	1.0,0.996	0.002
7	"AT5G65930"	NA	chr5	-	26375107	26375207	26375107	26375204	26375292	26375859	7	94,109	0,1	51,83	0,0	152	149	1	1.0	1.0,0.991	1.0,1.0	-0.004
8	"AT5G65640"	NA	chr5	+	26238553	26238721	26238563	26238721	26238239	26238422	8	206,180	0,0	120,182	1,0	159	149	1	1.0	1.0,1.0	0.991,1.0	0.004
10	"AT5G65210"	NA	chr5	+	26059313	26059394	26059317	26059394	26059019	26059201	10	962,1195	0,0	621,1014	4,5	153	149	1	1.0	1.0,1.0	0.993,0.995	0.006
11	"AT5G65060"	NA	chr5	+	25990083	25990183	25990116	25990183	25989941	25990003	11	46,62	7,7	18,44	5,18	182	149	0.253566921534	1.0	0.843,0.879	0.747,0.667	0.154
13	"AT5G63870"	NA	chr5	-	25562512	25562924	25562512	25562913	25563158	25563316	13	28,24	207,249	15,36	182,305	160	149	1	1.0	0.112,0.082	0.071,0.099	0.012
14	"AT5G63680"	NA	chr5	+	25490313	25490764	25490474	25490764	25490064	25490165	14	9,11	234,257	9,9	132,208	310	149	1	1.0	0.018,0.02	0.032,0.02	-0.007
15	"AT5G63670"	NA	chr5	+	25488992	25489054	25488997	25489054	25488635	25488691	15	470,498	0,4	385,576	4,1	154	149	1	1.0	1.0,0.992	0.989,0.998	0.002
17	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466693	25467087	17	734,1074	5,12	652,1088	6,12	156	149	1	1.0	0.993,0.988	0.99,0.989	0.001
18	"AT5G63550"	NA	chr5	+	25446543	25446612	25446546	25446612	25446392	25446473	18	20,23	87,81	3,8	49,95	152	149	0.316674809602	1.0	0.184,0.218	0.057,0.076	0.135
19	"AT5G63440"	NA	chr5	+	25407020	25407135	25407028	25407135	25406301	25406474	19	124,90	20,23	52,70	14,26	157	149	1	1.0	0.855,0.788	0.779,0.719	0.073
21	"AT5G62640"	NA	chr5	-	25150537	25150911	25150537	25150893	25151011	25151093	21	301,320	12,8	185,287	12,7	167	149	1	1.0	0.957,0.973	0.932,0.973	0.012
22	"AT5G62290"	NA	chr5	+	25020537	25020603	25020540	25020603	25020385	25020445	22	205,252	0,1	125,241	2,0	152	149	1	1.0	1.0,0.996	0.984,1.0	0.006
23	"AT5G62165"	NA	chr5	+	24965037	24965256	24965049	24965256	24964645	24964959	23	5,4	4,11	0,0	0,1	161	149	1	1.0	0.536,0.252	NA,0.0	0.394
24	"AT5G62165"	NA	chr5	+	24967694	24967882	24967840	24967882	24967327	24967427	24	14,27	2,1	0,4	0,1	295	149	1	1.0	0.78,0.932	NA,0.669	0.187
25	"AT5G61410"	NA	chr5	-	24683605	24683858	24683605	24683852	24684044	24684134	25	3358,4954	444,707	3655,5723	833,1224	155	149	1	1.0	0.879,0.871	0.808,0.818	0.062
26	"AT5G61310"	NA	chr5	-	24653323	24653761	24653323	24653752	24654769	24654940	26	17,13	10,25	8,12	5,12	158	149	1	1.0	0.616,0.329	0.601,0.485	-0.07
27	"AT5G60590"	NA	chr5	+	24357944	24358248	24357956	24358248	24357702	24357878	27	27,34	95,79	13,17	57,89	161	149	1	1.0	0.208,0.285	0.174,0.15	0.085
28	"AT5G60580"	NA	chr5	+	24356204	24356305	24356225	24356305	24356052	24356143	28	17,31	97,136	22,42	72,115	170	149	1	1.0	0.133,0.167	0.211,0.242	-0.076
29	"AT5G60570"	NA	chr5	+	24348169	24350164	24348367	24350164	24347782	24348026	29	43,86	33,28	51,73	28,59	347	149	1	1.0	0.359,0.569	0.439,0.347	0.071
30	"AT5G60570"	NA	chr5	+	24348169	24350164	24348379	24350164	24347782	24348026	30	44,91	201,208	54,82	92,159	359	149	1	1.0	0.083,0.154	0.196,0.176	-0.068
31	"AT5G60570"	NA	chr5	+	24348367	24350164	24348379	24350164	24347782	24348026	31	34,33	201,208	31,68	92,159	161	149	0.280648018101	1.0	0.135,0.128	0.238,0.284	-0.13
33	"AT5G60120"	NA	chr5	+	24210578	24211094	24210761	24211094	24209970	24210409	33	5,3	173,199	3,12	124,221	332	149	1	1.0	0.013,0.007	0.011,0.024	-0.008
34	"AT5G60100"	NA	chr5	-	24200234	24200662	24200234	24200655	24201128	24201364	34	51,83	39,62	30,27	29,46	156	149	0.573646218016	1.0	0.555,0.561	0.497,0.359	0.13
36	"AT5G59430"	NA	chr5	+	23968431	23969047	23968434	23969047	23968147	23968337	36	143,172	10,5	93,156	6,17	152	149	1	1.0	0.933,0.971	0.938,0.9	0.033
37	"AT5G62100"	NA	chr5	+	24941465	24942003	24941502	24942003	24941112	24941259	37	14,23	83,144	29,31	140,175	186	149	1	1.0	0.119,0.113	0.142,0.124	-0.017
38	"AT5G59210"	NA	chr5	-	23891670	23891705	23891670	23891702	23891903	23892030	38	195,266	6,12	134,219	4,4	152	149	1	1.0	0.97,0.956	0.97,0.982	-0.013
39	"AT5G58790"	NA	chr5	+	23745447	23745636	23745467	23745636	23745249	23745359	39	24,27	20,17	11,19	8,10	169	149	1	1.0	0.514,0.583	0.548,0.626	-0.038
43	"AT5G58240"	NA	chr5	-	23558741	23558977	23558741	23558890	23559056	23559171	43	85,105	373,484	67,130	280,519	236	149	1	1.0	0.126,0.12	0.131,0.137	-0.011
44	"AT5G57860"	NA	chr5	+	23437924	23437993	23437955	23437993	23437553	23437729	44	148,187	9,17	63,87	9,12	180	149	1	1.0	0.932,0.901	0.853,0.857	0.062
45	"AT5G57700"	NA	chr5	+	23375272	23375385	23375282	23375385	23374873	23374983	45	4,1	16,13	5,5	11,8	159	149	0.286323949477	1.0	0.19,0.067	0.299,0.369	-0.205
46	"AT5G57270"	NA	chr5	-	23203347	23203390	23203347	23203375	23203497	23203899	46	10,9	34,61	13,24	24,45	164	149	0.191609569549	1.0	0.211,0.118	0.33,0.326	-0.164
47	"AT5G57210"	NA	chr5	-	23182999	23183193	23182999	23183176	23183274	23183378	47	2,1	56,59	0,0	27,48	166	149	1	1.0	0.031,0.015	0.0,0.0	0.023
48	"AT5G55790"	NA	chr5	-	22578714	22579155	22578714	22579137	22579235	22581335	48	17,10	33,36	7,22	23,43	167	149	1	1.0	0.315,0.199	0.214,0.313	-0.007
49	"AT5G55100"	NA	chr5	-	22362891	22363935	22362891	22363626	22364074	22364235	49	192,204	7,16	88,176	6,17	458	149	1	1.0	0.899,0.806	0.827,0.771	0.054
50	"AT5G55100"	NA	chr5	-	22362891	22363976	22362891	22363626	22364074	22364235	50	114,110	7,16	46,68	6,17	499	149	0.595348863012	1.0	0.829,0.672	0.696,0.544	0.13
51	"AT5G55100"	NA	chr5	-	22362891	22363976	22362891	22363935	22364074	22364235	51	10,21	84,113	11,11	51,117	190	149	1	1.0	0.085,0.127	0.145,0.069	-0.001
52	"AT5G54280"	NA	chr5	-	22044078	22044106	22044078	22044103	22044216	22044367	52	105,120	0,0	67,95	5,0	152	149	1	1.0	1.0,1.0	0.929,1.0	0.035
53	"AT5G54130"	NA	chr5	+	21964750	21964858	21964763	21964858	21964532	21964643	53	49,50	0,2	36,65	0,0	162	149	1	1.0	1.0,0.958	1.0,1.0	-0.021
54	"AT5G53900"	NA	chr5	-	21882328	21882734	21882328	21882434	21882856	21882907	54	281,275	1,0	220,326	0,0	449	149	1	1.0	0.989,1.0	1.0,1.0	-0.006
55	"AT5G53180"	NA	chr5	-	21570833	21570894	21570833	21570891	21571043	21571253	55	28,29	24,48	46,43	37,47	152	149	1	1.0	0.534,0.372	0.549,0.473	-0.058
56	"AT5G53020"	NA	chr5	+	21499290	21500829	21499888	21500829	21498423	21498605	56	51,54	3,0	37,84	1,2	747	149	1	1.0	0.772,1.0	0.881,0.893	-0.001
57	"AT5G53020"	NA	chr5	+	21499794	21500829	21499888	21500829	21499290	21499440	57	14,22	3,2	7,13	2,5	243	149	0.436549518137	1.0	0.741,0.871	0.682,0.615	0.157
58	"AT5G53020"	NA	chr5	+	21499888	21500829	21499966	21500829	21499416	21499440	58	15,21	2,1	13,17	2,0	227	149	1	1.0	0.831,0.932	0.81,1.0	-0.024
59	"AT5G53020"	NA	chr5	+	21501851	21502416	21501854	21502416	21500916	21501767	59	8,4	29,48	15,16	9,22	152	149	0.00219248466525	0.19283996692977112	0.213,0.076	0.62,0.416	-0.374
60	"AT5G53010"	NA	chr5	-	21493421	21493578	21493421	21493530	21493631	21493714	60	0,1	25,78	0,0	32,67	197	149	1	1.0	0.0,0.01	0.0,0.0	0.005
62	"AT5G52660"	NA	chr5	-	21360000	21360108	21360000	21360105	21360219	21360387	62	65,78	21,41	37,44	24,38	152	149	0.558400330259	1.0	0.752,0.651	0.602,0.532	0.135
63	"AT5G52470"	NA	chr5	+	21296162	21296231	21296167	21296231	21295314	21295491	63	1662,1813	0,0	1377,1912	3,0	154	149	1	1.0	1.0,1.0	0.998,1.0	0.001
64	"AT5G52070"	NA	chr5	+	21163578	21163968	21163726	21163968	21162095	21162208	64	39,66	61,73	28,45	44,68	297	149	1	1.0	0.243,0.312	0.242,0.249	0.032
68	"AT5G51230"	NA	chr5	+	20827583	20827684	20827598	20827684	20827453	20827500	68	151,137	3,4	105,199	2,2	164	149	1	1.0	0.979,0.969	0.979,0.989	-0.01
70	"AT5G51200"	NA	chr5	+	20818244	20818334	20818247	20818334	20818006	20818111	70	309,426	51,55	233,355	25,66	152	149	1	1.0	0.856,0.884	0.901,0.841	-0.001
