ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
16	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466686	25466864
17	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466693	25467087
54	"AT5G53900"	NA	chr5	-	21882328	21882734	21882328	21882434	21882856	21882907
56	"AT5G53020"	NA	chr5	+	21499290	21500829	21499888	21500829	21498423	21498605
58	"AT5G53020"	NA	chr5	+	21499888	21500829	21499966	21500829	21499416	21499440
75	"AT5G50240"	NA	chr5	+	20451631	20451902	20451640	20451902	20451532	20451544
80	"AT5G48640"	NA	chr5	-	19724984	19725236	19724984	19725029	19725386	19725493
83	"AT5G48545"	NA	chr5	+	19677544	19677747	19677693	19677747	19676967	19677034
94	"AT5G46250"	NA	chr5	+	18757246	18757315	18757250	18757315	18757110	18757158
106	"AT5G41700"	NA	chr5	+	16676482	16676619	16676491	16676619	16676053	16676141
109	"AT5G40910"	NA	chr5	+	16395536	16397169	16396097	16397169	16395210	16395275
115	"AT5G40280"	NA	chr5	+	16102637	16102870	16102816	16102870	16102244	16102280
129	"AT5G37340"	NA	chr5	-	14789165	14789236	14789165	14789219	14789342	14789409
134	"AT5G36002"	NA	chr5	-	14141794	14142755	14141794	14142709	14142871	14143254
161	"AT5G24520"	NA	chr5	-	8370705	8371006	8370705	8371000	8371131	8371180
163	"AT5G24350"	NA	chr5	+	8304631	8305566	8304644	8305566	8303289	8304256
176	"AT5G23080"	NA	chr5	-	7746183	7746258	7746183	7746255	7746432	7746519
188	"AT5G20720"	NA	chr5	+	7015009	7015188	7015012	7015188	7014668	7014916
189	"AT5G57300"	NA	chr5	-	23210517	23210660	23210517	23210654	23210874	23211002
203	"AT5G28020"	NA	chr5	-	10028127	10028179	10028127	10028172	10028485	10028525
204	"AT5G28020"	NA	chr5	-	10028127	10028185	10028127	10028172	10028485	10028525
205	"AT5G28020"	NA	chr5	-	10028127	10028185	10028127	10028179	10028485	10028525
209	"AT5G17170"	NA	chr5	+	5650623	5650692	5650628	5650692	5650434	5650520
218	"AT5G15540"	NA	chr5	-	5055961	5056217	5055961	5056209	5056550	5056646
223	"AT5G14430"	NA	chr5	+	4653708	4653899	4653716	4653899	4653471	4653636
241	"AT5G12290"	NA	chr5	-	3976383	3976578	3976383	3976574	3976699	3976865
253	"AT5G10070"	NA	chr5	-	3148900	3149198	3148900	3149022	3149297	3149388
261	"AT5G08710"	NA	chr5	-	2835233	2835486	2835233	2835337	2835690	2835793
263	"AT5G08535"	NA	chr5	+	2762441	2762940	2762709	2762940	2762028	2762261
277	"AT5G07570"	NA	chr5	+	2394758	2396329	2395118	2396329	2393102	2394677
290	"AT5G06690"	NA	chr5	-	2060871	2061047	2060871	2060889	2061135	2061210
293	"AT5G06440"	NA	chr5	-	1965756	1965856	1965756	1965849	1965951	1966041
296	"AT5G05310"	NA	chr5	+	1572220	1572322	1572225	1572322	1572080	1572149
319	"AT5G01470"	NA	chr5	+	192295	192769	192301	192769	192128	192227
323	"AT5G01010"	NA	chr5	-	1278	1646	1278	1459	1744	1780
331	"AT4G39140"	NA	chr4	-	18230996	18231374	18230996	18231301	18231906	18232020
332	"AT4G39140"	NA	chr4	-	18230996	18231378	18230996	18231301	18231906	18232020
333	"AT4G39140"	NA	chr4	-	18230996	18231378	18230996	18231374	18231906	18232020
351	"AT5G14780"	NA	chr5	+	4777602	4777933	4777733	4777933	4776732	4777129
353	"AT5G14780"	NA	chr5	+	4777733	4777933	4777758	4777933	4776732	4777129
354	"AT5G14780"	NA	chr5	+	4777733	4777933	4777758	4777933	4776732	4777646
357	"AT4G35920"	NA	chr4	-	17014306	17014522	17014306	17014409	17015075	17015493
373	"AT4G34090"	NA	chr4	-	16328397	16328493	16328397	16328479	16328564	16328663
374	"AT4G34090"	NA	chr4	-	16328397	16328493	16328397	16328479	16328568	16328663
375	"AT5G48000"	NA	chr5	-	19446761	19447008	19446761	19447004	19447121	19447149
376	"AT5G48000"	NA	chr5	-	19446761	19447008	19446761	19447004	19447705	19447866
377	"AT4G33770"	NA	chr4	-	16194666	16195038	16194666	16194787	16195121	16195203
385	"AT4G32850"	NA	chr4	+	15854043	15854241	15854164	15854241	15853669	15853753
388	"AT4G32850"	NA	chr4	+	15854317	15855194	15854326	15855194	15854164	15854245
414	"AT5G64460"	NA	chr5	-	25775044	25775115	25775044	25775106	25775394	25775429
419	"AT4G28190"	NA	chr4	+	13986447	13986792	13986467	13986792	13984694	13985966
430	"AT4G26300"	NA	chr4	-	13312195	13312270	13312195	13312266	13313019	13313109
432	"AT4G26070"	NA	chr4	+	13218146	13218231	13218153	13218231	13217794	13217867
453	"AT4G30820"	NA	chr4	+	15006647	15007516	15007106	15007516	15006484	15006557
470	"AT4G22540"	NA	chr4	-	11863760	11864126	11863760	11864123	11865712	11866475
474	"AT4G21760"	NA	chr4	+	11563298	11563401	11563332	11563401	11562967	11563227
501	"AT4G20010"	NA	chr4	+	10843219	10843329	10843223	10843329	10842918	10843027
546	"AT4G14880"	NA	chr4	-	8520017	8520066	8520017	8520063	8520136	8520596
550	"AT4G14500"	NA	chr4	+	8335829	8335913	8335846	8335913	8335565	8335742
554	"AT4G14385"	NA	chr4	-	8287347	8287544	8287347	8287430	8288078	8288148
559	"AT4G13590"	NA	chr4	-	7903341	7903498	7903341	7903494	7903650	7904042
572	"AT4G12790"	NA	chr4	-	7518847	7519081	7518847	7518955	7519172	7519454
581	"AT4G34600"	NA	chr4	+	16529639	16530228	16529838	16530228	16529057	16529364
584	"AT4G11410"	NA	chr4	-	6945404	6945866	6945404	6945451	6945965	6946044
588	"AT4G10430"	NA	chr4	-	6454874	6455374	6454874	6455241	6455796	6455883
593	"AT4G09680"	NA	chr4	+	6121464	6122407	6122087	6122407	6121178	6121395
621	"AT4G04880"	NA	chr4	-	2466005	2466382	2466005	2466082	2466452	2466512
623	"AT5G26040"	NA	chr5	-	9100377	9100442	9100377	9100428	9100528	9100695
628	"AT4G03230"	NA	chr4	-	1420535	1420891	1420535	1420879	1420958	1421444
633	"AT4G02885"	NA	chr4	+	6666372	6666456	6666379	6666456	6665857	6666001
643	"AT5G10490"	NA	chr5	-	3303927	3304104	3303927	3303981	3304532	3304759
654	"AT5G16650"	NA	chr5	-	5463176	5463617	5463176	5463457	5463738	5463812
660	"AT5G27830"	NA	chr5	+	9861737	9862108	9861917	9862108	9861288	9861425
671	"AT3G62750"	NA	chr3	+	23215853	23216355	23216168	23216355	23215673	23215789
675	"AT4G22110"	NA	chr4	-	11711973	11712272	11711973	11712069	11712832	11712908
676	"AT3G61450"	NA	chr3	+	22739344	22739413	22739351	22739413	22739171	22739261
677	"AT3G61070"	NA	chr3	-	22605967	22606167	22605967	22606164	22606711	22606822
679	"AT3G60600"	NA	chr3	+	22401501	22401990	22401912	22401990	22401284	22401440
680	"AT3G60600"	NA	chr3	+	22401521	22401990	22401912	22401990	22401284	22401440
682	"AT3G60286"	NA	chr3	-	22281722	22281990	22281722	22281987	22282179	22282255
683	"AT3G60260"	NA	chr3	+	22274255	22274387	22274258	22274387	22273842	22274108
695	"AT3G59470"	NA	chr3	-	21979542	21980132	21979542	21980122	21980527	21980839
697	"AT3G59320"	NA	chr3	-	21925940	21926305	21925940	21926135	21926544	21926639
724	"AT3G56720"	NA	chr3	+	21012374	21012756	21012664	21012756	21011670	21012294
725	"AT3G56720"	NA	chr3	+	21012377	21012756	21012664	21012756	21011670	21012294
730	"AT3G56160"	NA	chr3	-	20839033	20839141	20839033	20839055	20840318	20840397
732	"AT3G55880"	NA	chr3	+	20738259	20738967	20738625	20738967	20737315	20737584
738	"AT3G54740"	NA	chr3	+	20262795	20264115	20263036	20264115	20262336	20262679
767	"AT3G51270"	NA	chr3	+	19033801	19033934	19033805	19033934	19033614	19033696
773	"AT3G51075"	NA	chr3	-	18971490	18971828	18971490	18971628	18972029	18972285
779	"AT4G05210"	NA	chr4	+	2683401	2683617	2683406	2683617	2682612	2683017
785	"AT5G64520"	NA	chr5	+	25789986	25790540	25790218	25790540	25789874	25789911
791	"AT3G48870"	NA	chr3	-	18125374	18126024	18125374	18125958	18126367	18126664
796	"AT3G47010"	NA	chr3	-	17317316	17317518	17317316	17317510	17317588	17317776
801	"AT3G46658"	NA	chr3	+	17189302	17191349	17190003	17191349	17188838	17189030
810	"AT3G46210"	NA	chr3	-	16978383	16978502	16978383	16978499	16978851	16978892
811	"AT3G46210"	NA	chr3	-	16978383	16978502	16978383	16978499	16978864	16978916
816	"AT1G53780"	NA	chr1	-	20077199	20077316	20077199	20077292	20077441	20077543
827	"AT2G05520"	NA	chr2	+	2026670	2027117	2026733	2027117	2026523	2026610
828	"AT2G05520"	NA	chr2	+	2026712	2027117	2026733	2027117	2026523	2026610
829	"AT2G05520"	NA	chr2	+	2026670	2027117	2026712	2027117	2026523	2026628
830	"AT2G05520"	NA	chr2	+	2026670	2027117	2026733	2027117	2026523	2026628
831	"AT2G05520"	NA	chr2	+	2026712	2027117	2026733	2027117	2026523	2026628
833	"AT4G24230"	NA	chr4	-	12566630	12567144	12566630	12567138	12567237	12567362
834	"AT5G35330"	NA	chr5	-	13524824	13525279	13524824	13525275	13525641	13525834
836	"AT3G14230"	NA	chr3	-	4737574	4738454	4737574	4738451	4738699	4739136
838	"AT2G03600"	NA	chr2	+	1098229	1098826	1098243	1098826	1098040	1098128
846	"AT1G21360"	NA	chr1	+	7482598	7483055	7482911	7483055	7482134	7482265
848	"AT2G02780"	NA	chr2	-	782272	782504	782272	782387	782570	782764
854	"AT2G01460"	NA	chr2	+	211064	211190	211092	211190	210916	210971
857	"AT5G45472"	NA	chr5	+	18426081	18429122	18427334	18429122	18425891	18426001
858	"AT5G45472"	NA	chr5	+	18426127	18429122	18427334	18429122	18425891	18426001
859	"AT4G39460"	NA	chr4	-	18357852	18357929	18357852	18357925	18358051	18358138
860	"AT4G39460"	NA	chr4	-	18357852	18357929	18357852	18357925	18358055	18358138
877	"AT1G80190"	NA	chr1	+	30159435	30159550	30159439	30159550	30158922	30159245
906	"AT5G55550"	NA	chr5	-	22503436	22503846	22503436	22503669	22503926	22504076
913	"AT1G75760"	NA	chr1	-	28447116	28447393	28447116	28447241	28447466	28447607
915	"AT3G21710"	NA	chr3	+	7648988	7649894	7649347	7649894	7648315	7648757
917	"AT3G11945"	NA	chr3	-	3782140	3782265	3782140	3782253	3782673	3782981
923	"AT1G73177"	NA	chr1	-	27516571	27516782	27516571	27516777	27516926	27517194
924	"AT1G73177"	NA	chr1	-	27516571	27516782	27516571	27516777	27517140	27517194
931	"AT2G46230"	NA	chr2	-	18984572	18984798	18984572	18984651	18984937	18985025
942	"AT1G68890"	NA	chr1	+	25899314	25899395	25899326	25899395	25899134	25899191
943	"AT1G68890"	NA	chr1	+	25899314	25899395	25899326	25899395	25899195	25899208
980	"AT2G46800"	NA	chr2	+	19237292	19238032	19237968	19238032	19235373	19235659
981	"AT1G64790"	NA	chr1	-	24072965	24073036	24072965	24073022	24073129	24073252
992	"AT1G63690"	NA	chr1	+	23621394	23621537	23621398	23621537	23621164	23621257
1007	"AT2G30740"	NA	chr2	+	13095848	13096492	13096351	13096492	13095355	13095484
1008	"AT2G30740"	NA	chr2	+	13095848	13096492	13096351	13096492	13095650	13095700
1019	"AT1G56700"	NA	chr1	+	21256734	21257006	21256785	21257006	21256339	21256371
1024	"AT4G31570"	NA	chr4	+	15298134	15303824	15298145	15303824	15297330	15297997
1036	"AT1G59750"	NA	chr1	+	21983071	21983541	21983080	21983541	21982823	21982989
1040	"AT1G59560"	NA	chr1	+	21883197	21883427	21883348	21883427	21882979	21883111
1043	"AT4G33050"	NA	chr4	-	15945246	15945661	15945246	15945477	15945749	15945838
1045	"AT1G09060"	NA	chr1	-	2924648	2925264	2924648	2925248	2925711	2925826
1060	"AT2G04690"	NA	chr2	+	1645913	1646355	1646154	1646355	1645472	1645510
1061	"AT1G55750"	NA	chr1	-	20840974	20841261	20840974	20841022	20841375	20841489
1064	"AT2G25950"	NA	chr2	+	11070340	11070661	11070481	11070661	11070151	11070260
